team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Houston Rockets,40.3,87.0,14.7,40.6,25.6,46.4,20.1,26.4,.763,11.0,33.3,44.2,25.5,8.4,4.4,14.9,20.1,115.5
Golden State Warriors,42.9,87.5,11.9,31.3,31.0,56.2,18.5,23.4,.791,9.4,35.1,44.5,30.2,9.7,6.6,14.8,19.4,116.1
Denver Nuggets,40.8,87.4,10.6,28.6,30.2,58.8,18.8,24.5,.765,12.3,33.9,46.2,24.9,7.0,4.1,15.3,19.5,111.0
Cleveland Cavaliers,39.8,84.7,13.3,33.9,26.5,50.8,18.0,24.1,.748,9.5,34.2,43.7,22.7,6.7,4.1,13.7,18.0,111.0
Los Angeles Clippers,39.2,83.5,10.2,27.3,29.0,56.2,19.0,25.7,.741,9.2,33.7,42.9,22.4,7.6,4.4,13.2,20.3,107.6
Boston Celtics,38.6,84.9,12.2,33.3,26.4,51.7,18.3,22.5,.813,9.0,32.6,41.5,24.9,7.5,4.2,13.1,20.4,107.6
Phoenix Suns,39.8,88.0,7.8,22.8,32.0,65.2,20.2,25.6,.787,11.6,32.9,44.5,19.3,8.1,4.9,15.6,24.9,107.5
Washington Wizards,41.3,86.9,9.1,24.2,32.2,62.6,17.4,22.1,.786,10.1,32.9,43.0,23.9,8.6,4.1,14.2,21.3,109.0
Portland Trail Blazers,39.6,86.2,10.3,27.8,29.3,58.5,18.7,24.0,.781,10.0,33.5,43.4,21.7,6.9,5.0,14.0,21.8,108.1
Toronto Raptors,39.1,84.6,8.9,24.4,30.2,60.2,20.2,25.1,.802,10.7,32.3,43.0,18.2,8.4,4.9,12.3,20.9,107.2
New York Knicks,39.7,88.9,9.1,25.3,30.7,63.7,16.7,21.4,.782,12.1,33.8,45.9,21.7,7.1,5.8,14.1,20.6,105.2
Oklahoma City Thunder,39.3,87.0,8.4,25.8,30.9,61.2,19.5,26.2,.747,11.9,34.3,46.2,20.9,7.7,5.1,15.0,20.9,106.6
San Antonio Spurs,39.6,83.6,9.2,23.2,30.4,60.5,18.2,22.7,.804,9.8,34.2,44.0,24.0,8.0,5.9,13.5,18.4,106.5
Charlotte Hornets,37.7,85.8,10.0,28.6,27.7,57.2,19.4,23.8,.815,8.9,35.7,44.6,23.2,6.6,4.9,11.9,16.9,104.9
Los Angeles Lakers,39.0,87.4,9.1,26.4,29.9,61.0,17.3,22.8,.758,11.4,32.3,43.7,20.6,8.1,4.0,15.4,20.9,104.4
Indiana Pacers,39.0,84.0,8.4,22.8,30.5,61.2,17.9,22.2,.808,8.6,33.3,41.9,22.5,8.1,5.0,14.0,19.5,104.3
Minnesota Timberwolves,39.3,84.4,7.6,21.7,31.7,62.7,18.8,23.7,.791,11.6,31.6,43.2,23.5,7.8,4.5,14.2,20.3,104.9
Milwaukee Bucks,39.1,82.0,8.6,23.2,30.4,58.8,18.0,23.3,.770,8.9,31.6,40.5,24.4,8.3,5.4,14.0,20.5,104.8
Sacramento Kings,37.7,82.2,9.2,24.6,28.5,57.6,18.5,23.9,.777,8.9,32.3,41.2,22.5,7.9,4.0,14.6,20.5,103.1
New Orleans Pelicans,38.4,86.4,9.3,26.4,29.1,60.0,16.9,22.6,.744,8.6,35.4,44.0,22.3,7.8,5.6,13.2,18.5,103.0
Brooklyn Nets,37.8,85.0,11.1,32.0,26.8,52.9,19.0,24.1,.788,8.7,34.7,43.4,21.3,7.1,4.7,17.0,21.4,105.7
Miami Heat,38.9,85.8,9.9,27.0,29.0,58.8,14.9,21.3,.701,10.6,33.4,44.0,21.3,7.0,5.6,13.4,20.5,102.6
Atlanta Hawks,38.5,84.3,8.9,25.8,29.7,58.5,18.0,24.9,.722,10.0,34.1,44.1,23.6,8.4,5.0,15.6,18.1,103.9
Detroit Pistons,40.1,88.4,7.6,23.1,32.4,65.3,14.1,19.5,.726,10.7,34.3,44.9,21.2,7.2,3.8,11.8,17.9,101.9
Chicago Bulls,38.1,86.9,7.0,21.6,31.1,65.4,18.6,23.3,.798,12.5,33.7,46.1,21.8,7.8,4.8,13.2,17.6,101.8
Memphis Grizzlies,36.5,84.0,9.2,26.2,27.3,57.8,19.1,24.4,.782,11.0,32.1,43.1,21.2,8.2,4.3,12.9,23.2,101.3
Utah Jazz,36.7,78.9,9.6,26.0,27.1,52.9,17.7,23.4,.758,9.1,33.9,43.0,19.8,6.8,4.8,13.8,19.2,100.7
Philadelphia 76ers,37.5,84.9,10.1,29.2,27.4,55.7,17.0,22.3,.762,9.6,33.1,42.8,23.6,8.4,5.3,16.9,21.8,102.1
Orlando Magic,38.0,86.2,8.4,25.8,29.6,60.4,15.5,21.2,.732,9.9,33.0,42.9,21.8,6.9,5.0,13.2,19.1,99.9
Dallas Mavericks,36.3,82.1,10.7,29.7,25.6,52.3,14.9,18.5,.806,7.9,30.8,38.7,20.4,7.6,3.7,11.9,19.3,98.3
