team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,36.1,81.9,8.2,22.9,27.9,58.9,15.9,21.0,.759,9.0,31.1,40.1,17.9,7.3,3.7,12.4,20.5,96.4
San Antonio Spurs,36.9,83.5,8.1,24.0,28.7,59.4,16.7,21.6,.771,9.7,31.7,41.5,21.1,7.7,3.9,14.5,20.1,98.5
Dallas Mavericks,36.7,78.5,9.3,24.7,27.4,53.9,17.2,22.3,.769,8.7,35.4,44.1,20.7,6.4,3.5,15.1,19.6,99.9
Memphis Grizzlies,34.9,78.8,9.9,28.1,25.0,50.7,20.9,27.8,.752,9.1,33.1,42.2,20.1,7.0,5.1,14.5,21.4,100.6
Miami Heat,37.8,84.4,7.9,22.8,29.9,61.7,18.4,23.8,.776,10.2,33.7,43.9,19.8,6.8,4.9,13.4,18.4,101.8
Toronto Raptors,37.4,82.7,9.8,27.4,27.6,55.3,18.8,24.1,.782,10.0,32.4,42.4,21.9,6.5,4.8,14.7,20.4,103.4
Detroit Pistons,38.2,82.9,9.2,25.2,29.0,57.6,16.7,21.3,.785,8.0,34.6,42.6,23.3,6.7,4.1,12.9,17.6,102.4
Milwaukee Bucks,37.9,82.9,10.1,28.3,27.8,54.6,18.3,23.6,.774,10.4,31.8,42.2,24.0,7.3,4.8,15.0,19.8,104.3
Atlanta Hawks,38.9,87.1,11.1,30.4,27.9,56.7,15.5,20.2,.767,10.7,33.1,43.8,23.1,9.1,5.2,15.6,21.6,104.4
Chicago Bulls,39.8,86.3,9.1,25.7,30.7,60.6,14.4,18.7,.773,10.0,32.9,42.9,24.0,7.4,4.7,12.9,19.1,103.3
Cleveland Cavaliers,40.4,88.9,10.4,28.5,30.0,60.5,15.2,19.6,.774,11.2,32.8,44.1,24.4,7.3,4.5,12.7,20.8,106.5
Minnesota Timberwolves,38.9,83.3,9.6,26.8,29.4,56.5,17.5,22.9,.764,9.8,30.7,40.5,22.4,7.7,5.0,14.2,20.6,104.9
Golden State Warriors,39.0,89.0,9.2,28.1,29.7,60.9,18.1,23.7,.766,11.5,32.5,43.9,22.8,8.6,4.0,15.7,19.9,105.3
Charlotte Hornets,39.4,87.4,11.3,31.4,28.1,56.0,14.4,18.6,.774,9.1,35.6,44.7,24.1,6.9,5.7,12.8,20.1,104.4
Oklahoma City Thunder,39.5,85.8,8.8,24.5,30.7,61.3,18.5,24.3,.760,9.5,31.5,41.0,21.4,8.4,5.4,13.7,20.9,106.2
Los Angeles Clippers,38.4,85.2,9.3,26.4,29.1,58.8,18.7,23.9,.784,10.3,33.1,43.4,23.0,7.2,3.4,13.4,22.4,104.8
Indiana Pacers,37.9,84.7,10.2,29.1,27.7,55.5,18.9,24.1,.784,10.9,33.7,44.6,22.4,8.2,5.0,14.9,19.6,104.9
Boston Celtics,38.8,85.6,8.9,26.7,29.8,58.9,18.7,24.6,.760,10.9,33.9,44.7,22.5,7.5,5.1,14.1,19.8,105.1
Washington Wizards,39.4,85.1,10.0,27.3,29.3,57.7,18.1,24.2,.750,10.5,32.6,43.1,22.8,7.4,4.4,15.6,19.9,106.9
New Orleans Pelicans,39.7,89.0,10.4,29.9,29.3,59.1,16.1,21.0,.766,10.7,37.8,48.4,23.0,7.6,4.4,13.9,19.5,105.9
Sacramento Kings,38.1,82.6,11.0,29.8,27.1,52.8,18.9,24.2,.778,9.8,32.9,42.8,23.5,8.4,5.3,14.4,20.7,106.1
Orlando Magic,39.7,85.4,9.7,26.1,30.0,59.3,17.3,22.4,.769,9.8,35.4,45.1,23.2,7.4,5.0,13.1,18.6,106.3
Philadelphia 76ers,39.4,85.7,9.1,25.3,30.3,60.4,20.1,26.0,.772,10.7,34.2,44.9,22.4,8.6,5.5,15.1,20.0,108.1
Houston Rockets,40.5,87.8,9.9,28.6,30.6,59.3,17.2,22.2,.777,10.5,33.0,43.5,23.4,8.4,4.9,15.2,20.5,108.1
New York Knicks,39.8,88.1,9.8,28.2,30.0,60.0,19.0,24.5,.775,11.8,33.4,45.1,22.1,7.6,4.6,12.8,18.4,108.4
Portland Trail Blazers,39.4,86.4,9.9,26.0,29.5,60.4,21.5,27.4,.786,10.1,34.2,44.4,20.9,7.9,5.1,12.9,20.0,110.2
Denver Nuggets,41.9,87.7,9.6,25.4,32.3,62.4,17.3,22.1,.784,9.3,30.9,40.2,24.3,8.5,4.8,12.2,20.3,110.7
Brooklyn Nets,42.2,91.0,10.2,27.3,32.0,63.7,19.6,25.4,.772,11.0,36.0,47.0,23.3,9.7,5.8,13.2,20.3,114.2
Los Angeles Lakers,41.6,86.4,10.2,27.6,31.4,58.8,18.3,24.1,.758,10.4,34.4,44.8,25.7,8.6,5.3,14.3,18.6,111.8
Phoenix Suns,39.9,85.2,9.8,25.5,30.1,59.6,22.9,29.1,.786,9.9,33.4,43.3,21.9,8.2,5.6,15.2,22.0,112.5
