team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Houston Rockets,40.4,86.8,14.4,39.9,25.9,46.9,18.9,24.8,.763,10.5,33.4,43.9,25.4,8.2,4.6,15.5,20.1,114.1
Golden State Warriors,43.7,87.6,12.2,31.6,31.5,56.0,18.5,23.4,.791,9.1,36.0,45.1,31.1,9.4,6.5,15.1,19.3,118.2
Toronto Raptors,39.7,85.6,9.2,25.0,30.5,60.6,20.6,25.5,.808,10.9,32.1,43.0,18.7,8.7,5.0,12.1,21.0,109.2
Los Angeles Lakers,38.7,87.0,9.3,26.3,29.4,60.7,17.8,23.3,.766,11.8,32.5,44.3,20.6,7.7,3.9,15.1,20.6,104.4
Los Angeles Clippers,39.3,83.9,10.3,27.3,28.9,56.6,19.4,25.8,.750,9.4,34.0,43.4,22.5,7.6,4.7,13.1,20.4,108.3
Denver Nuggets,40.3,87.3,9.8,26.9,30.5,60.4,19.8,25.9,.763,12.5,34.1,46.6,24.4,6.8,4.2,15.5,19.9,110.2
New York Knicks,39.9,89.9,9.1,25.7,30.8,64.3,16.9,21.8,.776,12.6,33.8,46.5,21.6,7.2,5.8,14.2,20.9,105.8
Oklahoma City Thunder,39.0,86.7,8.4,26.0,30.6,60.7,19.1,25.7,.744,11.6,34.5,46.1,21.0,7.7,5.3,15.1,20.6,105.5
Portland Trail Blazers,39.5,86.8,10.2,28.4,29.3,58.4,18.4,23.3,.788,9.8,33.0,42.7,22.0,7.0,5.0,13.6,21.6,107.5
Phoenix Suns,39.1,87.4,8.0,23.3,31.0,64.1,20.5,26.0,.786,11.9,32.5,44.4,18.4,8.3,4.3,15.6,25.0,106.6
Cleveland Cavaliers,39.5,85.7,13.0,33.7,26.5,52.0,18.6,24.9,.748,10.2,34.2,44.4,22.3,7.3,4.0,14.1,18.1,110.6
Boston Celtics,39.1,86.2,12.2,33.2,26.9,52.9,18.0,22.0,.818,9.3,32.2,41.5,25.4,7.5,4.4,12.6,20.3,108.3
Washington Wizards,41.3,86.6,8.8,23.8,32.5,62.8,16.3,20.6,.787,10.1,32.9,43.0,23.5,8.6,4.1,14.3,21.3,107.6
San Antonio Spurs,39.6,83.1,9.1,22.5,30.5,60.7,18.6,23.2,.805,9.4,33.9,43.3,24.0,8.2,5.9,13.2,18.4,107.0
Memphis Grizzlies,36.3,84.1,9.1,25.9,27.2,58.1,18.8,23.9,.786,10.9,32.5,43.4,20.7,8.5,4.6,12.8,23.6,100.5
Minnesota Timberwolves,38.8,84.1,7.8,22.2,31.0,61.9,18.7,23.8,.785,11.4,31.2,42.6,23.3,7.6,4.7,14.5,20.7,104.2
Atlanta Hawks,38.8,85.2,8.9,26.0,29.8,59.2,17.3,23.8,.727,10.3,33.6,43.9,24.0,8.5,4.9,15.4,17.9,103.8
Indiana Pacers,39.3,84.8,8.3,22.6,31.0,62.1,18.7,23.0,.812,8.4,33.2,41.6,22.4,8.8,5.4,14.1,19.4,105.5
New Orleans Pelicans,38.8,87.7,9.5,26.6,29.3,61.1,16.2,21.8,.744,8.8,35.7,44.5,22.7,7.6,6.1,12.7,18.3,103.3
Sacramento Kings,37.4,82.1,9.1,25.2,28.3,56.9,19.2,24.7,.777,9.2,31.8,41.0,22.5,8.1,4.1,14.4,21.1,103.2
Brooklyn Nets,37.7,85.6,11.0,32.4,26.7,53.2,18.7,23.5,.797,8.7,35.0,43.7,21.0,7.1,4.6,17.0,20.8,105.1
Charlotte Hornets,37.7,85.6,9.8,27.5,27.9,58.1,19.9,24.8,.804,9.1,36.0,45.0,23.5,6.5,5.1,12.0,17.0,105.1
Chicago Bulls,38.2,86.6,6.4,20.2,31.8,66.4,19.7,24.7,.798,12.9,34.0,47.0,21.1,7.8,5.1,13.4,17.5,102.6
Orlando Magic,38.0,86.3,8.7,26.2,29.2,60.1,15.0,20.8,.723,9.7,32.9,42.6,22.2,6.8,5.1,13.2,18.8,99.6
Detroit Pistons,39.7,87.2,7.8,22.9,31.9,64.3,14.1,19.0,.739,10.3,34.2,44.4,21.2,7.1,3.8,12.2,18.2,101.3
Milwaukee Bucks,39.6,83.4,8.5,23.1,31.1,60.3,17.6,23.1,.759,9.6,32.6,42.2,24.6,8.3,5.7,14.3,20.3,105.3
Miami Heat,38.5,85.4,9.3,25.8,29.2,59.7,14.5,21.3,.681,10.2,33.4,43.7,21.4,7.0,5.5,13.4,20.5,100.7
Utah Jazz,36.3,78.1,9.5,26.1,26.8,52.0,17.8,23.6,.752,8.8,34.0,42.8,19.4,6.6,5.0,13.6,19.1,99.9
Philadelphia 76ers,36.8,84.2,10.2,29.3,26.6,54.9,16.5,21.7,.760,9.5,33.2,42.6,23.4,8.1,5.5,17.0,21.7,100.4
Dallas Mavericks,36.1,82.2,10.8,30.1,25.3,52.1,14.4,18.0,.802,8.2,30.1,38.3,20.1,7.7,3.8,11.8,19.3,97.4
