Visitor,Home,Prediction,Result,Prediction_Outcome
Washington Wizards,Cleveland Cavaliers,,,
Toronto Raptors,Dallas Mavericks,,,
Utah Jazz,Los Angeles Clippers,,,
Minnesota Timberwolves,Portland Trail Blazers,,,
New York Knicks,San Antonio Spurs,,,
Washington Wizards,Cleveland Cavaliers,,,
Toronto Raptors,Dallas Mavericks,,,
Utah Jazz,Los Angeles Clippers,,,
Minnesota Timberwolves,Portland Trail Blazers,,,
New York Knicks,San Antonio Spurs,,,
