team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,21,5,11.69,-1.36,10.33,116.7,105.1,100.1,.283,.363,.601,.564,13.1,22.4,.223,.483,13.0,74.2,.215
Toronto Raptors,26.1,19,6,8.88,0.62,9.50,117.6,108.3,94.8,.308,.288,.582,.534,11.1,26.1,.253,.511,14.2,73.9,.212
Los Angeles Clippers,30.0,20,6,8.77,-0.23,8.54,113.3,104.2,96.3,.331,.318,.571,.529,11.7,23.1,.251,.493,13.7,77.7,.218
Cleveland Cavaliers,29.2,18,6,7.58,0.57,8.15,114.1,106.3,96.4,.299,.396,.578,.541,12.8,23.6,.226,.496,12.0,74.4,.160
Houston Rockets,27.2,18,8,6.92,-0.11,6.81,114.6,107.6,97.7,.268,.437,.586,.555,14.3,26.9,.199,.510,13.3,77.1,.210
San Antonio Spurs,29.7,17,8,5.68,0.08,5.76,110.4,104.3,93.8,.273,.276,.565,.521,12.3,21.4,.223,.499,13.5,78.4,.197
Utah Jazz,26.4,18,8,5.58,-0.43,5.15,110.3,104.2,91.4,.291,.340,.572,.531,12.8,20.8,.227,.477,11.3,77.4,.193
Detroit Pistons,25.8,17,10,3.26,0.06,3.32,105.6,102.1,93.7,.209,.243,.525,.495,11.2,22.1,.158,.482,12.0,79.7,.195
Chicago Bulls,27.8,14,10,2.79,-1.17,1.62,107.8,104.9,95.2,.290,.225,.525,.475,12.2,29.5,.234,.495,12.3,75.5,.153
Charlotte Hornets,26.7,15,11,1.88,-0.45,1.44,106.5,104.6,96.8,.311,.326,.539,.496,11.1,19.5,.234,.500,11.7,80.1,.151
Boston Celtics,25.7,13,12,1.16,0.16,1.32,108.9,107.6,95.8,.236,.361,.548,.512,11.5,21.5,.185,.498,12.9,74.6,.224
Oklahoma City Thunder,24.7,14,12,0.69,0.01,0.71,105.7,105.0,98.3,.283,.293,.536,.501,13.8,25.5,.203,.501,12.6,78.0,.195
Memphis Grizzlies,28.1,14,13,0.11,0.03,0.14,102.0,101.9,93.3,.283,.296,.515,.469,12.9,23.5,.220,.489,14.6,79.9,.257
Milwaukee Bucks,25.5,12,11,0.43,-0.64,-0.21,106.9,106.5,96.8,.264,.293,.550,.512,13.4,22.8,.204,.493,13.2,76.0,.227
Portland Trail Blazers,25.1,12,15,-1.67,0.53,-1.13,110.6,112.3,98.1,.270,.341,.562,.521,12.2,21.8,.215,.510,11.6,75.0,.257
Sacramento Kings,28.9,11,14,-2.08,0.15,-1.93,106.3,108.4,95.4,.285,.286,.538,.495,13.0,22.9,.220,.522,14.4,75.7,.232
New York Knicks,27.5,11,14,-2.28,0.33,-1.96,107.9,110.2,96.6,.234,.286,.533,.497,12.4,26.4,.183,.500,12.0,74.0,.246
Miami Heat,26.2,10,16,-2.77,0.65,-2.12,103.3,106.2,93.9,.253,.290,.509,.481,12.0,26.0,.169,.487,12.2,75.5,.208
Atlanta Hawks,28.3,11,14,-1.84,-0.47,-2.31,102.7,104.5,98.9,.266,.308,.537,.505,15.1,24.1,.190,.510,14.3,77.3,.165
Minnesota Timberwolves,23.6,10,15,-3.00,0.56,-2.44,108.8,111.9,95.0,.301,.277,.544,.500,13.2,27.7,.233,.528,13.3,76.1,.243
Washington Wizards,26.1,10,14,-2.13,-0.50,-2.62,106.3,108.5,96.7,.246,.250,.538,.501,13.1,24.9,.191,.532,15.0,75.1,.211
Indiana Pacers,27.3,11,15,-2.08,-0.70,-2.78,105.3,107.4,97.7,.256,.266,.545,.504,13.2,20.0,.206,.508,14.3,74.1,.213
Denver Nuggets,25.2,10,15,-3.24,0.37,-2.87,106.2,109.4,98.2,.299,.293,.530,.488,14.2,29.3,.222,.514,11.0,79.9,.215
New Orleans Pelicans,25.6,9,17,-4.27,0.08,-4.19,102.4,106.7,98.0,.271,.294,.529,.488,12.0,17.7,.209,.504,12.0,77.7,.175
Orlando Magic,25.5,9,18,-4.67,-0.51,-5.17,102.3,107.3,94.4,.248,.304,.515,.484,11.9,21.6,.175,.501,11.6,76.4,.186
Dallas Mavericks,27.5,7,18,-7.08,1.78,-5.30,101.0,108.7,91.5,.214,.360,.517,.481,12.3,19.6,.170,.531,15.0,77.8,.229
Los Angeles Lakers,26.1,8,20,-6.57,0.58,-5.99,105.4,112.0,99.1,.276,.285,.534,.493,14.2,26.3,.212,.537,12.9,75.5,.206
Phoenix Suns,26.0,8,17,-6.16,-0.66,-6.82,103.6,109.6,101.2,.293,.275,.531,.487,13.7,24.8,.224,.514,13.6,78.4,.270
Philadelphia 76ers,25.2,6,19,-7.64,0.57,-7.07,100.2,108.0,96.4,.228,.355,.530,.500,15.5,20.8,.166,.503,12.0,75.7,.211
Brooklyn Nets,26.6,6,18,-7.96,0.06,-7.90,104.0,111.7,101.6,.299,.388,.545,.500,14.8,21.3,.232,.527,12.3,75.0,.192
