team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Golden State Warriors,43.2,87.1,12.0,31.6,31.1,55.5,19.5,24.7,.788,9.3,35.0,44.3,31.0,9.4,6.5,14.8,20.3,117.8
Portland Trail Blazers,40.0,87.4,11.0,29.8,29.0,57.6,18.8,23.6,.797,9.6,33.0,42.6,22.3,7.0,5.0,13.6,22.7,109.8
Houston Rockets,40.6,86.2,14.5,37.6,26.2,48.5,17.1,23.1,.740,11.4,33.2,44.6,25.4,8.0,4.7,16.1,20.0,112.8
Los Angeles Lakers,38.7,87.1,8.5,24.9,30.2,62.3,18.5,24.0,.770,12.0,32.3,44.4,20.4,8.5,3.5,16.2,20.9,104.4
Los Angeles Clippers,39.2,84.0,10.3,26.7,28.9,57.2,21.1,27.8,.760,9.7,34.0,43.7,22.5,8.7,4.8,12.7,20.8,109.9
Toronto Raptors,40.4,84.7,9.8,24.4,30.6,60.3,21.4,26.1,.821,11.1,31.6,42.6,20.4,8.8,4.4,12.0,21.3,111.9
Oklahoma City Thunder,39.7,87.6,8.4,25.7,31.3,61.9,17.8,24.8,.717,11.0,34.8,45.8,21.7,7.8,5.1,15.7,20.3,105.6
Indiana Pacers,39.2,86.2,8.5,22.9,30.7,63.2,17.8,22.1,.805,8.8,33.3,42.0,22.0,9.0,5.9,14.6,19.8,104.5
Charlotte Hornets,37.3,85.1,9.8,27.7,27.5,57.3,19.9,26.5,.753,8.7,36.9,45.6,23.4,6.4,5.0,12.0,16.8,104.3
Phoenix Suns,39.4,89.3,8.2,24.6,31.3,64.7,20.0,26.2,.765,11.6,34.6,46.2,18.5,8.7,4.4,16.0,25.8,107.1
New Orleans Pelicans,38.2,86.8,8.3,25.5,29.8,61.3,18.1,23.5,.770,8.2,35.9,44.1,22.8,8.0,6.1,13.3,19.1,102.8
Detroit Pistons,39.0,86.2,7.2,20.9,31.8,65.3,13.6,18.0,.756,9.7,35.0,44.7,20.8,7.0,3.9,11.9,17.6,98.9
Denver Nuggets,38.5,88.1,9.0,25.8,29.4,62.3,19.6,26.3,.745,13.4,35.7,49.2,21.5,6.5,4.2,16.6,20.8,105.6
Cleveland Cavaliers,38.8,84.1,13.3,33.3,25.5,50.8,19.0,25.1,.758,9.8,34.4,44.2,22.1,7.0,4.4,14.0,18.1,110.0
Memphis Grizzlies,35.3,84.0,8.3,24.9,27.0,59.1,18.5,23.8,.779,10.5,33.7,44.3,20.0,8.7,5.3,14.0,23.9,97.4
New York Knicks,39.8,89.2,9.2,25.6,30.6,63.7,16.4,20.9,.782,12.0,33.8,45.8,22.2,7.3,5.8,14.0,21.6,105.0
Utah Jazz,36.6,78.2,9.8,26.6,26.8,51.6,17.8,22.7,.782,8.2,34.3,42.5,19.3,6.3,5.4,13.0,19.6,100.8
Orlando Magic,36.5,84.6,8.8,25.7,27.7,58.8,14.8,21.0,.704,9.7,33.1,42.8,21.9,6.4,5.4,12.7,18.3,96.6
Boston Celtics,38.6,86.3,11.1,31.2,27.5,55.1,16.0,20.3,.787,9.5,32.6,42.1,24.8,7.3,4.5,12.4,20.7,104.3
Minnesota Timberwolves,38.0,84.2,8.0,23.4,30.0,60.8,19.6,25.3,.774,12.1,30.6,42.7,21.7,7.3,4.7,14.6,21.2,103.7
San Antonio Spurs,38.2,81.8,9.0,22.6,29.2,59.2,18.3,22.3,.819,8.8,33.0,41.8,23.7,8.2,5.6,12.9,18.0,103.6
Sacramento Kings,37.8,84.8,8.4,24.2,29.4,60.6,18.6,24.1,.773,10.0,32.0,42.0,22.2,8.5,4.2,14.3,20.4,102.6
Brooklyn Nets,37.8,86.4,11.0,33.5,26.8,52.9,20.0,25.8,.777,9.8,34.8,44.6,20.7,7.9,4.3,17.0,20.5,106.5
Atlanta Hawks,38.5,84.6,8.5,26.0,30.0,58.6,16.1,22.5,.714,10.4,33.6,44.0,24.1,9.0,5.4,16.9,17.4,101.6
Miami Heat,37.3,86.1,8.3,25.0,29.0,61.1,14.5,21.8,.668,12.0,32.9,44.9,20.4,7.0,5.6,13.1,20.0,97.3
Washington Wizards,39.9,87.3,7.7,21.8,32.2,65.4,16.7,21.5,.777,10.9,31.2,42.1,21.8,9.3,3.9,14.6,21.8,104.1
Chicago Bulls,38.2,86.7,6.0,19.5,32.2,67.2,20.3,25.1,.808,13.4,34.8,48.3,20.6,7.8,5.6,13.5,17.5,102.6
Philadelphia 76ers,36.8,84.2,10.8,29.9,26.0,54.3,14.0,19.2,.726,9.1,34.3,43.4,22.9,7.8,5.8,17.0,22.0,98.2
Milwaukee Bucks,39.1,84.7,8.5,24.8,30.6,59.9,17.3,22.4,.773,9.8,34.2,44.0,23.9,8.4,5.5,14.7,20.9,104.0
Dallas Mavericks,34.6,82.3,9.9,29.6,24.7,52.7,14.0,17.6,.794,8.8,30.2,39.0,19.1,7.8,3.7,12.6,19.4,93.2
