team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,36.1,81.8,8.3,23.1,27.8,58.7,16.1,21.1,.760,9.0,31.1,40.1,17.9,7.3,3.7,12.4,20.5,96.6
San Antonio Spurs,36.8,83.5,8.1,24.1,28.7,59.4,16.5,21.5,.768,9.8,31.7,41.5,21.1,7.6,4.0,14.6,20.2,98.3
Dallas Mavericks,36.7,78.4,9.3,24.6,27.4,53.9,17.2,22.4,.770,8.8,35.3,44.1,20.6,6.4,3.5,15.1,19.6,99.8
Detroit Pistons,38.1,83.1,9.0,25.1,29.1,57.9,16.8,21.4,.787,8.1,34.5,42.6,23.1,6.7,4.1,12.9,17.6,102.1
Memphis Grizzlies,34.9,78.6,9.9,28.1,25.0,50.5,21.0,28.0,.752,9.0,33.1,42.2,20.1,7.0,5.0,14.7,21.4,100.7
Miami Heat,37.7,84.4,7.9,22.8,29.8,61.6,18.4,23.7,.778,10.3,33.8,44.0,19.8,6.8,4.9,13.3,18.5,101.7
Milwaukee Bucks,38.0,83.0,10.2,28.4,27.8,54.7,18.3,23.6,.775,10.5,31.7,42.2,24.0,7.3,4.8,15.0,19.8,104.4
Minnesota Timberwolves,38.9,83.3,9.5,26.7,29.3,56.6,17.5,22.9,.763,9.9,30.7,40.6,22.2,7.8,5.0,14.2,20.7,104.8
Chicago Bulls,39.9,86.4,9.1,25.6,30.8,60.7,14.4,18.7,.772,10.0,32.8,42.8,24.0,7.4,4.8,13.0,19.1,103.3
Toronto Raptors,37.4,82.7,9.8,27.4,27.6,55.3,18.8,24.1,.782,10.0,32.4,42.4,21.9,6.5,4.9,14.7,20.4,103.4
Cleveland Cavaliers,40.5,88.8,10.5,28.6,30.0,60.2,15.1,19.6,.771,11.2,32.9,44.0,24.4,7.3,4.6,12.8,20.9,106.6
Golden State Warriors,39.0,89.0,9.3,28.1,29.7,60.9,18.1,23.6,.768,11.5,32.4,43.8,22.7,8.6,3.9,15.6,19.8,105.3
Indiana Pacers,38.0,84.8,10.3,29.3,27.7,55.5,19.2,24.4,.785,11.0,33.7,44.7,22.5,8.2,5.0,15.0,19.8,105.6
Atlanta Hawks,38.9,87.1,11.1,30.4,27.9,56.7,15.5,20.2,.767,10.7,33.1,43.8,23.1,9.1,5.2,15.6,21.6,104.4
Charlotte Hornets,39.4,87.6,11.3,31.4,28.1,56.2,14.5,18.7,.773,9.1,35.6,44.7,24.0,6.9,5.7,12.8,20.1,104.5
New Orleans Pelicans,39.9,89.2,10.3,29.8,29.6,59.4,16.0,20.9,.765,10.7,37.8,48.5,23.2,7.6,4.5,13.8,19.5,106.1
Oklahoma City Thunder,39.6,86.0,8.7,24.5,30.8,61.5,18.4,24.2,.758,9.6,31.6,41.1,21.5,8.4,5.4,13.6,20.9,106.2
Los Angeles Clippers,38.4,85.3,9.3,26.3,29.2,59.0,18.7,23.8,.784,10.3,33.1,43.5,23.0,7.2,3.4,13.4,22.3,104.9
Boston Celtics,38.7,85.5,9.0,26.7,29.8,58.8,18.7,24.7,.759,10.8,34.0,44.8,22.4,7.5,5.2,14.1,19.8,105.1
Washington Wizards,39.3,85.2,10.0,27.3,29.4,57.9,18.2,24.2,.751,10.6,32.5,43.2,22.7,7.4,4.5,15.7,19.9,106.8
Sacramento Kings,38.1,82.3,11.1,29.9,27.0,52.4,19.0,24.4,.780,9.7,33.0,42.7,23.4,8.4,5.2,14.5,20.6,106.2
Philadelphia 76ers,39.5,85.7,9.1,25.2,30.5,60.5,20.0,25.9,.772,10.6,34.3,44.9,22.4,8.6,5.4,15.0,19.9,108.2
Portland Trail Blazers,39.4,86.5,10.0,26.1,29.4,60.4,21.7,27.5,.789,10.2,34.1,44.3,20.8,7.9,5.1,13.0,20.1,110.5
Orlando Magic,39.7,85.4,9.7,26.1,30.0,59.3,17.3,22.4,.769,9.8,35.4,45.1,23.2,7.4,5.0,13.1,18.6,106.3
Houston Rockets,40.5,87.7,10.0,28.6,30.5,59.1,17.3,22.3,.777,10.5,33.1,43.6,23.5,8.4,5.0,15.0,20.5,108.3
New York Knicks,39.9,88.2,9.8,28.2,30.1,60.0,19.1,24.7,.776,11.7,33.3,45.0,22.2,7.6,4.6,12.8,18.5,108.8
Brooklyn Nets,42.2,91.1,10.2,27.4,31.9,63.7,19.5,25.3,.773,11.0,36.1,47.1,23.2,9.7,5.8,13.2,20.2,114.1
Denver Nuggets,41.9,87.7,9.6,25.4,32.3,62.4,17.3,22.1,.784,9.3,30.9,40.2,24.3,8.5,4.8,12.2,20.3,110.7
Los Angeles Lakers,41.5,86.3,10.1,27.4,31.4,58.9,18.3,24.0,.760,10.3,34.4,44.7,25.5,8.5,5.3,14.2,18.5,111.3
Phoenix Suns,40.0,85.3,9.9,25.7,30.1,59.6,22.8,29.0,.787,9.9,33.3,43.2,21.9,8.2,5.5,15.2,22.1,112.6
