Visitor,Home,Prediction,Result,Prediction_Outcome
Philadelphia 76ers,Golden State Warriors,,,
Houston Rockets,Indiana Pacers,,,
Denver Nuggets,Los Angeles Clippers,,,
Washington Wizards,Los Angeles Lakers,,,
Dallas Mavericks,Sacramento Kings,,,
