Visitor,Home,Prediction,Result,Prediction_Outcome
Charlotte Hornets,Brooklyn Nets,,,
Los Angeles Lakers,Chicago Bulls,,,
Philadelphia 76ers,Dallas Mavericks,,,
Boston Celtics,Denver Nuggets,,,
New Orleans Pelicans,Detroit Pistons,,,
Cleveland Cavaliers,Oklahoma City Thunder,,,
Indiana Pacers,Orlando Magic,,,
San Antonio Spurs,Phoenix Suns,,,
Utah Jazz,Portland Trail Blazers,,,
Memphis Grizzlies,Toronto Raptors,,,
