Visitor,Home,Prediction,Result,Prediction_Outcome
Cleveland Cavaliers,Detroit Pistons,,,
Los Angeles Clippers,Memphis Grizzlies,,,
San Antonio Spurs,Oklahoma City Thunder,,,
Los Angeles Lakers,Phoenix Suns,,,
Philadelphia 76ers,Portland Trail Blazers,,,
Cleveland Cavaliers,Detroit Pistons,,,
Los Angeles Clippers,Memphis Grizzlies,,,
San Antonio Spurs,Oklahoma City Thunder,,,
Los Angeles Lakers,Phoenix Suns,,,
Philadelphia 76ers,Portland Trail Blazers,,,
