team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Houston Rockets,40.3,86.8,14.5,39.8,25.9,47.0,19.3,25.3,.763,10.6,33.3,44.0,25.4,8.3,4.5,15.4,20.1,114.4
Golden State Warriors,43.8,87.4,12.3,31.6,31.5,55.8,18.5,23.4,.789,8.8,35.7,44.5,31.0,9.6,6.6,14.7,19.2,118.2
Denver Nuggets,40.6,88.0,10.3,27.8,30.3,60.1,19.2,25.2,.761,12.8,33.9,46.7,24.7,6.7,4.2,15.4,19.7,110.6
Toronto Raptors,39.5,85.1,9.2,24.9,30.3,60.2,20.3,25.2,.803,10.7,31.9,42.6,18.6,8.6,4.9,12.3,20.9,108.5
Boston Celtics,39.0,85.4,12.2,33.1,26.8,52.3,18.2,22.3,.815,9.1,32.1,41.2,25.1,7.5,4.2,12.8,20.4,108.4
Cleveland Cavaliers,39.8,85.5,13.1,33.6,26.6,51.8,18.7,24.8,.754,10.0,34.1,44.0,22.4,7.3,4.0,13.9,18.0,111.3
Phoenix Suns,39.2,87.8,8.0,23.2,31.2,64.5,20.6,26.0,.790,12.0,32.6,44.6,18.6,8.3,4.5,15.6,24.8,106.9
Los Angeles Lakers,38.6,86.8,9.3,26.4,29.2,60.4,18.0,23.4,.767,11.5,32.3,43.9,20.6,7.8,3.8,15.3,20.8,104.5
New York Knicks,40.1,89.6,9.3,25.6,30.9,64.0,16.5,21.2,.778,12.3,33.6,46.0,21.8,7.3,5.9,14.2,20.8,106.1
Los Angeles Clippers,39.3,83.9,10.4,27.5,28.9,56.4,18.9,25.3,.748,9.3,34.3,43.6,22.4,7.7,4.7,13.1,20.3,107.9
Oklahoma City Thunder,39.2,87.2,8.4,26.1,30.8,61.1,19.2,25.8,.745,11.8,34.4,46.2,21.0,7.8,5.2,15.1,20.6,105.9
Indiana Pacers,39.3,84.5,8.3,22.5,31.0,61.9,18.5,22.8,.811,8.4,32.9,41.2,22.5,8.4,5.2,13.8,19.4,105.5
Portland Trail Blazers,39.3,86.8,10.3,28.5,29.1,58.3,18.4,23.4,.783,10.1,33.2,43.3,21.8,6.9,4.9,13.8,21.9,107.3
San Antonio Spurs,39.6,83.3,9.0,22.5,30.5,60.7,18.6,23.0,.808,9.6,34.1,43.8,23.8,8.1,5.8,13.2,18.5,106.7
Minnesota Timberwolves,39.0,84.0,7.8,22.2,31.3,61.8,19.0,24.0,.791,11.3,31.1,42.4,23.4,7.7,4.5,14.2,20.4,104.8
Washington Wizards,41.3,86.5,9.0,23.9,32.3,62.5,16.5,21.1,.783,10.2,32.9,43.1,23.6,8.5,4.2,14.3,21.2,108.1
Brooklyn Nets,37.9,85.6,11.0,32.4,26.9,53.2,18.8,23.6,.794,8.8,35.0,43.8,21.3,7.0,4.7,17.0,20.9,105.5
New Orleans Pelicans,38.7,86.8,9.4,26.5,29.3,60.3,16.5,22.2,.745,8.6,35.4,43.9,22.5,7.7,5.9,13.0,18.6,103.4
Sacramento Kings,37.4,82.0,9.2,25.4,28.2,56.6,19.0,24.4,.778,9.1,32.0,41.1,22.6,8.2,4.0,14.6,20.8,103.0
Charlotte Hornets,37.5,85.6,9.8,27.9,27.7,57.7,19.6,24.3,.805,8.9,35.9,44.9,23.3,6.6,5.1,12.1,17.0,104.5
Memphis Grizzlies,36.2,83.9,9.2,26.0,27.1,57.9,19.2,24.4,.789,10.9,32.5,43.4,20.8,8.4,4.6,13.1,23.5,100.8
Chicago Bulls,38.1,86.4,6.4,20.4,31.6,66.1,19.6,24.5,.800,12.8,33.7,46.5,21.2,7.7,5.0,13.4,17.6,102.1
Milwaukee Bucks,39.6,82.8,8.5,23.0,31.1,59.8,17.9,23.7,.759,9.2,32.3,41.6,24.7,8.5,5.5,14.1,20.3,105.7
Atlanta Hawks,38.6,84.9,8.9,26.1,29.7,58.8,17.6,24.1,.730,10.1,33.9,44.0,23.9,8.3,4.9,15.4,17.9,103.8
Miami Heat,38.7,85.5,9.2,25.9,29.5,59.6,14.9,21.5,.693,10.3,33.5,43.8,21.2,6.9,5.5,13.6,20.7,101.5
Orlando Magic,37.9,86.1,8.5,25.7,29.4,60.4,15.1,20.9,.724,9.7,33.0,42.7,22.1,6.8,5.1,13.4,18.9,99.5
Detroit Pistons,39.7,87.2,7.6,22.8,32.1,64.4,14.2,19.2,.740,10.3,34.2,44.6,21.0,7.1,3.8,12.3,18.0,101.2
Utah Jazz,36.5,78.7,9.5,26.2,27.0,52.5,17.7,23.4,.754,9.1,34.0,43.0,19.5,6.8,4.8,13.5,19.0,100.2
Philadelphia 76ers,37.1,84.6,10.3,29.4,26.8,55.2,16.7,22.1,.759,9.5,33.1,42.6,23.5,8.4,5.4,16.8,21.6,101.2
Dallas Mavericks,36.4,82.4,10.8,30.0,25.6,52.4,14.6,18.2,.803,7.9,30.4,38.3,20.3,7.8,3.8,11.6,19.3,98.1
