Visitor,Home,Prediction,Result,Prediction_Outcome
Los Angeles Clippers,Charlotte Hornets,,,
Orlando Magic,Cleveland Cavaliers,,,
Indiana Pacers,Dallas Mavericks,,,
New York Knicks,Houston Rockets,,,
Portland Trail Blazers,Philadelphia 76ers,,,
Phoenix Suns,Toronto Raptors,,,
Chicago Bulls,Utah Jazz,,,
