team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.480,12.8,.691,.324,.128,.094,.146,.309,.536,.680,.359,.442,.418,.357,.575,.060,52,.264,147,.921,.258,.452,1,0
Boston Celtics,.456,13.3,.660,.313,.150,.068,.128,.340,.506,.658,.298,.453,.408,.359,.557,.028,25,.305,178,.826,.200,.438,1,0
Brooklyn Nets,.446,13.4,.595,.312,.170,.052,.062,.405,.529,.619,.450,.510,.310,.325,.404,.032,29,.305,167,.871,.215,.317,0,0
Chicago Bulls,.437,12.4,.767,.285,.184,.103,.196,.233,.463,.538,.510,.345,.368,.351,.468,.043,37,.273,147,.851,.222,.400,2,0
Charlotte Hornets,.440,13.8,.659,.293,.125,.084,.157,.341,.482,.623,.364,.403,.356,.358,.568,.033,27,.267,131,.829,.171,.400,2,0
Cleveland Cavaliers,.441,14.7,.602,.273,.117,.089,.124,.398,.487,.620,.310,.488,.358,.372,.438,.056,49,.225,115,.839,.253,.433,1,0
Dallas Mavericks,.418,14.9,.646,.209,.146,.115,.175,.354,.479,.601,.395,.408,.450,.306,.414,.041,30,.185,80,.783,.189,.333,1,0
Denver Nuggets,.431,12.2,.717,.347,.157,.086,.128,.283,.458,.547,.433,.317,.344,.363,.411,.037,28,.313,153,.827,.193,.481,3,0
Detroit Pistons,.447,12.6,.774,.245,.212,.139,.178,.226,.484,.635,.421,.462,.368,.319,.469,.037,36,.214,132,.813,.226,.415,4,0
Golden State Warriors,.504,14.3,.636,.287,.127,.094,.129,.364,.578,.743,.400,.438,.484,.374,.655,.065,58,.232,150,.845,.220,.342,4,0
Houston Rockets,.464,13.9,.572,.317,.146,.045,.063,.428,.531,.671,.356,.413,.344,.374,.527,.063,59,.281,174,.762,.201,.341,2,0
Indiana Pacers,.463,13.2,.729,.262,.178,.085,.202,.271,.503,.618,.500,.341,.421,.356,.524,.031,31,.258,164,.854,.232,.358,4,0
Los Angeles Clippers,.461,13.4,.702,.310,.117,.088,.187,.298,.498,.653,.286,.360,.439,.374,.486,.069,58,.258,149,.752,.212,.359,2,0
Los Angeles Lakers,.473,13.4,.682,.259,.184,.115,.123,.318,.533,.685,.458,.412,.441,.345,.437,.064,62,.203,125,.823,.223,.342,4,0
Memphis Grizzlies,.428,13.4,.688,.282,.171,.097,.140,.312,.466,.551,.432,.432,.354,.345,.488,.028,22,.271,128,.776,.222,.492,4,0
Miami Heat,.420,11.7,.730,.353,.171,.073,.134,.270,.452,.563,.372,.314,.333,.336,.420,.058,49,.302,140,.966,.347,.389,1,0
Milwaukee Bucks,.443,11.8,.717,.351,.170,.085,.111,.283,.493,.642,.329,.325,.400,.318,.542,.067,60,.283,150,.953,.262,.357,2,0
Minnesota Timberwolves,.464,12.5,.718,.318,.158,.088,.155,.282,.489,.610,.415,.341,.396,.401,.485,.057,50,.265,132,.819,.221,.431,1,0
New Orleans Pelicans,.429,13.2,.729,.261,.186,.101,.180,.271,.481,.609,.440,.390,.390,.291,.541,.042,38,.229,134,.854,.220,.371,2,0
New York Knicks,.449,13.0,.727,.310,.120,.131,.166,.273,.487,.593,.405,.416,.402,.350,.459,.035,36,.275,153,.850,.196,.411,5,0
Oklahoma City Thunder,.441,11.8,.716,.344,.151,.128,.093,.284,.479,.610,.327,.393,.357,.344,.443,.065,57,.283,167,.825,.278,.386,4,0
Orlando Magic,.409,13.3,.704,.274,.183,.088,.160,.296,.445,.617,.351,.411,.274,.322,.497,.042,39,.243,136,.908,.184,.357,5,0
Philadelphia 76ers,.430,13.8,.665,.272,.140,.107,.146,.335,.477,.639,.348,.380,.381,.337,.491,.036,33,.231,140,.868,.172,.379,3,0
Phoenix Suns,.445,12.3,.757,.296,.175,.120,.166,.243,.490,.627,.413,.395,.397,.305,.408,.049,46,.250,157,.813,.290,.250,4,0
Portland Trail Blazers,.445,14.1,.656,.267,.137,.102,.150,.344,.491,.604,.385,.414,.441,.356,.470,.033,34,.235,152,.777,.233,.352,4,0
Sacramento Kings,.448,12.9,.732,.265,.200,.103,.164,.268,.488,.656,.400,.396,.381,.340,.493,.058,51,.245,138,.910,.286,.320,4,0
San Antonio Spurs,.447,13.5,.741,.231,.178,.117,.216,.259,.466,.575,.449,.391,.404,.392,.513,.038,27,.218,120,.890,.278,.479,2,0
Toronto Raptors,.461,13.1,.731,.253,.173,.125,.179,.269,.514,.649,.387,.517,.444,.319,.390,.041,37,.227,125,.802,.268,.324,1,0
Utah Jazz,.452,13.6,.677,.271,.138,.125,.143,.323,.505,.645,.450,.465,.329,.340,.414,.062,56,.215,126,.768,.228,.333,1,0
Washington Wizards,.449,12.7,.774,.269,.172,.139,.193,.226,.478,.580,.470,.429,.380,.347,.433,.023,17,.268,145,.840,.236,.275,2,0
