team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Los Angeles Clippers,29.8,12,2,13.71,-0.25,13.47,113.2,99.0,96.4,.350,.307,.567,.524,11.1,22.2,.261,.469,15.2,77.0,.219
Atlanta Hawks,28.3,9,3,8.50,-0.41,8.09,106.8,98.3,100.0,.309,.311,.564,.533,15.9,25.5,.216,.472,15.0,77.0,.176
San Antonio Spurs,29.7,9,4,5.38,1.95,7.34,110.3,104.5,93.4,.288,.262,.559,.508,11.5,21.7,.243,.495,13.0,79.3,.209
Cleveland Cavaliers,29.2,9,3,7.00,-0.29,6.71,111.8,104.6,97.2,.272,.390,.555,.518,11.7,24.3,.207,.490,11.5,76.9,.157
Golden State Warriors,28.2,10,3,8.23,-2.26,5.97,116.6,108.4,100.2,.264,.363,.601,.564,13.3,22.6,.213,.500,12.8,73.2,.217
Chicago Bulls,27.8,9,4,6.15,-0.73,5.42,110.7,104.2,94.1,.278,.243,.529,.478,11.8,31.0,.230,.495,12.3,76.2,.150
Toronto Raptors,26.1,8,4,3.92,1.09,5.01,112.2,108.1,95.6,.307,.267,.552,.504,10.4,24.4,.245,.506,13.8,75.0,.242
Charlotte Hornets,26.9,8,4,4.67,-0.20,4.47,107.1,102.4,98.1,.289,.349,.539,.497,10.3,18.5,.221,.492,12.7,79.7,.161
Houston Rockets,27.2,8,5,4.15,-0.11,4.04,112.6,108.3,96.9,.251,.420,.571,.541,14.3,27.3,.186,.515,12.7,78.2,.211
Oklahoma City Thunder,24.5,7,6,1.92,1.15,3.07,104.4,102.5,99.6,.268,.285,.534,.497,14.5,25.4,.199,.493,13.0,78.7,.195
Utah Jazz,26.1,8,6,1.93,0.67,2.60,106.1,104.0,90.8,.272,.325,.551,.513,12.6,19.6,.207,.481,11.7,79.4,.198
Miami Heat,25.6,6,6,-0.42,2.32,1.91,101.0,101.4,94.4,.233,.273,.500,.475,12.8,25.6,.153,.463,12.8,75.0,.205
Minnesota Timberwolves,23.6,7,5,1.67,-0.57,1.10,110.8,109.0,94.8,.320,.286,.557,.516,13.5,28.2,.238,.515,14.3,76.9,.271
Los Angeles Lakers,25.8,7,6,0.77,-0.08,0.69,109.9,109.1,99.9,.273,.315,.569,.527,14.7,25.5,.222,.522,13.3,77.6,.222
Memphis Grizzlies,28.9,6,7,-0.15,0.17,0.02,102.9,103.1,92.6,.298,.308,.524,.474,14.0,24.1,.237,.498,14.6,80.6,.275
Detroit Pistons,25.9,7,7,-0.36,-0.22,-0.58,102.6,103.0,94.4,.220,.225,.507,.471,10.7,21.1,.169,.479,12.0,76.6,.180
Boston Celtics,25.6,6,7,-0.69,-0.39,-1.08,108.1,108.8,96.1,.268,.346,.546,.508,12.0,22.5,.205,.493,12.2,73.5,.221
Washington Wizards,26.2,5,7,-3.42,1.34,-2.07,106.0,109.6,95.9,.250,.233,.532,.492,13.3,26.3,.197,.529,13.6,75.6,.207
Milwaukee Bucks,25.3,5,7,-1.33,-0.97,-2.30,105.2,106.6,96.5,.249,.278,.536,.496,13.8,24.6,.197,.486,12.6,75.8,.240
Sacramento Kings,28.9,5,8,-4.08,1.25,-2.83,106.5,110.8,93.7,.323,.271,.543,.494,13.5,23.5,.251,.528,12.9,76.8,.252
Denver Nuggets,25.0,5,7,-2.25,-0.70,-2.95,104.7,106.9,99.6,.332,.284,.535,.484,15.2,27.9,.258,.506,11.2,80.3,.201
Indiana Pacers,27.4,6,7,-2.08,-2.18,-4.26,105.3,107.3,97.8,.234,.259,.544,.509,13.0,19.9,.181,.510,14.3,74.0,.208
New York Knicks,27.7,4,8,-4.92,0.53,-4.39,106.6,111.7,96.0,.235,.273,.532,.497,13.1,27.3,.179,.514,12.7,73.7,.234
Brooklyn Nets,26.7,4,8,-5.75,0.69,-5.06,103.8,109.4,102.3,.275,.401,.554,.510,15.3,20.1,.222,.512,12.7,75.3,.198
Portland Trail Blazers,25.1,5,9,-5.71,0.56,-5.16,106.1,111.8,98.4,.275,.347,.545,.502,12.6,19.2,.218,.498,11.2,73.1,.258
New Orleans Pelicans,25.7,5,9,-5.07,-0.55,-5.63,101.5,106.5,98.8,.279,.281,.524,.481,12.0,17.6,.215,.499,12.5,77.7,.199
Phoenix Suns,25.7,4,10,-6.50,-0.85,-7.35,103.7,109.9,102.2,.309,.244,.527,.483,12.9,24.1,.230,.524,13.9,78.9,.264
Dallas Mavericks,27.7,3,9,-7.42,-0.67,-8.09,96.5,104.4,92.3,.217,.354,.497,.457,12.2,19.0,.174,.521,16.3,78.8,.207
Orlando Magic,25.3,3,10,-7.31,-0.93,-8.24,98.7,106.5,93.7,.237,.294,.493,.458,12.1,23.5,.171,.491,11.3,75.6,.172
Philadelphia 76ers,25.1,3,10,-10.38,0.92,-9.46,98.3,108.7,97.9,.231,.341,.527,.497,15.8,18.6,.166,.519,12.0,75.7,.175
