team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,16975,.448,14.1,.653,.264,.127,.103,.159,.347,.492,.586,.421,.417,.439,.365,.500,.042,230,.227,725,.843,.255,.416
Boston Celtics,17115,.452,13.5,.684,.279,.161,.093,.150,.316,.506,.625,.429,.401,.431,.333,.504,.046,258,.243,835,.847,.213,.357
Brooklyn Nets,16635,.463,13.1,.701,.285,.154,.106,.155,.299,.503,.621,.422,.401,.438,.371,.474,.051,289,.253,867,.790,.225,.382
Chicago Bulls,16875,.460,12.9,.703,.309,.150,.094,.150,.297,.505,.613,.414,.416,.427,.355,.532,.051,287,.276,916,.845,.231,.390
Charlotte Hornets,16950,.449,14.0,.639,.290,.115,.086,.147,.361,.501,.597,.424,.436,.409,.359,.510,.039,215,.253,856,.868,.227,.382
Cleveland Cavaliers,16660,.456,13.3,.681,.290,.148,.107,.136,.319,.498,.626,.398,.407,.407,.365,.520,.046,249,.250,869,.838,.238,.372
Dallas Mavericks,16660,.468,13.6,.684,.258,.156,.110,.160,.316,.509,.672,.435,.408,.387,.379,.485,.045,226,.217,725,.803,.255,.410
Denver Nuggets,16875,.478,13.1,.707,.291,.150,.103,.164,.293,.520,.640,.465,.447,.401,.379,.502,.052,297,.246,876,.838,.222,.415
Detroit Pistons,16900,.458,13.3,.696,.259,.172,.114,.151,.304,.499,.651,.374,.450,.418,.364,.527,.037,196,.226,796,.858,.226,.401
Golden State Warriors,16900,.436,13.2,.686,.292,.159,.097,.138,.314,.486,.621,.383,.370,.403,.327,.503,.050,284,.250,877,.829,.199,.372
Houston Rockets,17140,.463,13.3,.674,.289,.165,.080,.138,.326,.519,.690,.414,.378,.367,.347,.500,.049,290,.259,1024,.824,.240,.373
Indiana Pacers,16925,.449,14.1,.657,.262,.146,.095,.154,.343,.501,.633,.424,.431,.391,.349,.481,.047,251,.249,829,.883,.255,.385
Los Angeles Clippers,17115,.451,13.6,.691,.265,.152,.118,.157,.309,.495,.656,.427,.400,.361,.352,.526,.050,283,.228,812,.824,.220,.391
Los Angeles Lakers,16800,.482,13.2,.679,.302,.147,.088,.142,.321,.536,.679,.440,.406,.412,.368,.537,.069,375,.243,902,.850,.212,.380
Memphis Grizzlies,17000,.442,14.0,.643,.273,.145,.087,.137,.357,.493,.626,.427,.372,.375,.351,.479,.042,210,.246,769,.826,.246,.401
Miami Heat,16875,.449,12.4,.732,.304,.166,.119,.143,.268,.486,.582,.429,.459,.369,.348,.437,.044,240,.266,815,.829,.240,.371
Milwaukee Bucks,16635,.459,13.1,.659,.319,.141,.091,.109,.341,.510,.626,.427,.375,.391,.360,.546,.054,281,.270,870,.872,.297,.401
Minnesota Timberwolves,16660,.471,13.0,.678,.312,.140,.090,.135,.322,.524,.654,.438,.401,.395,.358,.485,.060,326,.264,878,.860,.216,.413
New Orleans Pelicans,17025,.447,13.6,.663,.285,.152,.096,.131,.337,.497,.647,.375,.391,.388,.347,.496,.053,308,.243,883,.818,.216,.361
New York Knicks,16975,.453,12.7,.679,.327,.143,.084,.124,.321,.503,.605,.416,.393,.412,.346,.466,.054,295,.282,950,.829,.220,.404
Oklahoma City Thunder,16900,.460,12.1,.714,.320,.178,.102,.113,.286,.500,.621,.407,.410,.391,.358,.457,.051,265,.278,956,.839,.238,.390
Orlando Magic,17140,.464,12.9,.696,.308,.149,.102,.136,.304,.506,.629,.440,.374,.402,.367,.505,.061,322,.255,881,.844,.220,.402
Philadelphia 76ers,16950,.456,12.9,.706,.297,.154,.108,.147,.294,.498,.631,.387,.436,.392,.355,.494,.050,279,.255,868,.837,.216,.414
Phoenix Suns,16950,.468,13.0,.702,.303,.141,.107,.150,.298,.503,.635,.381,.426,.410,.385,.463,.051,275,.260,893,.816,.212,.460
Portland Trail Blazers,16810,.455,13.3,.698,.276,.162,.109,.152,.302,.488,.575,.436,.444,.415,.378,.438,.041,212,.238,736,.806,.201,.359
Sacramento Kings,17000,.463,14.2,.641,.236,.176,.086,.142,.359,.514,.663,.450,.418,.404,.371,.522,.052,269,.218,747,.847,.238,.422
San Antonio Spurs,16660,.442,12.8,.713,.290,.168,.104,.151,.287,.482,.600,.366,.425,.426,.342,.503,.051,263,.251,774,.823,.245,.324
Toronto Raptors,16875,.451,13.4,.671,.273,.175,.094,.129,.329,.497,.644,.396,.389,.402,.357,.497,.052,279,.248,789,.844,.235,.364
Utah Jazz,17115,.441,12.7,.720,.292,.165,.113,.150,.280,.474,.594,.389,.388,.398,.358,.412,.049,247,.244,761,.778,.194,.380
Washington Wizards,16975,.462,13.5,.679,.289,.148,.099,.143,.321,.509,.635,.400,.459,.402,.364,.494,.050,277,.245,833,.826,.210,.393
