Visitor,Home,Prediction,Result,Prediction_Outcome
New Orleans Pelicans,Brooklyn Nets,,,
Cleveland Cavaliers,Dallas Mavericks,,,
Orlando Magic,Indiana Pacers,,,
Detroit Pistons,Los Angeles Lakers,,,
Toronto Raptors,San Antonio Spurs,,,
New York Knicks,Utah Jazz,,,
