team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Los Angeles Clippers,29.8,14,2,13.75,-0.42,13.33,114.6,100.4,96.7,.363,.313,.577,.533,11.2,21.5,.273,.477,14.9,77.8,.226
Golden State Warriors,28.2,12,3,12.47,-1.61,10.86,118.4,106.0,100.7,.280,.370,.609,.572,12.8,22.4,.223,.487,12.5,74.3,.207
San Antonio Spurs,29.7,10,5,5.33,1.51,6.84,111.0,105.3,93.3,.287,.269,.563,.514,11.5,21.5,.241,.502,13.3,78.4,.202
Cleveland Cavaliers,29.2,9,4,7.38,-0.76,6.62,113.9,106.3,97.3,.274,.391,.565,.529,11.5,24.3,.208,.498,11.3,77.0,.160
Toronto Raptors,26.2,9,6,3.27,2.18,5.45,112.4,109.0,95.9,.306,.266,.556,.507,10.9,24.9,.248,.516,14.5,75.8,.250
Chicago Bulls,27.8,10,5,5.67,-1.28,4.39,111.2,105.2,94.8,.274,.240,.532,.484,11.7,30.7,.225,.495,11.8,75.9,.150
Atlanta Hawks,28.2,10,5,5.67,-1.60,4.07,104.9,99.2,99.5,.295,.304,.552,.520,15.7,25.6,.208,.482,14.9,77.9,.165
Houston Rockets,27.2,9,6,2.93,0.03,2.97,111.6,108.5,96.7,.251,.426,.572,.542,15.3,27.8,.188,.513,12.9,77.0,.209
Utah Jazz,26.2,9,7,2.38,0.12,2.49,105.9,103.3,91.3,.280,.324,.548,.509,12.4,19.7,.212,.477,11.3,78.9,.196
Charlotte Hornets,26.9,8,6,2.57,-0.14,2.43,107.3,104.7,97.4,.292,.344,.541,.501,10.6,19.3,.219,.503,12.3,80.0,.164
Detroit Pistons,25.9,9,7,0.94,0.17,1.11,103.2,102.3,94.4,.229,.223,.510,.474,11.0,21.6,.176,.477,12.4,76.8,.191
Memphis Grizzlies,29.1,8,7,1.20,-0.10,1.10,102.7,101.4,92.8,.287,.307,.523,.476,13.6,22.9,.227,.492,14.9,80.9,.269
Boston Celtics,25.7,8,7,1.07,-0.47,0.60,108.0,106.9,96.4,.247,.356,.547,.511,12.0,22.2,.189,.487,12.6,73.6,.216
Oklahoma City Thunder,24.5,8,8,0.25,0.13,0.38,104.6,104.4,99.3,.264,.293,.535,.498,14.2,25.0,.197,.503,13.3,78.2,.196
Denver Nuggets,24.9,6,9,-2.33,1.31,-1.03,104.4,106.7,98.9,.322,.279,.524,.479,14.0,27.5,.239,.502,10.9,80.2,.203
Sacramento Kings,29.0,6,9,-2.33,1.08,-1.26,107.5,109.9,94.0,.311,.277,.546,.498,13.2,22.9,.244,.519,12.7,76.8,.261
Minnesota Timberwolves,23.7,7,7,-0.50,-0.78,-1.28,108.3,108.9,95.5,.322,.279,.545,.502,13.5,27.6,.241,.521,14.1,78.4,.256
New Orleans Pelicans,25.8,7,9,-2.00,0.59,-1.41,102.9,104.9,99.2,.270,.282,.536,.495,12.2,16.7,.210,.494,12.8,78.6,.198
Los Angeles Lakers,26.0,7,9,-2.44,0.80,-1.63,109.5,111.9,100.1,.262,.310,.566,.526,14.1,24.0,.212,.539,13.2,76.7,.217
Miami Heat,25.7,6,8,-2.50,0.72,-1.78,100.3,102.9,94.2,.250,.284,.496,.467,12.9,26.0,.167,.473,13.0,75.2,.208
Milwaukee Bucks,25.4,6,7,-0.92,-1.15,-2.08,104.2,105.1,96.8,.248,.282,.532,.492,13.7,23.6,.195,.485,13.4,75.7,.239
New York Knicks,27.6,6,8,-3.21,0.67,-2.55,106.8,110.1,96.2,.218,.277,.533,.501,13.0,26.8,.167,.506,12.8,73.8,.234
Washington Wizards,26.2,5,8,-2.77,0.06,-2.71,105.9,108.7,96.3,.260,.239,.529,.490,13.0,26.3,.200,.526,14.0,75.2,.201
Portland Trail Blazers,25.1,6,11,-4.47,1.22,-3.25,108.4,112.9,98.6,.271,.344,.557,.515,12.5,19.9,.217,.505,11.0,73.9,.246
Indiana Pacers,27.3,6,10,-4.44,-1.13,-5.57,102.6,107.0,98.2,.228,.259,.530,.494,13.5,20.6,.178,.505,14.4,73.2,.209
Phoenix Suns,25.7,5,11,-5.69,-0.57,-6.26,103.0,108.4,101.8,.300,.250,.528,.485,13.5,24.0,.224,.512,13.4,78.7,.256
Dallas Mavericks,27.6,3,11,-8.14,1.26,-6.89,97.6,106.2,92.5,.220,.350,.505,.466,12.7,19.5,.176,.526,15.6,79.2,.214
Brooklyn Nets,26.7,4,10,-7.71,0.02,-7.70,103.1,110.7,102.2,.278,.396,.546,.502,14.9,20.1,.222,.524,12.7,75.3,.187
Orlando Magic,25.4,4,11,-6.93,-1.57,-8.51,97.6,104.9,94.2,.242,.295,.489,.454,12.6,23.7,.173,.489,11.7,77.0,.176
Philadelphia 76ers,25.1,3,12,-8.87,-0.50,-9.37,98.0,106.9,97.4,.234,.344,.527,.496,16.1,18.6,.170,.506,12.1,75.3,.178
