team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Milwaukee Bucks,36.8,84.9,8.8,28.6,28.0,56.3,20.3,25.2,.807,10.9,34.2,45.1,23.6,8.9,5.5,14.8,20.0,102.6
Cleveland Cavaliers,39.5,89.4,10.0,27.9,29.5,61.5,14.3,18.9,.756,10.6,32.6,43.2,21.8,6.5,5.4,12.5,21.6,103.4
Miami Heat,36.3,84.6,7.4,21.2,28.9,63.4,17.6,21.8,.810,11.0,35.0,46.0,19.1,6.9,5.3,14.1,18.8,97.6
Washington Wizards,38.8,84.3,11.0,27.8,27.8,56.5,16.9,23.5,.719,10.5,32.9,43.4,22.9,8.0,4.5,15.4,21.4,105.6
Dallas Mavericks,36.1,78.8,10.6,26.4,25.5,52.4,16.9,22.6,.744,8.3,36.9,45.2,20.9,7.3,3.5,16.4,20.6,99.8
Charlotte Hornets,38.8,87.9,10.8,31.3,28.0,56.6,14.4,18.8,.768,9.1,36.4,45.5,23.5,6.6,5.6,13.5,21.4,102.8
Memphis Grizzlies,33.7,77.2,8.6,25.8,25.1,51.4,20.7,27.9,.744,7.7,33.3,41.0,19.5,7.9,5.8,15.7,22.7,96.7
Minnesota Timberwolves,37.5,80.1,8.5,25.2,29.0,54.9,20.5,26.4,.778,8.5,31.8,40.3,20.3,7.9,5.4,15.1,21.4,104.0
San Antonio Spurs,36.5,81.5,8.9,25.7,27.6,55.8,16.5,21.9,.753,9.1,32.8,41.9,20.9,6.9,4.3,14.0,19.9,98.3
Atlanta Hawks,37.8,87.5,8.7,26.6,29.1,60.9,14.4,18.8,.766,9.9,31.5,41.5,21.4,11.1,4.7,16.8,22.1,98.7
Orlando Magic,37.9,85.6,7.9,23.1,30.0,62.5,15.1,20.0,.753,10.2,35.3,45.5,21.0,7.3,6.1,12.5,19.0,98.9
New York Knicks,38.4,85.0,9.3,25.9,29.1,59.1,19.9,25.6,.777,11.7,32.4,44.1,20.4,8.0,4.4,14.1,18.6,105.9
Chicago Bulls,38.7,87.5,9.2,25.5,29.5,62.0,13.1,17.5,.749,11.1,31.6,42.7,23.3,7.3,5.0,12.7,19.5,99.7
Utah Jazz,35.3,82.1,7.8,22.4,27.4,59.7,16.1,21.7,.741,9.3,32.7,42.0,18.4,6.4,4.4,11.6,19.9,94.4
Detroit Pistons,36.0,84.3,8.4,24.5,27.6,59.8,16.1,20.4,.788,10.5,35.6,46.1,20.9,6.6,4.9,13.2,17.3,96.5
Boston Celtics,37.7,86.6,8.9,26.4,28.9,60.2,18.7,24.5,.761,11.9,34.7,46.7,21.9,7.5,5.7,14.1,19.5,103.0
Los Angeles Clippers,35.0,82.3,8.6,23.3,26.4,59.0,18.6,23.3,.796,9.9,32.5,42.4,19.6,6.7,3.2,16.2,25.1,97.1
Sacramento Kings,37.2,80.7,9.3,26.5,27.9,54.2,21.1,28.0,.752,9.7,31.9,41.5,22.9,7.9,6.1,13.5,22.4,104.7
Houston Rockets,38.9,85.0,9.5,25.1,29.3,59.9,17.7,22.3,.796,9.7,30.3,40.1,21.3,9.3,5.1,14.0,18.1,105.0
Toronto Raptors,37.6,82.1,9.5,27.7,28.1,54.4,20.5,26.3,.782,10.1,33.5,43.6,22.5,6.0,4.9,15.9,20.9,105.3
Brooklyn Nets,42.8,91.6,10.4,28.9,32.4,62.8,17.1,22.0,.779,11.3,37.0,48.3,25.0,10.3,5.4,14.8,21.4,113.1
Golden State Warriors,39.5,90.4,9.1,26.3,30.4,64.1,18.7,24.1,.778,12.0,32.1,44.1,22.5,8.4,3.2,14.4,20.9,106.7
Philadelphia 76ers,40.9,89.8,9.1,26.5,31.9,63.3,16.0,22.3,.716,11.5,35.0,46.5,22.7,9.2,6.1,13.7,19.9,106.9
Denver Nuggets,40.8,88.7,7.4,23.2,33.4,65.5,18.0,23.8,.756,9.2,33.2,42.4,22.8,8.7,5.7,12.1,23.7,107.0
Oklahoma City Thunder,39.3,87.3,9.3,25.7,30.1,61.6,17.1,23.2,.739,9.8,32.2,41.9,21.2,8.5,5.6,15.0,19.3,105.0
New Orleans Pelicans,39.1,89.4,10.1,28.6,29.1,60.8,17.7,22.1,.802,9.8,37.9,47.8,24.1,7.8,4.1,14.5,20.4,106.0
Indiana Pacers,39.7,88.4,9.9,29.6,29.8,58.9,18.5,23.2,.798,12.1,36.3,48.4,23.1,8.4,5.9,16.6,20.1,107.8
Los Angeles Lakers,41.9,86.5,9.4,27.1,32.5,59.4,18.8,24.9,.752,9.9,32.7,42.6,25.8,9.3,4.4,14.9,18.8,112.1
Phoenix Suns,40.2,88.0,9.7,25.5,30.5,62.5,22.5,29.4,.766,9.5,35.8,45.3,23.3,7.8,6.4,15.6,21.9,112.6
Portland Trail Blazers,40.9,90.3,9.3,26.5,31.6,63.8,22.2,27.9,.794,11.9,35.9,47.8,20.9,8.1,4.9,12.6,20.5,113.4
