team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.0,47,9,12.82,-0.38,12.45,116.8,104.1,100.5,.268,.362,.605,.571,13.1,21.6,.211,.488,13.3,75.7,.201
San Antonio Spurs,29.6,42,14,8.36,-0.58,7.78,112.3,103.5,94.6,.276,.271,.571,.529,12.4,23.4,.223,.492,13.5,78.2,.201
Houston Rockets,27.4,40,18,6.45,-0.24,6.21,114.5,108.0,99.3,.291,.459,.585,.548,13.6,24.5,.222,.518,13.5,76.4,.199
Cleveland Cavaliers,29.0,37,18,5.38,-0.45,4.93,114.2,108.7,96.8,.290,.394,.578,.542,12.6,23.3,.219,.513,12.2,75.5,.171
Utah Jazz,26.7,37,20,4.54,-0.29,4.25,109.2,104.3,91.4,.298,.333,.563,.524,13.2,22.4,.225,.489,11.9,78.8,.191
Toronto Raptors,26.1,36,21,4.14,-0.31,3.83,113.3,109.0,95.2,.297,.293,.564,.518,11.3,24.8,.238,.514,13.9,75.4,.227
Los Angeles Clippers,30.0,35,21,3.80,-0.13,3.67,111.6,107.7,96.3,.301,.328,.568,.531,12.2,22.1,.225,.499,12.1,76.7,.214
Boston Celtics,25.9,33,23,2.82,-0.13,2.70,112.0,109.1,96.3,.261,.386,.569,.528,11.9,21.3,.213,.507,12.8,74.9,.223
Memphis Grizzlies,29.3,32,26,1.29,0.55,1.84,107.0,105.6,92.9,.291,.309,.533,.486,12.1,24.8,.229,.497,13.8,78.0,.269
Washington Wizards,25.9,32,22,2.61,-0.83,1.78,110.4,107.8,96.9,.245,.276,.563,.528,13.0,24.2,.192,.514,14.0,75.3,.212
Oklahoma City Thunder,24.5,28,29,-0.11,0.60,0.50,107.4,107.5,98.0,.296,.299,.538,.497,13.3,27.1,.220,.510,12.5,78.2,.212
Charlotte Hornets,26.7,28,28,0.25,0.07,0.32,107.3,107.1,96.8,.284,.326,.542,.496,11.2,20.0,.229,.512,11.8,79.8,.165
Milwaukee Bucks,25.4,28,27,0.27,-0.46,-0.19,110.0,109.7,95.6,.286,.278,.567,.530,13.2,22.4,.217,.517,13.5,75.2,.220
Detroit Pistons,25.4,28,29,-0.44,0.11,-0.33,106.4,106.9,94.8,.221,.261,.529,.499,11.4,23.3,.163,.512,12.2,80.7,.204
Minnesota Timberwolves,23.8,27,30,-0.89,0.11,-0.78,110.2,111.1,94.6,.286,.264,.554,.511,13.1,26.8,.226,.530,13.2,76.3,.215
Denver Nuggets,25.3,26,30,-1.18,0.38,-0.80,112.2,113.4,98.1,.286,.316,.558,.520,13.5,29.3,.218,.534,10.8,79.0,.202
Atlanta Hawks,28.1,27,29,-0.46,-0.54,-1.00,105.5,105.9,97.1,.284,.308,.543,.507,13.9,23.3,.208,.508,13.7,75.8,.175
Chicago Bulls,27.4,27,29,-0.70,-0.37,-1.06,107.2,107.9,94.9,.284,.235,.525,.478,12.2,28.3,.226,.513,12.3,76.7,.165
Miami Heat,26.4,27,30,-1.00,-0.15,-1.15,105.8,106.9,95.4,.251,.303,.534,.506,12.5,23.4,.174,.497,12.3,76.5,.214
Indiana Pacers,27.0,27,29,-0.70,-0.78,-1.48,108.0,108.8,96.9,.271,.267,.558,.515,12.8,19.8,.220,.510,13.6,74.9,.225
Dallas Mavericks,27.9,24,32,-2.29,0.62,-1.66,106.2,108.7,91.7,.220,.364,.543,.507,11.4,18.3,.177,.529,14.7,77.3,.223
Portland Trail Blazers,25.1,23,33,-2.80,0.79,-2.01,109.1,111.9,97.1,.270,.328,.552,.512,12.4,22.6,.212,.512,11.7,76.5,.254
Sacramento Kings,28.8,23,34,-2.72,0.55,-2.17,107.8,110.6,94.5,.298,.310,.555,.512,13.6,21.9,.231,.531,13.7,76.9,.238
New Orleans Pelicans,25.5,23,34,-3.14,0.21,-2.93,104.1,107.3,98.0,.256,.305,.535,.500,11.9,18.3,.190,.505,12.2,77.2,.182
New York Knicks,27.5,23,34,-3.12,-0.13,-3.26,108.3,111.5,96.7,.237,.286,.536,.500,12.6,27.1,.184,.508,11.5,74.1,.218
Phoenix Suns,25.8,19,38,-5.46,0.72,-4.74,106.6,112.0,99.4,.297,.265,.539,.492,13.6,26.5,.234,.529,13.6,76.9,.264
Philadelphia 76ers,24.9,18,38,-5.61,-0.10,-5.71,102.3,108.0,98.2,.261,.347,.537,.499,15.1,21.6,.198,.512,13.7,75.7,.227
Los Angeles Lakers,25.8,18,40,-6.28,0.35,-5.93,106.3,112.7,98.3,.270,.304,.538,.498,13.6,25.2,.207,.537,12.7,75.7,.212
Orlando Magic,25.6,17,41,-6.59,0.16,-6.43,102.9,109.7,96.2,.242,.298,.522,.490,12.4,21.5,.175,.519,12.1,77.1,.199
Brooklyn Nets,26.3,14,42,-8.75,0.53,-8.22,103.4,112.0,101.4,.276,.378,.549,.507,15.0,19.5,.219,.518,11.3,75.7,.208
