team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.0,46,9,12.64,-0.34,12.30,116.8,104.4,100.6,.268,.361,.606,.571,13.2,21.8,.212,.489,13.3,75.7,.202
San Antonio Spurs,29.6,41,14,8.00,-0.48,7.52,112.3,103.9,94.6,.278,.269,.572,.529,12.4,23.4,.224,.493,13.5,78.0,.201
Houston Rockets,27.4,40,17,6.70,-0.23,6.48,114.4,107.7,99.4,.290,.459,.585,.550,13.7,24.3,.221,.516,13.6,76.5,.199
Cleveland Cavaliers,29.0,36,18,5.31,-0.43,4.89,113.9,108.5,96.9,.291,.392,.577,.541,12.7,23.3,.219,.513,12.2,75.6,.172
Utah Jazz,26.7,36,20,4.21,-0.23,3.99,109.1,104.5,91.4,.298,.334,.562,.523,13.2,22.4,.225,.489,11.9,78.7,.191
Toronto Raptors,26.1,35,21,4.13,-0.32,3.81,113.7,109.4,95.2,.298,.291,.565,.519,11.3,24.9,.239,.514,13.8,75.2,.229
Los Angeles Clippers,30.0,34,21,3.60,-0.13,3.47,111.8,108.1,96.3,.304,.326,.568,.530,12.1,22.3,.226,.500,11.9,76.6,.215
Boston Celtics,25.9,32,23,2.73,-0.01,2.72,112.2,109.3,96.0,.258,.387,.568,.527,11.7,21.4,.211,.507,12.7,74.9,.225
Memphis Grizzlies,29.2,31,26,1.39,0.59,1.97,107.2,105.7,92.9,.291,.308,.534,.488,12.1,24.7,.229,.496,13.8,77.8,.270
Washington Wizards,25.9,32,22,2.61,-0.80,1.81,110.4,107.8,96.9,.245,.276,.563,.528,13.0,24.2,.192,.514,14.0,75.3,.212
Charlotte Hornets,26.7,28,27,0.35,0.01,0.36,107.6,107.3,96.8,.287,.323,.543,.496,11.1,20.1,.231,.513,11.8,79.7,.165
Oklahoma City Thunder,24.5,27,29,-0.30,0.66,0.36,107.2,107.5,97.9,.295,.300,.537,.497,13.3,27.1,.220,.510,12.5,78.1,.214
Milwaukee Bucks,25.5,27,27,0.20,-0.32,-0.11,109.7,109.5,95.4,.284,.280,.565,.528,13.2,22.5,.216,.515,13.5,75.1,.220
Detroit Pistons,25.4,27,29,-0.57,0.16,-0.42,106.5,107.1,94.8,.220,.262,.529,.499,11.3,23.3,.162,.514,12.3,80.5,.206
Denver Nuggets,25.3,26,29,-0.96,0.35,-0.61,112.4,113.4,98.1,.288,.316,.560,.521,13.5,29.3,.220,.534,10.9,79.0,.201
Atlanta Hawks,28.1,27,28,-0.20,-0.60,-0.80,105.8,106.0,97.1,.285,.307,.544,.508,13.8,23.3,.208,.507,13.7,75.6,.175
Minnesota Timberwolves,23.7,26,30,-1.14,0.12,-1.02,110.1,111.3,94.5,.285,.265,.554,.511,13.2,26.9,.225,.532,13.2,76.4,.216
Chicago Bulls,27.4,27,29,-0.70,-0.35,-1.04,107.2,107.9,94.9,.284,.235,.525,.478,12.2,28.3,.226,.513,12.3,76.7,.165
Miami Heat,26.4,26,30,-1.16,-0.24,-1.40,105.5,106.7,95.4,.251,.301,.533,.505,12.5,23.2,.174,.497,12.4,76.7,.213
Indiana Pacers,27.0,27,28,-0.55,-0.88,-1.43,107.9,108.4,97.0,.273,.267,.558,.514,12.8,19.6,.221,.509,13.7,74.8,.226
Dallas Mavericks,27.9,23,32,-2.20,0.66,-1.54,106.4,108.8,91.6,.222,.364,.544,.508,11.5,18.5,.178,.530,14.7,77.4,.223
Portland Trail Blazers,25.1,23,32,-2.44,0.74,-1.69,109.4,111.8,97.1,.270,.329,.553,.513,12.3,22.6,.212,.511,11.6,76.5,.255
Sacramento Kings,28.9,24,32,-2.36,0.35,-2.01,108.1,110.6,94.5,.300,.311,.557,.514,13.6,21.9,.233,.531,13.8,76.7,.239
New York Knicks,27.5,23,33,-2.98,-0.12,-3.10,108.4,111.4,96.6,.238,.287,.536,.499,12.5,27.3,.185,.508,11.6,74.1,.218
New Orleans Pelicans,25.5,22,34,-3.27,0.16,-3.11,104.2,107.5,98.1,.255,.306,.535,.500,11.9,18.5,.191,.507,12.2,77.3,.181
Los Angeles Lakers,25.8,18,39,-5.75,0.42,-5.34,106.5,112.4,98.1,.269,.304,.539,.499,13.6,25.5,.207,.536,12.7,75.8,.210
Phoenix Suns,25.8,17,39,-6.20,0.85,-5.35,106.2,112.4,99.3,.295,.265,.536,.490,13.6,26.5,.233,.531,13.7,76.6,.265
Philadelphia 76ers,24.9,18,37,-5.56,-0.16,-5.72,102.4,108.0,98.0,.262,.347,.537,.499,15.0,21.5,.199,.512,13.5,75.5,.225
Orlando Magic,25.7,17,40,-6.21,0.03,-6.18,103.3,109.7,96.2,.242,.299,.523,.491,12.3,21.7,.175,.519,12.2,77.2,.199
Brooklyn Nets,26.3,13,42,-8.84,0.54,-8.30,103.1,111.8,101.4,.276,.378,.548,.505,15.0,19.5,.219,.517,11.4,75.6,.208
