team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,13375,.447,14.0,.663,.263,.134,.110,.157,.337,.492,.586,.433,.417,.437,.359,.483,.042,182,.224,567,.830,.242,.407
Boston Celtics,13275,.453,13.6,.685,.274,.163,.095,.152,.315,.503,.620,.418,.419,.431,.345,.505,.043,189,.239,631,.851,.215,.377
Brooklyn Nets,13275,.461,13.2,.697,.287,.154,.103,.153,.303,.504,.617,.427,.393,.442,.365,.469,.051,240,.254,697,.787,.225,.381
Chicago Bulls,13490,.461,12.7,.716,.305,.159,.099,.152,.284,.500,.617,.409,.410,.419,.363,.531,.051,232,.277,733,.852,.244,.406
Charlotte Hornets,13275,.449,14.0,.643,.294,.112,.091,.146,.357,.499,.581,.432,.441,.422,.358,.504,.035,151,.262,689,.861,.221,.384
Cleveland Cavaliers,13060,.455,13.3,.680,.292,.150,.103,.134,.320,.500,.630,.387,.407,.418,.360,.526,.046,195,.251,687,.824,.242,.365
Dallas Mavericks,13300,.469,13.7,.683,.263,.146,.107,.168,.317,.505,.667,.420,.410,.386,.389,.480,.044,172,.221,588,.789,.251,.421
Denver Nuggets,13275,.480,13.2,.707,.289,.145,.105,.169,.293,.523,.640,.479,.448,.408,.374,.504,.051,230,.245,688,.840,.215,.443
Detroit Pistons,13490,.461,13.3,.708,.263,.171,.118,.156,.292,.501,.644,.392,.450,.419,.363,.532,.037,156,.229,634,.853,.229,.365
Golden State Warriors,13300,.437,13.5,.681,.283,.154,.098,.145,.319,.490,.623,.385,.386,.411,.326,.497,.049,218,.244,682,.828,.206,.365
Houston Rockets,13780,.460,13.4,.681,.286,.169,.083,.142,.319,.511,.689,.407,.364,.365,.351,.496,.047,226,.257,810,.818,.240,.385
Indiana Pacers,13325,.449,14.1,.660,.259,.148,.097,.156,.340,.499,.627,.430,.438,.391,.352,.493,.048,204,.245,638,.881,.257,.380
Los Angeles Clippers,13250,.448,13.5,.699,.263,.154,.123,.159,.301,.492,.645,.436,.400,.363,.346,.512,.049,213,.229,628,.832,.223,.374
Los Angeles Lakers,13680,.478,13.3,.683,.296,.149,.093,.145,.317,.532,.680,.436,.398,.414,.362,.529,.064,286,.242,733,.856,.210,.396
Memphis Grizzlies,13880,.435,14.0,.644,.276,.148,.085,.135,.356,.486,.615,.413,.378,.372,.342,.478,.042,172,.248,619,.827,.236,.389
Miami Heat,13515,.450,12.6,.727,.300,.164,.117,.145,.273,.488,.582,.439,.450,.378,.347,.452,.042,183,.264,655,.844,.244,.377
Milwaukee Bucks,13035,.451,13.3,.649,.315,.138,.088,.109,.351,.500,.621,.413,.365,.368,.362,.546,.053,218,.265,674,.868,.309,.401
Minnesota Timberwolves,13515,.473,13.1,.679,.312,.138,.092,.138,.321,.525,.656,.429,.415,.399,.364,.482,.059,261,.262,702,.861,.214,.415
New Orleans Pelicans,13615,.449,13.6,.668,.284,.158,.095,.130,.332,.497,.648,.378,.373,.397,.352,.497,.052,244,.244,710,.836,.228,.356
New York Knicks,13615,.453,12.7,.685,.327,.146,.085,.128,.315,.501,.600,.425,.394,.406,.349,.473,.052,233,.282,755,.836,.230,.399
Oklahoma City Thunder,13540,.458,12.1,.712,.329,.175,.097,.112,.288,.500,.622,.386,.413,.393,.356,.465,.054,228,.281,770,.834,.229,.379
Orlando Magic,13755,.463,13.0,.696,.309,.148,.100,.139,.304,.506,.625,.447,.373,.397,.367,.494,.061,253,.255,709,.839,.222,.406
Philadelphia 76ers,13300,.458,13.0,.705,.295,.157,.106,.148,.295,.497,.633,.380,.439,.389,.365,.487,.050,219,.253,674,.832,.217,.423
Phoenix Suns,13565,.473,13.2,.700,.297,.142,.108,.153,.300,.509,.647,.383,.440,.409,.389,.469,.050,219,.256,712,.822,.210,.463
Portland Trail Blazers,13375,.453,13.4,.693,.275,.161,.106,.152,.307,.486,.571,.439,.440,.410,.379,.447,.040,164,.238,579,.810,.198,.343
Sacramento Kings,13590,.463,14.3,.636,.238,.172,.082,.145,.364,.514,.659,.439,.439,.405,.373,.516,.052,215,.215,570,.832,.243,.425
San Antonio Spurs,13250,.443,12.9,.706,.290,.167,.101,.148,.294,.485,.602,.369,.421,.427,.343,.499,.051,210,.255,627,.839,.242,.331
Toronto Raptors,13515,.455,13.3,.672,.275,.179,.093,.125,.328,.500,.654,.394,.393,.395,.362,.490,.053,231,.250,648,.839,.239,.359
Utah Jazz,13490,.439,12.8,.721,.295,.167,.109,.150,.279,.472,.596,.380,.367,.405,.356,.409,.048,193,.247,606,.781,.190,.391
Washington Wizards,13085,.457,13.6,.676,.287,.145,.099,.144,.324,.506,.629,.396,.456,.407,.355,.504,.048,203,.247,640,.831,.218,.385
