team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.456,13.0,.695,.320,.121,.099,.155,.305,.503,.633,.352,.390,.423,.349,.542,.051,185,.278,617,.896,.234,.428,6,0
Boston Celtics,.453,14.1,.622,.294,.135,.074,.119,.378,.506,.628,.382,.420,.403,.366,.556,.028,102,.278,629,.844,.212,.460,11,0
Brooklyn Nets,.441,13.3,.615,.304,.179,.067,.066,.385,.505,.598,.441,.398,.354,.340,.439,.031,107,.302,647,.855,.222,.350,8,0
Chicago Bulls,.434,12.5,.763,.284,.173,.125,.181,.237,.471,.573,.467,.388,.374,.315,.487,.037,135,.261,565,.852,.258,.402,6,0
Charlotte Hornets,.440,13.4,.687,.294,.143,.097,.152,.313,.479,.606,.385,.397,.375,.356,.566,.035,130,.264,585,.786,.146,.381,8,0
Cleveland Cavaliers,.455,14.3,.608,.284,.121,.097,.107,.392,.500,.645,.310,.418,.404,.385,.434,.051,177,.241,516,.818,.293,.421,5,0
Dallas Mavericks,.437,15.3,.633,.203,.126,.119,.185,.367,.485,.633,.431,.442,.389,.356,.445,.036,120,.169,365,.828,.194,.394,6,0
Denver Nuggets,.463,12.5,.691,.326,.167,.082,.116,.309,.508,.618,.432,.384,.395,.362,.514,.050,176,.283,618,.877,.202,.367,11,0
Detroit Pistons,.453,13.1,.734,.246,.196,.137,.154,.266,.493,.644,.396,.451,.411,.344,.465,.043,156,.207,486,.847,.220,.406,18,1
Golden State Warriors,.499,14.2,.645,.295,.107,.113,.131,.355,.562,.693,.446,.444,.461,.385,.663,.070,268,.235,574,.838,.205,.390,19,0
Houston Rockets,.468,14.4,.542,.312,.134,.040,.056,.458,.553,.675,.397,.361,.397,.367,.548,.072,272,.266,690,.784,.205,.402,11,0
Indiana Pacers,.463,13.4,.734,.239,.190,.113,.193,.266,.497,.613,.477,.413,.422,.370,.495,.034,115,.233,512,.846,.243,.401,12,1
Los Angeles Clippers,.468,14.2,.674,.274,.118,.086,.196,.326,.511,.651,.373,.423,.435,.380,.496,.064,225,.226,511,.781,.209,.410,9,0
Los Angeles Lakers,.444,12.9,.702,.280,.186,.109,.127,.298,.483,.632,.371,.389,.396,.352,.452,.052,202,.235,575,.797,.215,.381,9,1
Memphis Grizzlies,.427,13.4,.692,.283,.163,.096,.149,.308,.462,.563,.420,.387,.361,.348,.483,.029,101,.267,558,.836,.195,.427,17,0
Miami Heat,.443,13.0,.700,.292,.168,.092,.148,.300,.484,.618,.386,.374,.400,.347,.450,.051,184,.243,524,.900,.324,.403,8,0
Milwaukee Bucks,.474,11.5,.722,.371,.169,.074,.108,.278,.515,.637,.392,.361,.397,.367,.545,.077,262,.292,621,.919,.280,.379,7,0
Minnesota Timberwolves,.461,12.7,.732,.299,.160,.093,.181,.268,.501,.623,.440,.401,.404,.350,.533,.055,200,.246,524,.850,.255,.412,5,0
New Orleans Pelicans,.440,13.4,.696,.280,.160,.102,.152,.304,.476,.595,.403,.388,.389,.357,.517,.042,155,.248,541,.822,.204,.392,5,0
New York Knicks,.448,13.2,.718,.294,.122,.131,.170,.282,.481,.594,.359,.428,.414,.362,.452,.041,159,.257,575,.841,.223,.456,17,0
Oklahoma City Thunder,.458,12.1,.700,.348,.142,.103,.106,.300,.514,.629,.409,.410,.379,.327,.468,.062,226,.287,661,.806,.268,.359,12,1
Orlando Magic,.441,13.6,.696,.256,.169,.114,.157,.304,.487,.624,.423,.438,.365,.334,.490,.038,141,.225,521,.884,.178,.303,15,0
Philadelphia 76ers,.436,13.7,.646,.282,.148,.101,.115,.354,.480,.633,.358,.368,.366,.355,.538,.038,127,.252,541,.873,.160,.419,5,0
Phoenix Suns,.450,12.6,.734,.315,.145,.116,.158,.266,.487,.622,.399,.374,.383,.347,.380,.053,192,.267,608,.803,.293,.322,14,0
Portland Trail Blazers,.455,13.7,.675,.282,.144,.096,.152,.325,.502,.603,.419,.425,.441,.357,.474,.047,175,.238,528,.816,.203,.361,11,0
Sacramento Kings,.452,12.9,.698,.284,.187,.078,.149,.302,.494,.633,.418,.392,.377,.357,.498,.045,150,.276,588,.888,.245,.385,12,0
San Antonio Spurs,.481,13.4,.729,.255,.165,.111,.200,.271,.507,.645,.422,.407,.456,.411,.525,.047,155,.218,475,.885,.276,.446,8,0
Toronto Raptors,.465,13.3,.711,.253,.182,.121,.156,.289,.501,.622,.457,.433,.410,.373,.373,.044,157,.225,493,.788,.245,.376,8,1
Utah Jazz,.462,13.4,.669,.285,.151,.101,.132,.331,.512,.656,.429,.441,.353,.361,.442,.063,218,.227,499,.788,.245,.365,9,1
Washington Wizards,.474,13.0,.730,.290,.144,.115,.181,.270,.514,.632,.443,.443,.427,.367,.496,.040,140,.258,589,.839,.269,.335,7,0
