Visitor,Home,Prediction,Result,Prediction_Outcome
San Antonio Spurs,Dallas Mavericks,,,
Toronto Raptors,Detroit Pistons,,,
Miami Heat,Milwaukee Bucks,,,
Los Angeles Lakers,Oklahoma City Thunder,,,
Golden State Warriors,Portland Trail Blazers,,,
Philadelphia 76ers,Sacramento Kings,,,
