Visitor,Home,Prediction,Result,Prediction_Outcome
Sacramento Kings,Chicago Bulls,,,
Detroit Pistons,Charlotte Hornets,,,
Denver Nuggets,Los Angeles Lakers,,,
Brooklyn Nets,Memphis Grizzlies,,,
Houston Rockets,Phoenix Suns,,,
