team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.48717948717948717,0.5555555555555556,0.42857142857142855,0.5,1
Los Angeles Lakers,0.20512820512820512,0.25,0.17391304347826086,0.3,-4
Memphis Grizzlies,0.5384615384615384,0.6842105263157895,0.4,0.6,2
Philadelphia 76ers,0.1,0.11764705882352941,0.08695652173913043,0.3,-3
San Antonio Spurs,0.8421052631578947,1.0,0.625,0.9,7
Houston Rockets,0.5,0.5714285714285714,0.4117647058823529,0.5,3
Detroit Pistons,0.5675675675675675,0.7222222222222222,0.42105263157894735,0.6,3
Boston Celtics,0.5135135135135135,0.47368421052631576,0.5555555555555556,0.5,-3
Miami Heat,0.5945945945945946,0.6521739130434783,0.5,0.6,-1
Orlando Magic,0.5263157894736842,0.6,0.4444444444444444,0.4,-1
Portland Trail Blazers,0.4,0.5,0.3181818181818182,0.5,1
Golden State Warriors,0.9459459459459459,1.0,0.9,0.9,6
Chicago Bulls,0.6285714285714286,0.7619047619047619,0.42857142857142855,0.7,-1
Washington Wizards,0.45714285714285713,0.42105263157894735,0.5,0.5,1
Dallas Mavericks,0.5789473684210527,0.6470588235294118,0.5238095238095238,0.7,1
Minnesota Timberwolves,0.3157894736842105,0.23809523809523808,0.4117647058823529,0.1,-6
Oklahoma City Thunder,0.6842105263157895,0.7727272727272727,0.5625,0.7,-1
Charlotte Hornets,0.4594594594594595,0.65,0.23529411764705882,0.2,-7
Milwaukee Bucks,0.38461538461538464,0.5882352941176471,0.22727272727272727,0.4,-1
Los Angeles Clippers,0.6578947368421053,0.6842105263157895,0.631578947368421,0.9,9
Toronto Raptors,0.6153846153846154,0.6470588235294118,0.5909090909090909,0.7,3
Utah Jazz,0.4594594594594595,0.5789473684210527,0.3333333333333333,0.5,2
Phoenix Suns,0.3333333333333333,0.45,0.21052631578947367,0.1,-1
Sacramento Kings,0.40540540540540543,0.5,0.29411764705882354,0.4,-1
New Orleans Pelicans,0.3055555555555556,0.4375,0.2,0.4,-3
Cleveland Cavaliers,0.7428571428571429,0.9375,0.5789473684210527,0.8,7
Atlanta Hawks,0.6052631578947368,0.65,0.5555555555555556,0.7,2
Brooklyn Nets,0.2702702702702703,0.3157894736842105,0.2222222222222222,0.3,-4
Indiana Pacers,0.5675675675675675,0.7058823529411765,0.45,0.5,-1
Denver Nuggets,0.3684210526315789,0.35294117647058826,0.38095238095238093,0.3,1
