team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,33,7,12.05,-0.63,11.42,116.0,104.1,100.6,.270,.353,.602,.566,13.4,21.9,.214,.486,13.0,75.7,.201
San Antonio Spurs,29.8,31,9,8.73,-0.18,8.54,113.5,104.3,93.7,.273,.274,.579,.537,12.6,23.5,.223,.495,13.4,77.7,.195
Houston Rockets,27.4,31,12,7.26,-0.20,7.06,115.6,108.3,98.6,.283,.461,.589,.555,13.7,25.3,.214,.515,13.2,76.4,.201
Toronto Raptors,26.1,28,12,6.78,0.25,7.03,115.9,108.9,95.5,.306,.286,.574,.526,11.0,25.6,.249,.515,14.3,74.3,.216
Cleveland Cavaliers,29.0,27,12,5.87,-0.34,5.53,113.2,107.1,96.4,.297,.388,.568,.529,12.6,24.3,.227,.509,12.7,75.5,.167
Los Angeles Clippers,30.1,29,13,5.79,-0.78,5.00,111.5,105.5,96.4,.307,.325,.567,.528,12.2,22.0,.232,.492,12.6,77.0,.218
Utah Jazz,26.5,27,15,4.24,-0.15,4.09,108.6,104.0,91.2,.295,.339,.566,.529,13.7,21.8,.221,.479,11.6,77.3,.188
Boston Celtics,26.0,23,17,2.28,-0.17,2.11,111.3,108.9,95.8,.249,.377,.561,.522,11.7,21.6,.201,.504,12.9,73.7,.222
Oklahoma City Thunder,24.6,24,18,1.81,-0.20,1.61,108.3,106.5,97.5,.300,.300,.546,.508,13.3,26.5,.221,.502,12.5,77.6,.208
Milwaukee Bucks,25.6,22,17,1.82,-0.29,1.53,110.0,108.1,95.1,.269,.281,.565,.529,12.9,22.8,.206,.507,13.1,75.7,.206
Memphis Grizzlies,28.8,22,21,0.49,0.56,1.05,105.0,104.5,93.0,.277,.307,.525,.480,12.1,23.9,.216,.496,14.1,78.6,.269
Charlotte Hornets,26.7,22,18,1.23,-0.53,0.69,108.0,106.8,96.6,.300,.314,.542,.495,11.0,21.0,.236,.507,11.5,79.3,.166
Atlanta Hawks,28.3,20,20,0.35,-0.54,-0.19,105.3,105.0,97.1,.271,.303,.541,.508,14.1,24.6,.195,.506,14.0,76.4,.171
Chicago Bulls,27.6,21,21,0.02,-0.55,-0.53,107.1,107.1,94.5,.280,.234,.519,.471,12.1,29.6,.224,.506,12.2,76.2,.164
Washington Wizards,26.0,19,20,-0.28,-0.44,-0.72,108.2,108.5,96.7,.239,.265,.553,.519,13.3,23.9,.185,.527,14.4,76.3,.209
Minnesota Timberwolves,23.7,19,22,-1.07,0.17,-0.91,108.7,109.8,94.2,.279,.274,.547,.504,13.6,27.7,.219,.525,13.5,77.2,.219
Detroit Pistons,25.5,20,23,-1.26,0.33,-0.92,105.5,106.8,94.2,.216,.263,.525,.495,11.2,22.1,.160,.513,12.3,80.4,.200
Portland Trail Blazers,25.1,18,24,-2.33,0.80,-1.54,109.7,112.1,97.3,.275,.334,.559,.520,12.4,21.7,.215,.513,11.8,76.0,.253
Denver Nuggets,25.2,16,22,-2.37,0.32,-2.05,110.0,112.4,98.1,.292,.310,.550,.510,13.6,28.2,.221,.526,10.8,79.2,.216
Sacramento Kings,29.0,16,24,-2.75,0.47,-2.28,107.7,110.6,94.7,.298,.301,.550,.506,13.3,22.2,.233,.529,13.8,75.8,.233
Indiana Pacers,27.1,18,21,-1.10,-1.27,-2.38,107.2,108.3,97.8,.266,.265,.553,.509,12.8,20.0,.218,.508,13.5,74.5,.211
New Orleans Pelicans,25.5,17,24,-2.80,0.36,-2.44,103.1,105.9,97.8,.259,.299,.528,.491,11.7,18.1,.195,.498,11.9,77.1,.171
New York Knicks,27.6,16,25,-3.17,-0.03,-3.20,107.5,110.8,97.0,.236,.284,.533,.496,12.6,26.6,.185,.506,11.9,74.3,.227
Dallas Mavericks,27.8,13,27,-4.85,1.10,-3.75,104.1,109.4,91.4,.214,.369,.533,.498,12.1,18.9,.171,.537,14.9,77.8,.228
Miami Heat,26.2,14,27,-4.49,0.54,-3.95,103.0,107.7,94.7,.246,.298,.516,.489,12.2,23.4,.166,.499,12.0,76.3,.208
Phoenix Suns,25.9,13,27,-5.78,0.81,-4.96,105.1,110.8,99.6,.286,.267,.535,.492,14.0,26.6,.220,.526,14.0,77.3,.259
Orlando Magic,25.6,14,28,-4.69,-0.43,-5.12,103.5,108.3,95.6,.235,.305,.521,.491,12.0,21.9,.169,.510,12.0,76.7,.195
Los Angeles Lakers,25.9,14,31,-5.84,0.70,-5.14,106.5,112.5,97.9,.279,.300,.539,.499,13.5,25.2,.211,.537,12.6,75.7,.205
Philadelphia 76ers,25.0,11,27,-6.26,-0.57,-6.84,101.1,107.5,97.0,.242,.354,.529,.495,15.2,22.1,.182,.505,13.0,75.6,.220
Brooklyn Nets,26.4,9,31,-9.63,0.70,-8.93,102.7,112.0,102.0,.278,.386,.546,.505,15.1,19.7,.217,.520,11.7,75.5,.206
