team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.40625,0.47058823529411764,0.3333333333333333,0.3,1
Los Angeles Lakers,0.19047619047619047,0.25,0.14285714285714285,0.1,-2
Memphis Grizzlies,0.6065573770491803,0.71875,0.4827586206896552,0.7,3
Philadelphia 76ers,0.12903225806451613,0.16666666666666666,0.09375,0.0,-11
San Antonio Spurs,0.8548387096774194,1.0,0.71875,0.9,8
Houston Rockets,0.4838709677419355,0.5483870967741935,0.41935483870967744,0.3,-1
Detroit Pistons,0.5,0.6206896551724138,0.3939393939393939,0.4,-2
Boston Celtics,0.59375,0.6875,0.5,0.7,-1
Miami Heat,0.5806451612903226,0.625,0.5333333333333333,0.7,4
Orlando Magic,0.4426229508196721,0.5151515151515151,0.35714285714285715,0.4,-1
Portland Trail Blazers,0.5238095238095238,0.6129032258064516,0.4375,0.7,-2
Golden State Warriors,0.9166666666666666,1.0,0.8529411764705882,0.9,7
Chicago Bulls,0.5081967213114754,0.6451612903225806,0.36666666666666664,0.4,1
Washington Wizards,0.4838709677419355,0.48484848484848486,0.4827586206896552,0.6,-2
Dallas Mavericks,0.532258064516129,0.59375,0.4666666666666667,0.5,-1
Minnesota Timberwolves,0.31746031746031744,0.34375,0.2903225806451613,0.4,1
Oklahoma City Thunder,0.6774193548387096,0.7575757575757576,0.5862068965517241,0.4,-2
Charlotte Hornets,0.5409836065573771,0.7,0.3870967741935484,0.8,3
Milwaukee Bucks,0.41935483870967744,0.6206896551724138,0.24242424242424243,0.6,1
Los Angeles Clippers,0.6557377049180327,0.65625,0.6551724137931034,0.6,-1
Toronto Raptors,0.6833333333333333,0.7931034482758621,0.5806451612903226,0.7,2
Utah Jazz,0.46774193548387094,0.6129032258064516,0.3225806451612903,0.3,1
Phoenix Suns,0.25806451612903225,0.34375,0.16666666666666666,0.2,1
Sacramento Kings,0.4098360655737705,0.4666666666666667,0.3548387096774194,0.4,-1
New Orleans Pelicans,0.3770491803278688,0.5161290322580645,0.23333333333333334,0.4,-4
Cleveland Cavaliers,0.7213114754098361,0.84375,0.5862068965517241,0.7,3
Atlanta Hawks,0.5555555555555556,0.6129032258064516,0.5,0.5,2
Brooklyn Nets,0.2857142857142857,0.3333333333333333,0.23333333333333334,0.4,-1
Indiana Pacers,0.5238095238095238,0.6206896551724138,0.4411764705882353,0.5,1
Denver Nuggets,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3,-1
