Visitor,Home,Prediction,Result,Prediction_Outcome
Memphis Grizzlies,Brooklyn Nets,,,
Philadelphia 76ers,Charlotte Hornets,,,
Boston Celtics,Dallas Mavericks,,,
Golden State Warriors,Denver Nuggets,,,
San Antonio Spurs,Indiana Pacers,,,
Orlando Magic,Miami Heat,,,
Detroit Pistons,Milwaukee Bucks,,,
New Orleans Pelicans,Phoenix Suns,,,
Atlanta Hawks,Portland Trail Blazers,,,
Los Angeles Clippers,Utah Jazz,,,
Oklahoma City Thunder,Washington Wizards,,,
