team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,18655,.445,14.0,.653,.264,.128,.105,.157,.347,.491,.587,.418,.426,.431,.359,.508,.043,263,.225,788,.846,.252,.405
Boston Celtics,18555,.451,13.4,.686,.280,.161,.093,.150,.314,.505,.626,.430,.404,.420,.333,.505,.047,284,.242,907,.848,.209,.348
Brooklyn Nets,18795,.459,13.1,.702,.282,.154,.109,.157,.298,.499,.619,.420,.405,.430,.364,.477,.050,324,.250,962,.790,.219,.385
Chicago Bulls,18820,.461,12.8,.704,.311,.151,.094,.148,.296,.506,.613,.423,.418,.420,.353,.526,.051,321,.278,1030,.847,.230,.398
Charlotte Hornets,18870,.455,14.0,.639,.290,.115,.088,.146,.361,.506,.606,.428,.433,.413,.364,.516,.040,239,.253,963,.864,.228,.391
Cleveland Cavaliers,18630,.457,13.2,.679,.290,.148,.106,.135,.321,.501,.631,.400,.403,.412,.364,.521,.047,291,.248,968,.841,.235,.374
Dallas Mavericks,18580,.469,13.6,.681,.259,.156,.108,.158,.319,.511,.673,.435,.413,.386,.380,.485,.047,257,.217,811,.810,.260,.415
Denver Nuggets,18555,.480,13.1,.704,.288,.151,.103,.163,.296,.520,.643,.464,.453,.399,.384,.496,.051,324,.244,966,.831,.220,.407
Detroit Pistons,18605,.460,13.3,.696,.262,.171,.113,.149,.304,.501,.659,.369,.444,.419,.365,.529,.037,216,.228,902,.865,.225,.402
Golden State Warriors,18820,.434,13.2,.686,.295,.157,.096,.138,.314,.484,.621,.371,.365,.403,.325,.508,.051,320,.252,985,.828,.201,.356
Houston Rockets,18580,.463,13.3,.670,.291,.161,.078,.138,.330,.521,.687,.412,.386,.375,.345,.503,.050,325,.258,1104,.828,.236,.367
Indiana Pacers,18895,.450,14.0,.656,.261,.147,.096,.152,.344,.502,.626,.433,.437,.398,.352,.478,.047,281,.247,906,.879,.253,.389
Los Angeles Clippers,18795,.453,13.5,.692,.264,.154,.118,.157,.308,.498,.658,.426,.402,.370,.351,.523,.052,322,.226,885,.825,.220,.383
Los Angeles Lakers,18505,.483,13.2,.681,.300,.147,.087,.146,.319,.536,.677,.436,.407,.421,.372,.539,.069,417,.242,980,.849,.215,.391
Memphis Grizzlies,18945,.443,13.9,.645,.276,.144,.090,.135,.355,.492,.622,.422,.383,.373,.354,.477,.043,237,.246,853,.823,.242,.404
Miami Heat,18555,.449,12.3,.732,.308,.162,.119,.143,.268,.489,.586,.425,.461,.373,.342,.441,.044,262,.270,917,.838,.237,.369
Milwaukee Bucks,18820,.460,13.0,.661,.323,.137,.091,.109,.339,.513,.623,.430,.389,.395,.356,.548,.054,317,.274,996,.861,.289,.396
Minnesota Timberwolves,18605,.475,12.9,.680,.314,.142,.088,.135,.320,.527,.663,.431,.404,.394,.364,.490,.061,371,.265,992,.855,.222,.419
New Orleans Pelicans,18945,.448,13.5,.665,.288,.149,.099,.130,.335,.496,.641,.375,.398,.386,.352,.495,.054,345,.244,978,.821,.217,.372
New York Knicks,18895,.453,12.7,.679,.327,.143,.084,.124,.321,.504,.609,.418,.392,.403,.346,.462,.055,334,.280,1048,.826,.228,.394
Oklahoma City Thunder,18605,.459,12.1,.709,.320,.175,.102,.112,.291,.500,.621,.409,.406,.386,.357,.463,.052,296,.276,1041,.833,.233,.395
Orlando Magic,18845,.465,12.9,.695,.306,.151,.102,.136,.305,.509,.635,.440,.372,.403,.366,.504,.060,350,.255,977,.842,.222,.399
Philadelphia 76ers,18870,.459,12.7,.709,.304,.154,.106,.145,.291,.501,.631,.391,.424,.399,.359,.494,.050,314,.262,997,.843,.217,.415
Phoenix Suns,18870,.468,13.0,.697,.305,.136,.105,.149,.303,.504,.630,.388,.426,.412,.383,.465,.053,314,.258,989,.812,.210,.456
Portland Trail Blazers,18970,.456,13.1,.706,.281,.164,.110,.152,.294,.490,.583,.436,.440,.411,.373,.439,.040,235,.242,866,.804,.198,.371
Sacramento Kings,18920,.462,14.1,.639,.238,.174,.086,.142,.361,.515,.673,.445,.416,.396,.367,.527,.054,314,.219,846,.845,.236,.419
San Antonio Spurs,18605,.442,12.7,.715,.294,.165,.105,.151,.285,.481,.596,.366,.412,.434,.342,.510,.051,295,.254,868,.829,.245,.328
Toronto Raptors,18820,.450,13.4,.671,.269,.178,.094,.130,.329,.495,.645,.400,.383,.395,.357,.494,.051,305,.245,873,.838,.237,.370
Utah Jazz,18795,.442,12.7,.721,.292,.164,.112,.152,.279,.476,.594,.391,.386,.405,.356,.408,.049,272,.244,838,.776,.192,.370
Washington Wizards,18895,.466,13.4,.677,.292,.147,.100,.140,.323,.515,.640,.407,.454,.411,.364,.495,.052,315,.246,941,.824,.211,.407
