"team_name","age","wins","losses","wins_pyth","losses_pyth","mov","sos","srs","off_rtg","def_rtg","pace","fta_per_fga_pct","fg3a_per_fga_pct","ts_pct","efg_pct","tov_pct","orb_pct","ft_rate","opp_efg_pct","opp_tov_pct","drb_pct","opp_ft_rate","opp_mp","opp_fg_pct","opp_avg_dist","opp_fg2a_pct_fga","opp_pct_fga_00_03","opp_pct_fga_03_10","opp_pct_fga_10_16","opp_pct_fga_16_xx","opp_fg3a_pct_fga","opp_fg2_pct","opp_fg_pct_00_03","opp_fg_pct_03_10","opp_fg_pct_10_16","opp_fg_pct_16_xx","opp_fg3_pct","opp_fg2_pct_ast","opp_pct_fg2_dunk","opp_fg2_dunk","opp_pct_fg2_layup","opp_fg2_layup","opp_fg3_pct_ast","opp_pct_fg3a_corner","opp_fg3_pct_corner","opp_fg","opp_fga","opp_fg3","opp_fg3a","opp_fg2","opp_fg2a","opp_ft","opp_fta","opp_ft_pct","opp_orb","opp_drb","opp_trb","opp_ast","opp_stl","opp_blk","opp_tov","opp_pf","opp_pts","fg_pct","avg_dist","fg2a_pct_fga","pct_fga_00_03","pct_fga_03_10","pct_fga_10_16","pct_fga_16_xx","fg3a_pct_fga","fg2_pct","fg_pct_00_03","fg_pct_03_10","fg_pct_10_16","fg_pct_16_xx","fg3_pct","fg2_pct_ast","pct_fg2_dunk","fg2_dunk","pct_fg2_layup","fg2_layup","fg3_pct_ast","pct_fg3a_corner","fg3_pct_corner","fg3a_heave","fg3_heave","fg","fga","fg3","fg3a","fg2","fg2a","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","W_PCT","HOME_RECORD","ROAD_RECORD","L10","CurrentStreak"
"Golden State Warriors",28.2,64,14,64,14,11.72,-0.18,11.54,115.7,104,99.8,0.261,0.359,0.598,0.564,13.2,22.7,0.206,0.485,13.6,74.9,0.202,18820,0.434,13.2,0.686,0.295,0.157,0.096,0.138,0.314,0.484,0.621,0.371,0.365,0.403,0.325,0.508,0.051,320,0.252,985,0.828,0.201,0.356,38.6,89,9.1,27.9,29.6,61.1,18,23.5,0.766,11.7,31.9,43.6,22.6,8.6,3.9,15.6,19.4,104.3,0.495,14,0.641,0.303,0.104,0.105,0.128,0.359,0.557,0.689,0.404,0.437,0.464,0.385,0.659,0.074,465,0.237,980,0.834,0.211,0.414,28,1,43.1,87,12,31.3,31,55.7,17.9,22.7,0.789,9.3,35,44.3,30.5,9.6,6.8,14.8,19.4,116.1,0.823,0.894736842105263,0.75609756097561,1,13
"San Antonio Spurs",29.6,60,17,57,20,7.79,-0.06,7.74,111.6,103.4,94.3,0.269,0.28,0.567,0.527,12.6,23.9,0.216,0.49,13.6,77.5,0.197,18605,0.442,12.7,0.715,0.294,0.165,0.105,0.151,0.285,0.481,0.596,0.366,0.412,0.434,0.342,0.51,0.051,295,0.254,868,0.829,0.245,0.328,36.8,83.3,8.1,23.7,28.7,59.6,16.4,21.2,0.774,9.9,31.5,41.4,21.4,7.5,3.9,14.6,20.1,98.2,0.472,13.3,0.72,0.255,0.16,0.117,0.189,0.28,0.502,0.65,0.43,0.387,0.433,0.393,0.527,0.048,279,0.216,818,0.878,0.271,0.436,12,0,39.4,83.5,9.2,23.4,30.2,60.1,18,22.5,0.801,9.9,33.9,43.8,24,8.1,6,13.4,18.5,105.9,0.769,0.775,0.763157894736842,0.8,-1
"Houston Rockets",27.5,52,25,53,24,6.35,0.1,6.45,114.9,108.6,99.9,0.302,0.459,0.584,0.545,13.3,24.8,0.232,0.52,13.6,75.8,0.195,18580,0.463,13.3,0.67,0.291,0.161,0.078,0.138,0.33,0.521,0.687,0.412,0.386,0.375,0.345,0.503,0.05,325,0.258,1104,0.828,0.236,0.367,40.9,88.3,10.1,29.2,30.8,59.1,17.2,22.2,0.776,10.6,33.1,43.8,23.8,8.6,5.2,15.4,20.6,109,0.463,14.3,0.541,0.322,0.126,0.041,0.052,0.459,0.55,0.666,0.384,0.374,0.386,0.36,0.543,0.074,443,0.272,1089,0.771,0.203,0.397,13,0,40.4,87.2,14.4,40,26,47.2,20.2,26.4,0.767,10.9,33.3,44.2,25.2,8.3,4.3,15.2,20,115.4,0.679,0.743589743589744,0.615384615384615,0.6,2
"Utah Jazz",26.8,48,30,50,28,4.12,-0.17,3.95,109.4,104.9,91.6,0.29,0.327,0.562,0.525,13.2,23.2,0.217,0.492,11.8,79.1,0.195,18795,0.442,12.7,0.721,0.292,0.164,0.112,0.152,0.279,0.476,0.594,0.391,0.386,0.405,0.356,0.408,0.049,272,0.244,838,0.776,0.192,0.37,36.2,81.9,8.1,22.8,28.1,59,15.9,20.9,0.764,8.9,31.2,40.1,17.8,7.3,3.8,12.2,20.3,96.5,0.465,13,0.673,0.296,0.152,0.105,0.12,0.327,0.511,0.65,0.417,0.425,0.361,0.37,0.449,0.068,388,0.234,832,0.794,0.276,0.385,13,1,36.9,79.4,9.6,25.9,27.3,53.4,17.2,23,0.749,9.4,33.9,43.3,19.9,6.7,4.9,13.6,18.9,100.6,0.615,0.692307692307692,0.538461538461538,0.5,1
"Los Angeles Clippers",30,47,31,48,30,3.6,0.06,3.66,112.3,108.6,96.2,0.313,0.329,0.573,0.536,12.2,21.5,0.233,0.507,12.1,76.7,0.214,18795,0.453,13.5,0.692,0.264,0.154,0.118,0.157,0.308,0.498,0.658,0.426,0.402,0.37,0.351,0.523,0.052,322,0.226,885,0.825,0.22,0.383,38.7,85.5,9.2,26.3,29.5,59.2,18.3,23.6,0.772,10.3,33,43.3,23,7.2,3.2,13.2,22.4,104.9,0.474,14.2,0.671,0.273,0.119,0.081,0.197,0.329,0.522,0.659,0.417,0.416,0.438,0.376,0.493,0.066,388,0.222,832,0.782,0.201,0.422,15,2,39.4,83.2,10.3,27.4,29.1,55.8,19.4,26,0.745,9,34,43,22.4,7.4,4.3,13.1,20,108.5,0.608,0.692307692307692,0.525,0.8,4
"Toronto Raptors",26.1,47,31,49,29,4,-0.54,3.46,112.4,108.2,94.8,0.296,0.287,0.561,0.516,11.8,25.1,0.236,0.508,13.5,76.3,0.225,18820,0.45,13.4,0.671,0.269,0.178,0.094,0.13,0.329,0.495,0.645,0.4,0.383,0.395,0.357,0.494,0.051,305,0.245,873,0.838,0.237,0.37,37.3,83.1,9.7,27.3,27.6,55.7,18.7,23.9,0.782,10.1,31.9,42.1,21.8,6.7,4.8,14.6,20.4,103.1,0.464,13.1,0.713,0.254,0.185,0.12,0.154,0.287,0.504,0.625,0.454,0.451,0.407,0.364,0.37,0.041,250,0.234,860,0.811,0.274,0.377,10,1,39.2,84.4,8.8,24.2,30.3,60.2,19.9,25,0.797,10.7,32.6,43.3,18.4,8.3,5,12.7,21,107.1,0.608,0.675,0.538461538461538,0.8,1
"Cleveland Cavaliers",29.1,50,27,47,30,3.52,-0.4,3.12,113.9,110.3,96.2,0.278,0.397,0.581,0.548,12.5,22,0.207,0.516,11.5,75.5,0.173,18630,0.457,13.2,0.679,0.29,0.148,0.106,0.135,0.321,0.501,0.631,0.4,0.403,0.412,0.364,0.521,0.047,291,0.248,968,0.841,0.235,0.374,40.6,88.8,10.4,28.5,30.2,60.3,15.4,19.7,0.778,11.1,33.1,44.3,24.5,7.3,4.3,12.7,20.6,106.9,0.471,14.3,0.603,0.287,0.108,0.094,0.114,0.397,0.526,0.662,0.352,0.429,0.43,0.388,0.44,0.06,360,0.233,887,0.834,0.289,0.426,6,0,39.9,84.8,13,33.6,26.9,51.1,17.5,23.5,0.744,9.4,34.3,43.6,22.7,6.6,4,13.6,18,110.5,0.654,0.794871794871795,0.512820512820513,0.6,4
"Boston Celtics",25.9,50,27,45,32,2.75,-0.36,2.39,111.1,108.3,96.6,0.272,0.39,0.567,0.525,12.4,21.3,0.22,0.503,12.7,75.2,0.22,18555,0.451,13.4,0.686,0.28,0.161,0.093,0.15,0.314,0.505,0.626,0.43,0.404,0.42,0.333,0.505,0.047,284,0.242,907,0.848,0.209,0.348,38.6,85.7,9,26.9,29.7,58.8,18.8,24.7,0.763,10.8,33.5,44.3,22.6,7.7,5.1,14,20.2,105.1,0.454,14.1,0.61,0.296,0.131,0.072,0.11,0.39,0.514,0.632,0.392,0.423,0.404,0.361,0.562,0.032,194,0.273,1042,0.836,0.216,0.416,20,0,38.6,84.9,11.9,33.1,26.6,51.8,18.7,23.1,0.811,9.1,32.8,41.9,25,7.5,4.2,13.4,20.5,107.8,0.641,0.717948717948718,0.564102564102564,0.7,-1
"Oklahoma City Thunder",24.6,44,33,41,36,1.08,0.46,1.53,108.4,107.3,97.9,0.297,0.296,0.542,0.503,13.3,27.5,0.222,0.51,12.6,78.9,0.216,18605,0.459,12.1,0.709,0.32,0.175,0.102,0.112,0.291,0.5,0.621,0.409,0.406,0.386,0.357,0.463,0.052,296,0.276,1041,0.833,0.233,0.395,39.2,85.5,8.9,24.9,30.3,60.6,18.5,24.3,0.761,9.2,31.4,40.6,21.5,8.6,5.5,13.8,20.8,105.8,0.454,12,0.704,0.344,0.147,0.105,0.109,0.296,0.507,0.618,0.421,0.401,0.378,0.328,0.468,0.065,385,0.282,1048,0.778,0.253,0.343,19,2,39.6,87.1,8.4,25.8,31.1,61.4,19.3,25.9,0.746,11.9,34.5,46.4,21.1,8,5.1,15.2,20.8,106.9,0.577,0.7,0.447368421052632,0.6,2
"Washington Wizards",26,47,31,44,34,1.95,-0.43,1.52,111.3,109.3,97.4,0.254,0.283,0.564,0.527,12.7,24.1,0.2,0.525,13.9,75.6,0.216,18895,0.466,13.4,0.677,0.292,0.147,0.1,0.14,0.323,0.515,0.64,0.407,0.454,0.411,0.364,0.495,0.052,315,0.246,941,0.824,0.211,0.407,39.6,84.9,10,27.4,29.6,57.5,18.4,24.5,0.751,10.5,32.5,43,22.9,7.3,4.7,15.4,19.9,107.5,0.474,13,0.717,0.3,0.138,0.109,0.171,0.283,0.514,0.629,0.425,0.427,0.44,0.373,0.499,0.047,287,0.26,1030,0.863,0.252,0.358,10,0,41.4,87.3,9.2,24.7,32.2,62.6,17.4,22.2,0.785,10.3,32.6,42.9,24,8.5,4.1,14.1,21.4,109.4,0.603,0.75,0.447368421052632,0.5,1
