team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.449,12.8,.694,.329,.118,.095,.152,.306,.498,.617,.342,.386,.428,.339,.535,.054,318,.286,1024,.877,.234,.394,11,0
Boston Celtics,.454,14.1,.610,.296,.131,.072,.110,.390,.514,.632,.392,.423,.404,.361,.562,.032,194,.273,1042,.836,.216,.416,20,0
Brooklyn Nets,.447,13.1,.629,.308,.176,.076,.070,.371,.508,.615,.423,.392,.371,.343,.453,.035,214,.299,1116,.849,.218,.375,20,0
Chicago Bulls,.443,12.7,.745,.278,.170,.120,.177,.255,.480,.594,.451,.395,.384,.335,.513,.038,234,.254,944,.875,.286,.411,8,0
Charlotte Hornets,.444,13.8,.662,.283,.133,.097,.150,.338,.489,.613,.401,.410,.383,.355,.545,.034,207,.255,970,.796,.134,.381,14,0
Cleveland Cavaliers,.471,14.3,.603,.287,.108,.094,.114,.397,.526,.662,.352,.429,.430,.388,.440,.060,360,.233,887,.834,.289,.426,6,0
Dallas Mavericks,.441,15.2,.636,.199,.129,.119,.189,.364,.488,.636,.444,.442,.391,.358,.468,.038,216,.167,605,.814,.196,.373,15,0
Denver Nuggets,.469,12.7,.676,.329,.157,.078,.112,.324,.517,.624,.436,.393,.398,.371,.524,.051,314,.285,1088,.871,.192,.382,18,0
Detroit Pistons,.449,12.9,.739,.252,.189,.142,.156,.261,.492,.643,.390,.445,.416,.326,.458,.043,267,.212,845,.834,.197,.383,30,1
Golden State Warriors,.495,14.0,.641,.303,.104,.105,.128,.359,.557,.689,.404,.437,.464,.385,.659,.074,465,.237,980,.834,.211,.414,28,1
Houston Rockets,.463,14.3,.541,.322,.126,.041,.052,.459,.550,.666,.384,.374,.386,.360,.543,.074,443,.272,1089,.771,.203,.397,13,0
Indiana Pacers,.461,13.4,.728,.236,.187,.106,.198,.272,.493,.616,.466,.416,.415,.375,.497,.035,208,.231,871,.831,.260,.408,19,1
Los Angeles Clippers,.474,14.2,.671,.273,.119,.081,.197,.329,.522,.659,.417,.416,.438,.376,.493,.066,388,.222,832,.782,.201,.422,15,2
Los Angeles Lakers,.449,12.6,.702,.293,.188,.103,.118,.298,.492,.633,.394,.380,.396,.348,.456,.054,328,.246,934,.775,.219,.372,16,1
Memphis Grizzlies,.434,13.3,.684,.288,.158,.093,.144,.316,.473,.577,.415,.385,.384,.351,.506,.032,188,.269,937,.811,.191,.409,27,0
Miami Heat,.454,13.0,.686,.290,.167,.094,.135,.314,.496,.628,.414,.392,.388,.363,.429,.053,327,.238,872,.887,.306,.407,13,0
Milwaukee Bucks,.475,11.7,.712,.356,.171,.077,.108,.288,.518,.642,.399,.380,.395,.369,.534,.074,433,.284,1033,.924,.278,.377,11,0
Minnesota Timberwolves,.467,12.4,.749,.302,.164,.098,.185,.251,.505,.642,.436,.389,.407,.351,.533,.058,356,.249,922,.879,.267,.391,9,0
New Orleans Pelicans,.449,13.3,.689,.280,.169,.092,.147,.311,.492,.622,.413,.427,.377,.354,.502,.048,301,.244,932,.836,.219,.377,11,0
New York Knicks,.447,13.1,.722,.289,.126,.134,.173,.278,.485,.590,.380,.439,.419,.350,.468,.039,249,.255,940,.850,.229,.433,22,0
Oklahoma City Thunder,.454,12.0,.704,.344,.147,.105,.109,.296,.507,.618,.421,.401,.378,.328,.468,.065,385,.282,1048,.778,.253,.343,19,2
Orlando Magic,.440,13.4,.701,.264,.170,.109,.157,.299,.489,.619,.424,.420,.387,.325,.493,.042,259,.231,874,.871,.184,.294,23,0
Philadelphia 76ers,.443,13.2,.651,.304,.151,.094,.102,.349,.496,.642,.379,.384,.344,.343,.545,.047,286,.265,1024,.868,.152,.404,8,0
Phoenix Suns,.450,12.4,.744,.307,.154,.119,.165,.256,.491,.628,.410,.402,.374,.332,.417,.056,339,.258,1007,.798,.275,.333,20,0
Portland Trail Blazers,.461,13.3,.679,.299,.141,.091,.148,.321,.503,.598,.422,.448,.421,.372,.447,.048,292,.247,893,.791,.204,.377,15,0
Sacramento Kings,.459,13.0,.706,.259,.195,.098,.154,.294,.493,.638,.423,.404,.398,.376,.501,.050,285,.252,928,.875,.238,.411,18,0
San Antonio Spurs,.472,13.3,.720,.255,.160,.117,.189,.280,.502,.650,.430,.387,.433,.393,.527,.048,279,.216,818,.878,.271,.436,12,0
Toronto Raptors,.464,13.1,.713,.254,.185,.120,.154,.287,.504,.625,.454,.451,.407,.364,.370,.041,250,.234,860,.811,.274,.377,10,1
Utah Jazz,.465,13.0,.673,.296,.152,.105,.120,.327,.511,.650,.417,.425,.361,.370,.449,.068,388,.234,832,.794,.276,.385,13,1
Washington Wizards,.474,13.0,.717,.300,.138,.109,.171,.283,.514,.629,.425,.427,.440,.373,.499,.047,287,.260,1030,.863,.252,.358,10,0
