Visitor,Home,Prediction,Result,Prediction_Outcome
Portland Trail Blazers,Atlanta Hawks,,,
Minnesota Timberwolves,Boston Celtics,,,
Brooklyn Nets,Chicago Bulls,,,
Charlotte Hornets,Houston Rockets,,,
Oklahoma City Thunder,Los Angeles Clippers,,,
Orlando Magic,New York Knicks,,,
Indiana Pacers,San Antonio Spurs,,,
Phoenix Suns,Utah Jazz,,,
Sacramento Kings,Washington Wizards,,,
