team_name,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,55,14,56,13,11.32,-0.48,10.84,115.3,104.0,100.2,.267,.356,.596,.560,13.1,22.4,.210,.488,13.7,75.3,.202
San Antonio Spurs,29.6,52,16,51,17,7.76,-0.30,7.47,111.7,103.5,94.7,.271,.278,.569,.527,12.6,23.5,.219,.490,13.5,77.9,.202
Houston Rockets,27.4,48,22,49,21,6.93,-0.16,6.77,115.4,108.5,99.3,.305,.464,.585,.546,13.1,24.8,.233,.518,13.4,76.0,.196
Cleveland Cavaliers,29.1,45,23,43,25,4.07,-0.31,3.76,113.6,109.4,96.4,.281,.399,.579,.545,12.5,22.1,.210,.513,11.7,75.5,.171
Utah Jazz,26.7,43,27,45,25,3.94,-0.19,3.75,108.9,104.7,91.6,.294,.328,.562,.524,13.4,22.8,.222,.492,11.9,79.0,.193
Los Angeles Clippers,30.0,41,29,42,28,3.03,0.37,3.40,111.6,108.5,96.1,.307,.328,.569,.532,12.2,21.5,.227,.506,12.3,76.9,.218
Toronto Raptors,26.1,40,29,42,27,3.54,-0.36,3.18,112.1,108.4,94.8,.298,.288,.559,.513,11.5,24.5,.239,.511,13.6,76.3,.226
Boston Celtics,25.8,44,25,40,29,2.51,-0.12,2.39,111.0,108.4,96.4,.267,.391,.566,.524,12.1,20.9,.217,.504,12.7,75.2,.219
Memphis Grizzlies,29.5,40,30,37,33,1.03,0.45,1.48,107.9,106.8,92.9,.291,.313,.535,.490,12.0,24.9,.228,.505,13.8,78.0,.267
Washington Wizards,26.0,42,27,39,30,2.10,-0.64,1.47,110.7,108.6,97.3,.254,.280,.563,.526,12.7,23.7,.200,.521,14.0,75.7,.212
Oklahoma City Thunder,24.6,40,29,37,32,0.91,0.29,1.20,108.5,107.6,97.9,.299,.297,.543,.502,13.3,27.5,.224,.510,12.4,78.5,.216
Miami Heat,26.4,34,35,37,32,0.99,-0.32,0.67,107.6,106.6,95.2,.247,.314,.541,.513,12.4,24.0,.174,.494,12.3,76.6,.219
Denver Nuggets,25.3,33,36,35,34,0.36,0.09,0.45,113.0,112.7,97.9,.282,.327,.566,.528,13.4,28.3,.215,.533,11.1,78.7,.198
Charlotte Hornets,26.6,30,39,36,33,0.54,-0.31,0.22,108.0,107.5,96.1,.278,.333,.545,.498,10.9,19.9,.226,.514,11.8,79.8,.167
Minnesota Timberwolves,23.9,28,40,33,35,-0.32,0.54,0.21,110.3,110.7,94.5,.281,.255,.553,.510,13.0,27.4,.223,.527,13.2,76.2,.209
Milwaukee Bucks,25.5,34,35,35,34,0.14,-0.21,-0.06,109.7,109.6,94.9,.284,.283,.566,.528,13.1,22.0,.218,.521,13.8,75.3,.220
Detroit Pistons,25.4,33,36,33,36,-0.68,0.11,-0.57,106.4,107.1,94.8,.221,.261,.524,.495,10.8,23.5,.160,.516,12.3,81.1,.202
Indiana Pacers,27.0,35,33,33,35,-0.60,-0.52,-1.12,107.6,108.2,96.2,.264,.271,.556,.514,13.0,20.3,.214,.508,13.5,75.4,.223
Atlanta Hawks,28.0,37,32,32,37,-0.93,-0.22,-1.14,105.2,106.2,97.4,.298,.307,.544,.507,14.1,23.2,.216,.510,14.0,75.9,.178
Chicago Bulls,27.2,33,37,32,38,-1.33,0.09,-1.24,107.0,108.4,94.7,.266,.249,.525,.480,12.0,27.5,.212,.513,12.0,76.8,.167
Portland Trail Blazers,24.9,31,37,30,38,-1.85,0.32,-1.54,109.7,111.6,97.1,.278,.320,.559,.519,12.7,22.7,.217,.512,11.5,76.8,.249
Dallas Mavericks,27.8,29,39,29,39,-2.18,0.19,-1.98,105.7,108.1,92.1,.225,.361,.543,.506,11.7,18.1,.181,.528,14.6,77.9,.219
New Orleans Pelicans,25.6,28,41,29,40,-2.61,0.36,-2.25,104.2,106.8,97.9,.262,.307,.536,.500,12.1,18.6,.195,.504,12.4,76.9,.182
Sacramento Kings,28.4,27,42,27,42,-3.26,0.36,-2.90,107.3,110.7,94.8,.290,.298,.555,.513,13.6,21.2,.225,.529,13.4,76.6,.228
New York Knicks,27.5,27,42,27,42,-3.30,-0.46,-3.76,108.0,111.4,96.5,.241,.283,.535,.497,12.4,26.4,.190,.508,11.5,74.1,.217
Phoenix Suns,25.4,22,47,24,45,-5.04,0.38,-4.67,106.7,111.7,99.8,.292,.257,.541,.496,13.6,25.8,.230,.526,13.4,77.0,.267
Philadelphia 76ers,24.8,25,43,22,46,-5.32,0.08,-5.24,103.0,108.3,98.6,.262,.344,.540,.503,15.1,22.0,.200,.511,13.4,75.9,.233
Orlando Magic,25.5,25,45,20,50,-6.50,0.13,-6.37,103.3,110.1,96.3,.245,.298,.522,.488,12.2,21.9,.180,.522,12.1,77.2,.202
Los Angeles Lakers,25.4,20,49,19,50,-7.35,0.32,-7.02,105.6,113.1,98.8,.262,.302,.536,.498,13.6,24.9,.198,.541,12.9,75.7,.213
Brooklyn Nets,26.2,13,55,18,50,-8.09,0.49,-7.60,104.0,111.9,101.3,.287,.378,.553,.510,15.0,19.4,.226,.518,11.4,76.2,.217
