team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Houston Rockets,40.2,87.0,14.6,40.4,25.7,46.6,20.3,26.6,.764,10.9,33.4,44.3,25.3,8.3,4.4,14.8,20.1,115.3
Golden State Warriors,43.0,87.3,11.9,31.1,31.1,56.2,18.4,23.3,.787,9.3,35.2,44.6,30.3,9.7,6.7,14.7,19.3,116.2
Denver Nuggets,40.8,87.4,10.7,28.6,30.2,58.8,18.8,24.6,.764,12.3,34.0,46.2,25.1,7.1,4.1,15.2,19.4,111.1
Los Angeles Clippers,39.3,83.4,10.2,27.3,29.0,56.1,18.9,25.6,.739,9.1,33.9,43.0,22.5,7.6,4.4,13.1,20.2,107.7
Washington Wizards,41.2,86.9,9.2,24.4,32.0,62.6,17.3,22.1,.786,10.2,32.8,43.0,24.0,8.5,4.2,14.1,21.2,108.9
Cleveland Cavaliers,39.7,84.7,13.1,33.8,26.5,51.0,17.8,23.8,.745,9.4,34.4,43.8,22.4,6.7,4.0,13.7,18.0,110.2
Boston Celtics,38.5,84.9,12.1,33.2,26.4,51.8,18.4,22.6,.812,9.0,32.7,41.7,24.8,7.5,4.2,13.1,20.5,107.5
Phoenix Suns,39.8,88.0,7.7,22.7,32.1,65.3,20.2,25.7,.787,11.6,33.0,44.6,19.3,8.1,5.0,15.7,24.8,107.4
Oklahoma City Thunder,39.4,87.0,8.5,25.8,30.9,61.2,19.4,26.0,.747,11.9,34.4,46.3,21.1,7.8,5.0,15.0,21.0,106.9
Toronto Raptors,38.9,84.5,8.8,24.3,30.1,60.1,20.2,25.1,.803,10.6,32.4,43.0,18.2,8.4,4.9,12.4,20.9,106.8
Portland Trail Blazers,39.6,86.3,10.2,27.6,29.4,58.6,18.7,23.9,.782,10.0,33.6,43.6,21.7,6.9,5.0,14.1,21.8,108.2
New York Knicks,39.7,88.9,9.0,25.1,30.8,63.8,16.9,21.5,.785,12.0,33.7,45.7,21.7,7.1,5.8,14.0,20.6,105.3
San Antonio Spurs,39.5,83.5,9.2,23.2,30.3,60.3,18.3,22.7,.806,9.8,34.2,44.0,23.9,7.9,5.9,13.5,18.5,106.4
Charlotte Hornets,37.7,85.7,10.0,28.5,27.7,57.2,19.4,23.8,.813,8.9,35.7,44.6,23.2,6.7,5.0,11.8,17.0,104.8
Milwaukee Bucks,39.1,82.1,8.6,23.3,30.5,58.8,17.9,23.3,.770,9.0,31.5,40.5,24.3,8.2,5.4,14.0,20.5,104.6
Los Angeles Lakers,39.0,87.3,9.1,26.4,29.8,60.9,17.3,22.9,.756,11.4,32.2,43.7,20.7,8.1,4.0,15.3,20.9,104.3
Brooklyn Nets,37.8,84.9,11.1,32.1,26.7,52.9,19.2,24.4,.789,8.7,34.8,43.5,21.3,7.1,4.7,16.9,21.5,105.8
Atlanta Hawks,38.3,84.2,8.8,25.8,29.5,58.4,18.2,25.1,.724,10.0,33.9,43.9,23.5,8.5,5.1,15.6,18.0,103.6
Minnesota Timberwolves,39.3,84.4,7.5,21.5,31.8,62.8,18.8,23.7,.793,11.6,31.4,43.0,23.4,7.7,4.5,14.2,20.3,104.9
New Orleans Pelicans,38.6,86.5,9.3,26.5,29.3,60.0,16.9,22.7,.744,8.6,35.5,44.1,22.4,7.8,5.6,13.2,18.5,103.3
Chicago Bulls,38.2,86.8,7.0,21.6,31.2,65.2,18.4,23.1,.797,12.4,33.7,46.1,21.9,7.7,4.9,13.2,17.7,101.8
Sacramento Kings,37.6,82.3,9.1,24.5,28.5,57.7,18.6,23.8,.778,8.9,32.2,41.1,22.4,7.9,4.0,14.6,20.6,102.9
Memphis Grizzlies,36.5,84.0,9.3,26.2,27.2,57.7,19.1,24.4,.785,11.0,32.1,43.1,21.3,8.2,4.3,12.9,23.1,101.4
Miami Heat,39.0,85.8,9.9,27.0,29.2,58.8,14.9,21.2,.702,10.6,33.4,43.9,21.4,7.0,5.7,13.4,20.5,102.9
Indiana Pacers,39.0,84.0,8.4,22.8,30.5,61.2,17.9,22.2,.808,8.6,33.3,41.9,22.5,8.1,5.0,14.0,19.5,104.3
Utah Jazz,36.6,79.0,9.5,25.9,27.1,53.1,17.6,23.2,.756,9.2,34.0,43.2,19.7,6.7,4.8,13.9,19.0,100.3
Detroit Pistons,39.9,88.3,7.6,23.0,32.3,65.2,14.1,19.5,.725,10.7,34.3,45.0,21.1,7.2,3.8,11.8,17.9,101.5
Orlando Magic,38.0,86.5,8.3,25.8,29.7,60.7,15.5,21.2,.733,9.9,33.1,43.0,21.7,6.9,4.9,13.3,19.3,100.0
Philadelphia 76ers,37.6,84.9,10.1,29.2,27.4,55.7,17.0,22.3,.764,9.6,33.3,43.0,23.8,8.4,5.3,16.9,21.8,102.3
Dallas Mavericks,36.2,82.1,10.6,29.6,25.6,52.5,14.9,18.5,.802,7.9,30.7,38.6,20.4,7.5,3.7,11.9,19.3,98.0
