team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
San Antonio Spurs,36.8,83.4,8.2,24.1,28.6,59.2,16.8,21.8,.773,9.7,31.7,41.4,21.1,7.6,3.9,14.5,20.1,98.6
Utah Jazz,36.2,81.9,8.2,23.0,27.9,58.9,15.8,20.9,.757,9.0,31.2,40.3,17.9,7.2,3.7,12.3,20.3,96.3
Dallas Mavericks,36.8,78.5,9.4,24.7,27.4,53.8,17.2,22.4,.770,8.7,35.5,44.3,20.9,6.4,3.5,15.1,19.6,100.1
Memphis Grizzlies,34.8,78.7,9.9,28.1,24.9,50.5,21.0,27.8,.754,9.1,33.1,42.2,20.1,6.9,5.1,14.6,21.4,100.4
Miami Heat,37.8,84.4,7.8,22.6,30.0,61.8,18.5,23.7,.778,10.2,33.5,43.7,19.7,6.8,4.9,13.3,18.5,101.9
Detroit Pistons,38.1,82.8,9.2,25.3,28.9,57.6,16.8,21.3,.787,8.0,34.8,42.8,23.2,6.7,4.1,12.9,17.6,102.2
Toronto Raptors,37.4,82.8,9.8,27.3,27.7,55.6,18.7,24.0,.780,10.1,32.5,42.6,21.9,6.5,4.8,14.7,20.4,103.3
Indiana Pacers,37.9,84.7,10.2,29.1,27.7,55.5,18.9,24.1,.784,10.9,33.7,44.6,22.4,8.2,5.0,14.9,19.6,104.9
Minnesota Timberwolves,39.1,83.3,9.6,26.8,29.5,56.5,17.4,22.8,.765,9.8,30.7,40.5,22.5,7.7,5.0,14.2,20.5,105.2
Charlotte Hornets,39.2,87.3,11.3,31.4,27.9,55.9,14.5,18.8,.774,9.1,35.6,44.7,24.0,6.9,5.8,12.8,20.1,104.2
Milwaukee Bucks,38.0,82.8,10.2,28.2,27.9,54.6,18.2,23.6,.772,10.3,31.9,42.2,24.1,7.2,4.8,15.0,19.8,104.5
Atlanta Hawks,39.0,87.2,11.0,30.2,28.0,57.0,15.5,20.2,.769,10.8,33.2,44.0,23.2,9.0,5.3,15.6,21.7,104.5
Cleveland Cavaliers,40.3,88.7,10.3,28.3,30.0,60.4,15.2,19.7,.771,11.2,33.1,44.3,24.3,7.2,4.5,12.8,20.7,106.1
Chicago Bulls,39.8,86.5,9.1,25.7,30.7,60.8,14.4,18.7,.772,10.2,32.8,43.0,24.1,7.3,4.8,12.9,19.0,103.1
Golden State Warriors,38.9,89.0,9.2,28.0,29.7,61.0,18.0,23.5,.766,11.6,32.3,43.9,22.6,8.6,4.0,15.7,19.9,104.9
Boston Celtics,38.6,85.5,9.0,26.8,29.7,58.7,18.8,24.7,.760,10.8,33.9,44.7,22.5,7.5,5.2,14.0,19.9,105.0
New Orleans Pelicans,39.7,89.0,10.4,30.1,29.2,58.9,16.2,21.1,.766,10.7,37.7,48.4,22.9,7.6,4.3,13.9,19.5,106.0
Oklahoma City Thunder,39.4,85.7,8.7,24.4,30.7,61.3,18.6,24.4,.761,9.4,31.4,40.8,21.3,8.4,5.4,13.7,20.9,106.0
Philadelphia 76ers,39.3,85.7,9.1,25.2,30.2,60.5,20.0,25.9,.770,10.6,34.1,44.7,22.4,8.6,5.5,15.1,20.0,107.6
Sacramento Kings,38.2,82.6,11.0,29.7,27.2,52.9,18.8,24.2,.778,9.9,33.0,42.8,23.4,8.4,5.2,14.4,20.7,106.2
Los Angeles Clippers,38.4,85.1,9.3,26.4,29.1,58.8,18.6,23.7,.784,10.2,33.2,43.4,23.0,7.2,3.3,13.4,22.3,104.7
Washington Wizards,39.4,85.1,10.0,27.3,29.4,57.8,18.1,24.1,.748,10.5,32.7,43.2,22.8,7.3,4.5,15.5,19.9,106.8
Orlando Magic,39.8,85.5,9.6,26.0,30.2,59.5,17.3,22.6,.767,9.8,35.5,45.2,23.3,7.5,5.1,13.2,18.7,106.5
Portland Trail Blazers,39.3,86.5,9.9,26.0,29.4,60.4,21.6,27.4,.786,10.1,34.1,44.2,20.9,8.0,5.2,12.9,19.9,110.0
New York Knicks,39.8,88.1,9.8,28.2,30.1,59.9,19.1,24.7,.776,11.8,33.4,45.2,22.1,7.6,4.6,12.9,18.5,108.6
Houston Rockets,40.6,87.9,9.9,28.7,30.7,59.2,17.3,22.3,.774,10.5,33.1,43.7,23.5,8.4,5.0,15.1,20.6,108.4
Denver Nuggets,41.9,87.6,9.6,25.5,32.3,62.2,17.4,22.2,.783,9.2,31.0,40.2,24.3,8.4,4.8,12.2,20.4,110.8
Los Angeles Lakers,41.6,86.3,10.1,27.5,31.4,58.8,18.4,24.2,.758,10.4,34.4,44.8,25.6,8.6,5.3,14.3,18.7,111.7
Brooklyn Nets,42.0,90.9,10.1,27.2,32.0,63.7,19.7,25.5,.775,10.9,36.0,46.9,23.2,9.6,5.8,13.1,20.5,113.9
Phoenix Suns,40.0,85.3,9.8,25.5,30.2,59.8,22.8,28.9,.787,9.9,33.4,43.2,21.9,8.2,5.5,15.2,22.1,112.5
