Visitor,Home,Prediction,Result,Prediction_Outcome
New York Knicks,Atlanta Hawks,0,1,0
Philadelphia 76ers,Chicago Bulls,0,1,0
Oklahoma City Thunder,Cleveland Cavaliers,0,1,0
Houston Rockets,Indiana Pacers,0,1,0
Washington Wizards,New Orleans Pelicans,0,0,1
Golden State Warriors,Portland Trail Blazers,0,0,1
Dallas Mavericks,San Antonio Spurs,0,0,1
Orlando Magic,Toronto Raptors,0,0,1
