"team_name","age","wins","losses","wins_pyth","losses_pyth","mov","sos","srs","off_rtg","def_rtg","pace","fta_per_fga_pct","fg3a_per_fga_pct","ts_pct","efg_pct","tov_pct","orb_pct","ft_rate","opp_efg_pct","opp_tov_pct","drb_pct","opp_ft_rate","opp_mp","opp_fg_pct","opp_avg_dist","opp_fg2a_pct_fga","opp_pct_fga_00_03","opp_pct_fga_03_10","opp_pct_fga_10_16","opp_pct_fga_16_xx","opp_fg3a_pct_fga","opp_fg2_pct","opp_fg_pct_00_03","opp_fg_pct_03_10","opp_fg_pct_10_16","opp_fg_pct_16_xx","opp_fg3_pct","opp_fg2_pct_ast","opp_pct_fg2_dunk","opp_fg2_dunk","opp_pct_fg2_layup","opp_fg2_layup","opp_fg3_pct_ast","opp_pct_fg3a_corner","opp_fg3_pct_corner","opp_fg","opp_fga","opp_fg3","opp_fg3a","opp_fg2","opp_fg2a","opp_ft","opp_fta","opp_ft_pct","opp_orb","opp_drb","opp_trb","opp_ast","opp_stl","opp_blk","opp_tov","opp_pf","opp_pts","fg_pct","avg_dist","fg2a_pct_fga","pct_fga_00_03","pct_fga_03_10","pct_fga_10_16","pct_fga_16_xx","fg3a_pct_fga","fg2_pct","fg_pct_00_03","fg_pct_03_10","fg_pct_10_16","fg_pct_16_xx","fg3_pct","fg2_pct_ast","pct_fg2_dunk","fg2_dunk","pct_fg2_layup","fg2_layup","fg3_pct_ast","pct_fg3a_corner","fg3_pct_corner","fg3a_heave","fg3_heave","fg","fga","fg3","fg3a","fg2","fg2a","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","W_PCT","HOME_RECORD","ROAD_RECORD","L10","CurrentStreak"
"Golden State Warriors",28.2,66,14,65,15,11.81,-0.26,11.55,115.8,104,99.8,0.26,0.359,0.598,0.564,13.2,22.8,0.205,0.485,13.5,74.9,0.201,19300,0.435,13.1,0.688,0.296,0.157,0.096,0.139,0.312,0.485,0.62,0.375,0.369,0.402,0.324,0.509,0.051,329,0.252,1012,0.828,0.202,0.35,38.7,89.1,9,27.8,29.7,61.3,17.9,23.5,0.763,11.7,31.9,43.6,22.6,8.6,3.9,15.5,19.4,104.4,0.495,14,0.641,0.303,0.102,0.107,0.129,0.359,0.557,0.689,0.408,0.437,0.467,0.384,0.658,0.074,481,0.236,1000,0.831,0.209,0.412,28,1,43.2,87.2,12,31.3,31.1,55.9,17.9,22.6,0.79,9.4,35,44.4,30.5,9.6,6.8,14.7,19.4,116.2,0.815,0.875,0.75609756097561,0.9,-1
"San Antonio Spurs",29.6,61,19,59,21,7.44,-0.12,7.32,111.2,103.4,94.3,0.265,0.282,0.565,0.525,12.5,23.8,0.211,0.491,13.5,77.7,0.193,19325,0.443,12.7,0.717,0.295,0.164,0.104,0.153,0.283,0.483,0.599,0.366,0.414,0.434,0.342,0.51,0.053,314,0.253,902,0.83,0.243,0.329,37,83.4,8.1,23.6,28.9,59.8,16.1,20.9,0.772,9.8,31.8,41.5,21.4,7.5,4.1,14.5,19.9,98.1,0.47,13.3,0.718,0.254,0.16,0.116,0.189,0.282,0.501,0.649,0.429,0.387,0.43,0.391,0.529,0.048,289,0.215,846,0.877,0.271,0.429,12,0,39.3,83.7,9.2,23.6,30.1,60.1,17.7,22.2,0.798,9.9,34,43.9,24,8,6,13.4,18.3,105.5,0.753,0.75609756097561,0.75,0.6,-2
"Houston Rockets",27.4,54,26,55,25,6.21,0.03,6.24,114.9,108.7,100,0.305,0.461,0.584,0.546,13.3,24.6,0.234,0.518,13.3,75.8,0.194,19300,0.462,13.3,0.671,0.29,0.163,0.079,0.137,0.329,0.521,0.689,0.41,0.387,0.375,0.341,0.504,0.05,340,0.258,1155,0.829,0.233,0.363,41,88.8,10,29.3,31,59.6,17.3,22.2,0.778,10.7,33.2,43.9,23.9,8.5,5.1,15.1,20.5,109.3,0.463,14.2,0.539,0.321,0.126,0.042,0.051,0.461,0.552,0.665,0.392,0.375,0.381,0.359,0.543,0.075,465,0.271,1123,0.766,0.204,0.391,13,0,40.3,87.1,14.4,40.1,25.9,47,20.4,26.6,0.767,10.8,33.6,44.4,25.1,8.2,4.3,15.2,20,115.5,0.667,0.725,0.609756097560976,0.5,-1
"Los Angeles Clippers",30,49,31,50,30,3.79,0.12,3.91,112.3,108.4,96.1,0.312,0.33,0.574,0.536,12.2,21.4,0.232,0.506,12.1,76.8,0.212,19275,0.452,13.5,0.692,0.263,0.154,0.119,0.157,0.308,0.497,0.657,0.428,0.402,0.367,0.351,0.523,0.052,330,0.225,901,0.827,0.223,0.377,38.6,85.4,9.2,26.3,29.4,59.1,18.1,23.5,0.772,10.3,33,43.2,23,7.2,3.2,13.2,22.4,104.6,0.474,14.2,0.67,0.273,0.119,0.081,0.197,0.33,0.523,0.66,0.419,0.418,0.44,0.375,0.492,0.067,398,0.221,851,0.782,0.2,0.42,16,2,39.4,83.1,10.3,27.4,29.2,55.7,19.3,25.9,0.744,9,34,43,22.4,7.5,4.3,13.1,19.9,108.4,0.617,0.7,0.536585365853659,0.8,6
"Utah Jazz",26.8,49,31,51,29,3.91,-0.17,3.74,109.5,105.3,91.5,0.29,0.326,0.563,0.526,13.2,23.2,0.217,0.492,11.7,79,0.196,19275,0.442,12.7,0.721,0.294,0.164,0.111,0.153,0.279,0.475,0.593,0.39,0.385,0.403,0.358,0.408,0.049,280,0.245,861,0.772,0.191,0.377,36.3,82,8.2,22.9,28.1,59.1,16.1,20.9,0.769,9,31.1,40.1,17.8,7.3,3.8,12.1,20.3,96.7,0.465,13,0.674,0.297,0.152,0.105,0.12,0.326,0.511,0.65,0.415,0.427,0.362,0.372,0.451,0.069,401,0.234,850,0.796,0.276,0.384,14,1,36.9,79.3,9.6,25.8,27.3,53.5,17.2,23,0.749,9.4,33.9,43.3,20,6.7,5,13.6,18.9,100.7,0.617,0.7,0.536585365853659,0.7,1
"Toronto Raptors",26.1,50,31,51,30,4.07,-0.58,3.5,112.3,108,94.8,0.295,0.288,0.561,0.517,11.8,24.9,0.235,0.508,13.6,76.3,0.223,19540,0.45,13.3,0.672,0.269,0.18,0.095,0.128,0.328,0.496,0.648,0.395,0.381,0.399,0.356,0.494,0.051,319,0.244,907,0.842,0.239,0.362,37.3,83,9.7,27.2,27.7,55.8,18.5,23.8,0.781,10.1,31.9,42,21.8,6.7,4.8,14.7,20.4,102.9,0.464,13.1,0.712,0.253,0.185,0.12,0.153,0.288,0.505,0.63,0.451,0.449,0.407,0.364,0.372,0.041,255,0.233,900,0.815,0.273,0.385,12,1,39.1,84.3,8.9,24.3,30.3,60,19.8,24.8,0.798,10.6,32.6,43.2,18.5,8.3,4.9,12.8,20.8,107,0.617,0.682926829268293,0.55,0.8,3
"Cleveland Cavaliers",29.2,51,29,49,31,3.49,-0.39,3.1,113.9,110.3,96.2,0.275,0.398,0.58,0.548,12.5,22,0.205,0.516,11.5,75.7,0.174,19375,0.457,13.2,0.677,0.292,0.147,0.104,0.135,0.323,0.503,0.632,0.404,0.407,0.406,0.362,0.527,0.048,307,0.25,1011,0.845,0.238,0.368,40.6,88.8,10.4,28.7,30.2,60.1,15.5,19.9,0.776,11,33.2,44.2,24.7,7.3,4.3,12.7,20.6,107.1,0.471,14.3,0.602,0.287,0.109,0.093,0.113,0.398,0.528,0.665,0.36,0.429,0.423,0.385,0.44,0.06,378,0.234,929,0.832,0.291,0.418,7,0,40,85,13,33.8,27,51.1,17.4,23.3,0.747,9.4,34.4,43.8,22.7,6.6,4,13.6,18.1,110.6,0.63,0.775,0.48780487804878,0.4,-3
"Boston Celtics",25.9,51,29,46,34,2.36,-0.3,2.06,111.1,108.7,96.7,0.273,0.392,0.567,0.525,12.3,21.2,0.221,0.504,12.6,75.2,0.222,19275,0.452,13.4,0.686,0.281,0.158,0.093,0.152,0.314,0.506,0.626,0.432,0.405,0.419,0.334,0.502,0.047,297,0.243,943,0.847,0.21,0.348,38.8,85.8,9,27,29.7,58.8,19,24.8,0.766,10.8,33.7,44.5,22.6,7.6,5.1,13.9,20.3,105.5,0.454,14.1,0.608,0.295,0.13,0.071,0.111,0.392,0.515,0.633,0.397,0.421,0.401,0.36,0.566,0.032,201,0.272,1082,0.836,0.221,0.41,20,0,38.6,85,12,33.3,26.6,51.6,18.8,23.2,0.808,9.1,32.8,41.8,25.1,7.5,4.2,13.3,20.6,107.9,0.642,0.725,0.560975609756098,0.7,2
"Washington Wizards",26,48,32,45,35,1.9,-0.45,1.45,111.3,109.3,97.4,0.256,0.285,0.564,0.528,12.8,24.2,0.2,0.524,13.8,75.5,0.217,19375,0.466,13.3,0.68,0.294,0.146,0.1,0.14,0.32,0.513,0.635,0.408,0.454,0.41,0.364,0.495,0.051,319,0.249,971,0.824,0.21,0.405,39.6,84.9,9.9,27.2,29.7,57.8,18.4,24.6,0.75,10.6,32.4,43,22.9,7.4,4.7,15.4,19.9,107.4,0.474,13,0.715,0.3,0.137,0.109,0.169,0.285,0.515,0.628,0.429,0.426,0.44,0.374,0.496,0.047,294,0.26,1053,0.86,0.252,0.357,10,0,41.3,87.1,9.3,24.8,32,62.2,17.5,22.3,0.783,10.3,32.6,42.9,23.9,8.5,4.2,14.2,21.5,109.3,0.605,0.731707317073171,0.475,0.6,1
"Oklahoma City Thunder",24.6,46,34,42,38,0.83,0.4,1.23,108.4,107.6,97.8,0.297,0.296,0.541,0.501,13.2,27.8,0.221,0.512,12.5,78.9,0.217,19325,0.46,12.1,0.708,0.32,0.173,0.102,0.112,0.292,0.502,0.622,0.414,0.404,0.386,0.357,0.46,0.051,303,0.276,1084,0.833,0.231,0.388,39.2,85.3,8.9,24.9,30.3,60.4,18.5,24.2,0.764,9.2,31.5,40.7,21.4,8.5,5.5,13.8,20.8,105.9,0.452,12,0.704,0.344,0.146,0.104,0.109,0.296,0.505,0.615,0.419,0.394,0.379,0.327,0.467,0.063,390,0.284,1100,0.77,0.252,0.34,19,2,39.5,87.3,8.5,25.9,31,61.4,19.3,25.9,0.746,12.1,34.4,46.5,21,7.9,5,15,20.9,106.7,0.575,0.7,0.45,0.6,1
