team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,19400,.445,14.1,.649,.264,.126,.104,.154,.351,.492,.592,.420,.422,.427,.358,.510,.043,275,.226,829,.844,.258,.401
Boston Celtics,19275,.452,13.4,.686,.281,.158,.093,.152,.314,.506,.626,.432,.405,.419,.334,.502,.047,297,.243,943,.847,.210,.348
Brooklyn Nets,19275,.459,13.1,.702,.282,.153,.109,.158,.298,.499,.620,.419,.403,.427,.365,.475,.050,331,.250,989,.788,.219,.382
Chicago Bulls,19300,.459,12.7,.702,.313,.150,.094,.145,.298,.505,.610,.419,.419,.421,.351,.525,.051,326,.281,1064,.849,.227,.400
Charlotte Hornets,19350,.456,14.0,.636,.288,.115,.088,.145,.364,.506,.607,.426,.429,.416,.368,.517,.039,244,.252,985,.863,.228,.386
Cleveland Cavaliers,19375,.457,13.2,.677,.292,.147,.104,.135,.323,.503,.632,.404,.407,.406,.362,.527,.048,307,.250,1011,.845,.238,.368
Dallas Mavericks,19300,.470,13.5,.682,.259,.156,.107,.160,.318,.512,.671,.437,.418,.389,.380,.490,.048,268,.216,844,.804,.258,.412
Denver Nuggets,19275,.478,13.0,.704,.290,.151,.103,.161,.296,.521,.641,.467,.447,.401,.378,.494,.052,340,.246,1011,.824,.221,.398
Detroit Pistons,19325,.459,13.3,.692,.261,.170,.113,.147,.308,.502,.660,.373,.442,.418,.364,.532,.038,228,.227,933,.863,.229,.402
Golden State Warriors,19300,.435,13.1,.688,.296,.157,.096,.139,.312,.485,.620,.375,.369,.402,.324,.509,.051,329,.252,1012,.828,.202,.350
Houston Rockets,19300,.462,13.3,.671,.290,.163,.079,.137,.329,.521,.689,.410,.387,.375,.341,.504,.050,340,.258,1155,.829,.233,.363
Indiana Pacers,19375,.451,14.0,.656,.260,.148,.096,.152,.344,.501,.625,.435,.434,.397,.354,.479,.047,288,.246,922,.882,.252,.394
Los Angeles Clippers,19275,.452,13.5,.692,.263,.154,.119,.157,.308,.497,.657,.428,.402,.367,.351,.523,.052,330,.225,901,.827,.223,.377
Los Angeles Lakers,19225,.483,13.1,.682,.302,.146,.087,.148,.318,.536,.678,.437,.407,.417,.371,.542,.069,438,.243,1016,.852,.214,.390
Memphis Grizzlies,19665,.443,13.9,.646,.276,.144,.090,.136,.354,.491,.619,.421,.383,.378,.355,.476,.042,243,.246,888,.820,.244,.400
Miami Heat,19275,.449,12.3,.732,.307,.163,.120,.142,.268,.488,.585,.422,.462,.377,.343,.440,.044,269,.269,950,.837,.232,.370
Milwaukee Bucks,19300,.459,13.0,.660,.322,.138,.091,.109,.340,.512,.621,.428,.392,.397,.355,.548,.054,325,.274,1015,.864,.290,.391
Minnesota Timberwolves,19325,.476,12.9,.679,.315,.142,.088,.133,.321,.527,.661,.434,.404,.393,.368,.491,.062,391,.264,1021,.851,.221,.414
New Orleans Pelicans,19425,.450,13.5,.664,.288,.146,.100,.130,.336,.499,.644,.377,.399,.390,.352,.501,.056,370,.243,995,.822,.217,.373
New York Knicks,19615,.455,12.7,.676,.326,.143,.084,.123,.324,.505,.611,.419,.395,.401,.349,.460,.055,346,.278,1083,.820,.230,.395
Oklahoma City Thunder,19325,.460,12.1,.708,.320,.173,.102,.112,.292,.502,.622,.414,.404,.386,.357,.460,.051,303,.276,1084,.833,.231,.388
Orlando Magic,19325,.467,12.9,.695,.307,.150,.102,.136,.305,.510,.637,.440,.372,.404,.367,.505,.059,353,.256,1017,.843,.218,.402
Philadelphia 76ers,19350,.459,12.7,.708,.303,.156,.105,.145,.292,.501,.633,.393,.425,.395,.357,.494,.050,319,.261,1024,.846,.218,.414
Phoenix Suns,19590,.466,13.1,.693,.305,.134,.104,.150,.307,.504,.628,.390,.424,.410,.381,.463,.052,322,.259,1032,.806,.211,.455
Portland Trail Blazers,19450,.455,13.0,.708,.281,.164,.109,.153,.292,.489,.585,.433,.438,.410,.371,.440,.039,238,.242,890,.804,.199,.367
Sacramento Kings,19400,.463,14.1,.638,.240,.174,.085,.139,.362,.518,.677,.448,.415,.394,.366,.527,.054,324,.221,881,.839,.234,.414
San Antonio Spurs,19325,.443,12.7,.717,.295,.164,.104,.153,.283,.483,.599,.366,.414,.434,.342,.510,.053,314,.253,902,.830,.243,.329
Toronto Raptors,19540,.450,13.3,.672,.269,.180,.095,.128,.328,.496,.648,.395,.381,.399,.356,.494,.051,319,.244,907,.842,.239,.362
Utah Jazz,19275,.442,12.7,.721,.294,.164,.111,.153,.279,.475,.593,.390,.385,.403,.358,.408,.049,280,.245,861,.772,.191,.377
Washington Wizards,19375,.466,13.3,.680,.294,.146,.100,.140,.320,.513,.635,.408,.454,.410,.364,.495,.051,319,.249,971,.824,.210,.405
