team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Milwaukee Bucks,36.6,85.2,9.6,29.6,27.0,55.6,19.0,24.2,.785,11.0,33.2,44.2,23.4,7.8,5.2,14.6,19.2,101.9
Cleveland Cavaliers,39.3,88.8,9.9,28.0,29.4,60.8,14.1,18.5,.760,11.8,31.8,43.6,23.6,7.0,4.5,13.2,21.9,102.6
San Antonio Spurs,36.8,82.4,8.4,24.7,28.3,57.6,15.8,20.4,.773,9.1,32.0,41.1,21.6,7.5,4.0,14.1,19.6,97.8
Utah Jazz,35.3,83.2,8.0,22.6,27.3,60.6,16.0,21.0,.762,10.3,30.6,40.9,17.8,6.9,3.6,11.6,20.4,94.6
Chicago Bulls,38.9,87.3,8.6,24.1,30.3,63.1,12.9,17.7,.730,11.3,32.0,43.2,23.8,7.6,5.0,13.1,19.1,99.3
Boston Celtics,37.4,84.4,8.9,26.3,28.5,58.1,18.7,24.6,.759,11.1,34.9,46.0,21.9,7.4,5.4,14.4,19.1,102.3
Toronto Raptors,37.9,83.6,9.6,28.2,28.3,55.4,17.5,23.1,.758,11.2,31.3,42.5,22.3,6.1,4.2,15.6,20.8,103.0
Memphis Grizzlies,33.7,78.3,9.2,27.1,24.5,51.2,20.2,27.8,.727,8.5,34.2,42.8,18.7,7.1,5.8,15.3,21.5,96.7
Dallas Mavericks,36.4,77.2,10.0,25.1,26.4,52.0,17.5,22.6,.773,8.5,35.9,44.4,21.1,6.5,3.5,15.4,19.3,100.2
Sacramento Kings,36.9,81.7,10.8,28.9,26.1,52.8,19.4,25.1,.773,10.2,33.6,43.9,22.8,8.0,6.0,15.4,21.5,104.0
Miami Heat,37.6,84.8,7.6,22.3,30.0,62.6,17.6,22.1,.797,10.6,34.3,44.9,20.0,6.5,5.8,13.0,18.8,100.4
Los Angeles Clippers,37.4,84.2,8.5,23.4,28.9,60.8,18.3,24.0,.761,9.7,32.3,42.0,21.3,6.9,3.1,14.6,23.9,101.6
Philadelphia 76ers,39.1,86.4,9.0,26.3,30.1,60.1,18.6,24.8,.749,10.7,34.7,45.4,21.7,9.0,5.3,13.7,19.4,105.7
Charlotte Hornets,39.1,88.6,10.4,30.3,28.7,58.3,13.5,17.8,.759,9.1,36.1,45.2,23.8,6.9,5.3,12.8,20.9,102.1
Washington Wizards,39.5,83.7,10.1,26.7,29.4,57.0,17.4,24.3,.716,10.3,32.6,42.9,23.2,7.5,4.6,16.2,20.4,106.4
Minnesota Timberwolves,38.7,82.6,9.6,26.6,29.1,56.1,20.0,25.6,.781,9.6,31.5,41.1,21.7,8.2,5.1,14.5,21.0,106.9
New York Knicks,39.0,86.7,9.4,26.6,29.6,60.0,20.4,26.6,.767,12.0,33.6,45.6,21.7,7.8,4.9,13.4,19.2,107.9
Atlanta Hawks,39.9,87.3,10.0,27.4,29.9,59.9,14.5,19.3,.755,9.9,32.2,42.1,22.2,9.8,4.9,15.5,20.7,104.4
Detroit Pistons,36.7,82.3,8.0,23.5,28.7,58.8,16.1,20.9,.770,8.7,34.4,43.1,21.7,6.8,4.4,12.2,16.6,97.4
Oklahoma City Thunder,39.5,87.3,8.9,25.9,30.5,61.3,17.1,23.0,.742,9.9,32.0,41.9,21.8,8.3,5.3,14.3,20.5,104.9
Golden State Warriors,38.7,89.8,8.9,27.5,29.8,62.3,18.8,24.4,.770,12.0,32.1,44.1,21.6,8.6,3.6,14.8,20.6,105.0
Orlando Magic,38.8,85.2,8.3,23.9,30.4,61.3,16.1,21.1,.760,10.1,35.4,45.5,21.7,6.9,5.6,12.6,19.0,101.9
Houston Rockets,39.1,86.7,9.6,27.1,29.6,59.6,17.9,22.9,.782,10.1,31.5,41.6,21.9,8.6,5.0,14.9,19.3,105.8
Brooklyn Nets,42.5,91.9,11.0,29.8,31.6,62.1,18.3,24.0,.762,11.8,36.2,47.9,24.2,10.0,5.7,14.2,21.2,114.3
Denver Nuggets,40.5,87.1,8.9,24.5,31.6,62.6,19.4,24.7,.785,9.1,31.7,40.8,22.2,8.8,5.5,12.2,22.1,109.4
Indiana Pacers,38.6,86.7,10.2,30.1,28.4,56.6,18.6,23.6,.785,11.7,35.3,46.9,22.9,8.2,5.5,15.9,19.9,105.8
New Orleans Pelicans,40.3,90.3,10.8,30.6,29.6,59.7,16.0,20.8,.768,10.3,38.5,48.8,25.1,7.4,4.3,13.6,19.7,107.3
Phoenix Suns,40.0,86.5,9.6,24.7,30.4,61.8,23.6,29.9,.791,9.6,35.0,44.6,23.0,8.3,5.5,16.0,22.3,113.1
Portland Trail Blazers,40.2,87.2,9.9,25.9,30.4,61.3,22.6,28.7,.788,10.7,34.9,45.6,21.5,7.8,5.4,13.3,19.6,113.0
Los Angeles Lakers,41.4,86.8,10.0,28.3,31.4,58.5,17.7,23.8,.745,10.7,33.7,44.3,25.8,9.6,5.3,14.3,19.1,110.5
