team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Golden State Warriors,43.5,87.4,12.0,31.5,31.5,55.9,18.9,24.1,.783,9.5,35.6,45.2,31.5,9.3,6.5,14.9,20.0,117.9
Portland Trail Blazers,39.8,87.3,10.8,29.5,29.0,57.8,19.0,23.9,.796,9.7,32.4,42.1,22.1,6.9,4.9,13.5,22.7,109.4
Houston Rockets,40.6,86.8,14.9,38.9,25.7,47.9,17.0,22.9,.742,11.4,33.8,45.1,25.5,8.1,4.6,16.1,20.0,113.1
Los Angeles Lakers,38.7,86.8,8.8,25.4,29.9,61.4,18.2,23.6,.773,11.8,32.5,44.3,20.7,8.4,3.4,16.2,20.7,104.4
Los Angeles Clippers,39.3,84.0,10.1,26.5,29.2,57.5,21.0,27.7,.760,9.7,34.1,43.9,22.5,8.4,4.6,12.7,20.9,109.6
Toronto Raptors,40.7,84.9,9.7,24.4,31.0,60.4,21.1,25.9,.813,10.9,31.3,42.3,20.4,8.8,4.5,11.9,21.3,112.1
Indiana Pacers,39.1,86.1,8.1,22.7,31.0,63.5,17.9,22.2,.806,8.8,33.7,42.5,21.9,8.7,5.8,14.3,19.8,104.3
Denver Nuggets,39.3,87.7,9.4,26.0,29.9,61.7,19.7,26.4,.746,12.8,35.3,48.1,22.2,6.6,4.2,16.1,21.0,107.7
Phoenix Suns,39.1,88.9,8.3,24.4,30.9,64.5,19.8,26.0,.762,11.6,33.7,45.3,18.2,8.7,4.4,16.1,25.5,106.4
New Orleans Pelicans,38.2,87.2,8.5,25.7,29.8,61.6,17.6,23.2,.757,8.5,35.9,44.4,22.8,7.8,6.2,13.2,18.8,102.6
Oklahoma City Thunder,39.7,87.4,8.4,25.7,31.3,61.7,18.1,25.1,.720,11.1,34.5,45.6,21.6,7.9,5.0,15.5,20.2,106.0
Detroit Pistons,38.7,86.1,7.3,21.5,31.5,64.5,13.6,18.1,.753,9.8,34.2,44.0,20.8,6.9,3.7,11.7,17.3,98.4
Charlotte Hornets,37.3,85.6,9.8,27.8,27.5,57.9,19.4,25.7,.754,8.9,36.8,45.8,23.4,6.6,5.0,12.0,17.0,103.9
Atlanta Hawks,38.9,84.4,8.6,25.9,30.3,58.5,16.1,22.7,.712,10.3,33.5,43.8,24.2,8.6,5.2,16.5,17.7,102.6
Washington Wizards,40.1,86.7,7.9,22.3,32.1,64.4,17.2,22.1,.776,10.7,31.1,41.9,22.1,9.1,3.9,14.3,21.9,105.3
New York Knicks,39.5,89.0,9.0,25.3,30.6,63.7,16.8,21.5,.781,12.0,33.6,45.5,21.9,7.4,5.7,13.9,21.4,104.8
Minnesota Timberwolves,38.3,84.5,8.0,23.1,30.3,61.4,19.8,25.4,.780,12.0,31.0,43.0,22.1,7.4,4.8,15.0,21.3,104.3
San Antonio Spurs,38.3,81.7,8.9,22.3,29.4,59.4,18.5,22.4,.823,9.0,33.4,42.4,23.8,8.0,5.6,13.2,18.0,104.1
Boston Celtics,38.5,86.1,11.0,30.9,27.6,55.2,16.0,20.5,.783,9.4,32.6,42.0,24.7,7.5,4.6,12.4,20.3,104.0
Utah Jazz,36.4,77.3,9.7,26.5,26.7,50.8,17.8,23.0,.773,8.0,34.4,42.4,19.3,6.1,5.5,13.1,19.7,100.2
Orlando Magic,36.5,84.9,8.6,25.7,28.0,59.2,15.2,21.3,.712,9.8,33.1,43.0,21.6,6.5,5.5,12.7,18.2,96.8
Memphis Grizzlies,34.8,84.1,8.0,24.8,26.9,59.3,18.8,24.0,.782,10.9,33.6,44.5,19.7,8.6,5.2,13.9,24.3,96.4
Brooklyn Nets,37.7,86.0,11.0,33.3,26.7,52.8,20.2,26.0,.778,9.5,35.0,44.5,20.9,7.8,4.3,16.9,21.0,106.7
Cleveland Cavaliers,39.1,84.3,13.4,33.3,25.8,51.0,18.8,24.8,.755,9.9,34.3,44.2,22.4,7.1,4.4,13.7,17.9,110.4
Chicago Bulls,38.1,86.3,6.0,19.4,32.1,66.8,19.4,24.2,.801,13.2,34.8,48.0,21.1,7.7,5.4,13.6,17.1,101.6
Sacramento Kings,37.3,84.3,8.3,24.4,29.0,59.9,18.7,24.3,.767,9.9,32.2,42.1,21.8,8.3,4.3,14.3,20.6,101.5
Miami Heat,37.3,85.7,8.2,25.0,29.0,60.7,14.6,22.0,.662,11.8,33.1,44.9,20.5,6.9,5.5,13.2,20.1,97.3
Philadelphia 76ers,36.6,84.6,10.6,29.9,26.0,54.7,14.4,19.6,.735,9.5,34.2,43.7,22.9,7.7,5.7,17.0,21.6,98.3
Dallas Mavericks,34.9,81.9,10.3,29.5,24.7,52.4,14.0,17.6,.797,8.5,30.0,38.4,19.1,7.8,3.6,12.4,19.3,94.1
Milwaukee Bucks,39.3,85.0,8.7,24.6,30.6,60.4,16.6,21.6,.765,10.0,34.3,44.3,24.3,8.3,5.4,14.3,20.6,103.8
