team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.4883720930232558,0.6,0.391304347826087,0.6,1
Los Angeles Lakers,0.20930232558139536,0.2777777777777778,0.16,0.3,-3
Memphis Grizzlies,0.5581395348837209,0.6956521739130435,0.4,0.7,3
Philadelphia 76ers,0.11627906976744186,0.15789473684210525,0.08333333333333333,0.3,-1
San Antonio Spurs,0.8571428571428571,1.0,0.6666666666666666,1.0,11
Houston Rockets,0.5116279069767442,0.5652173913043478,0.45,0.6,-1
Detroit Pistons,0.5365853658536586,0.6666666666666666,0.4,0.5,-1
Boston Celtics,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.4,-1
Miami Heat,0.5476190476190477,0.625,0.4444444444444444,0.4,-2
Orlando Magic,0.5,0.5714285714285714,0.42105263157894735,0.3,-3
Portland Trail Blazers,0.4318181818181818,0.5263157894736842,0.36,0.5,1
Golden State Warriors,0.9047619047619048,1.0,0.8260869565217391,0.8,1
Chicago Bulls,0.6,0.6956521739130435,0.47058823529411764,0.6,1
Washington Wizards,0.475,0.4090909090909091,0.5555555555555556,0.5,-2
Dallas Mavericks,0.5581395348837209,0.631578947368421,0.5,0.5,1
Minnesota Timberwolves,0.3023255813953488,0.2608695652173913,0.35,0.1,-1
Oklahoma City Thunder,0.7209302325581395,0.8,0.6111111111111112,0.8,5
Charlotte Hornets,0.4634146341463415,0.6521739130434783,0.2222222222222222,0.2,1
Milwaukee Bucks,0.4318181818181818,0.631578947368421,0.28,0.6,3
Los Angeles Clippers,0.6585365853658537,0.6818181818181818,0.631578947368421,0.9,1
Toronto Raptors,0.6341463414634146,0.6666666666666666,0.6086956521739131,0.7,5
Utah Jazz,0.43902439024390244,0.5714285714285714,0.3,0.4,-1
Phoenix Suns,0.3023255813953488,0.42857142857142855,0.18181818181818182,0.1,-5
Sacramento Kings,0.425,0.47619047619047616,0.3684210526315789,0.5,2
New Orleans Pelicans,0.34146341463414637,0.5,0.21739130434782608,0.4,1
Cleveland Cavaliers,0.717948717948718,0.8823529411764706,0.5909090909090909,0.8,-1
Atlanta Hawks,0.5952380952380952,0.6818181818181818,0.5,0.5,2
Brooklyn Nets,0.2619047619047619,0.3181818181818182,0.2,0.2,-3
Indiana Pacers,0.5476190476190477,0.6842105263157895,0.43478260869565216,0.5,1
Denver Nuggets,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.4,-1
