team_name,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,61,14,61,14,11.56,-0.28,11.28,115.4,103.8,99.8,.262,.359,.597,.563,13.3,22.5,.207,.486,13.6,75.2,.202
San Antonio Spurs,29.6,57,17,55,19,7.88,-0.15,7.73,111.8,103.5,94.4,.269,.280,.567,.527,12.5,24.0,.216,.491,13.6,77.7,.199
Houston Rockets,27.5,51,24,52,23,6.55,0.01,6.56,115.1,108.6,99.8,.304,.461,.586,.547,13.3,24.6,.234,.521,13.6,76.1,.196
Utah Jazz,26.8,46,29,48,27,4.01,-0.29,3.72,109.3,104.9,91.6,.291,.328,.561,.524,13.2,23.2,.219,.492,11.8,79.2,.195
Toronto Raptors,26.1,45,30,48,27,4.15,-0.45,3.70,112.4,108.1,94.8,.296,.287,.561,.516,11.7,25.1,.237,.509,13.5,76.4,.225
Los Angeles Clippers,30.0,46,31,47,30,3.51,0.14,3.64,112.3,108.6,96.2,.311,.329,.572,.535,12.1,21.6,.231,.507,12.1,76.8,.213
Cleveland Cavaliers,29.1,47,27,44,30,3.09,-0.23,2.87,113.5,110.3,96.2,.278,.397,.579,.546,12.6,21.9,.208,.516,11.5,75.3,.171
Boston Celtics,25.9,48,27,44,31,2.60,-0.23,2.37,111.0,108.3,96.6,.269,.389,.566,.524,12.3,21.5,.218,.505,12.8,75.1,.219
Washington Wizards,26.0,46,29,43,32,2.35,-0.65,1.70,111.3,108.9,97.5,.256,.283,.564,.527,12.7,24.1,.200,.522,13.9,75.6,.215
Memphis Grizzlies,29.6,41,34,39,36,0.69,0.62,1.31,107.7,107.0,92.6,.286,.316,.534,.489,11.9,25.0,.224,.506,13.7,77.9,.262
Oklahoma City Thunder,24.6,43,31,39,35,0.93,0.36,1.29,108.5,107.6,97.9,.298,.295,.542,.502,13.2,27.6,.222,.512,12.5,78.8,.215
Miami Heat,26.4,37,38,40,35,0.92,-0.36,0.56,107.5,106.6,95.2,.248,.313,.540,.511,12.3,24.3,.175,.494,12.6,76.1,.221
Charlotte Hornets,26.6,34,41,40,35,0.80,-0.37,0.43,108.8,108.0,95.8,.277,.335,.547,.501,10.7,20.1,.225,.518,12.0,79.6,.167
Denver Nuggets,25.4,35,39,37,37,0.15,0.16,0.31,113.2,113.1,98.0,.280,.325,.566,.528,13.3,28.0,.217,.535,11.0,78.7,.196
Milwaukee Bucks,25.6,39,36,39,36,0.43,-0.25,0.18,110.0,109.5,94.7,.277,.285,.567,.530,13.0,21.9,.213,.520,13.7,75.2,.217
Minnesota Timberwolves,23.9,30,44,35,39,-0.68,0.36,-0.32,110.6,111.3,94.5,.285,.253,.555,.512,13.0,27.4,.226,.531,13.4,75.9,.210
Portland Trail Blazers,24.9,37,38,36,39,-0.75,0.23,-0.52,110.2,110.9,96.9,.279,.319,.561,.521,12.7,23.0,.216,.508,11.5,77.0,.243
Chicago Bulls,27.0,36,39,35,40,-0.83,0.04,-0.78,107.2,108.1,94.9,.264,.252,.528,.485,12.2,27.4,.209,.514,12.3,76.5,.166
Indiana Pacers,27.0,37,38,35,40,-1.03,-0.38,-1.40,107.8,108.9,96.1,.264,.270,.555,.513,12.8,20.9,.213,.510,13.4,75.2,.224
New Orleans Pelicans,25.6,32,43,33,42,-1.91,0.44,-1.47,104.9,106.8,97.8,.259,.309,.538,.503,11.9,18.7,.193,.506,12.3,77.1,.179
Detroit Pistons,25.4,35,41,35,41,-1.26,-0.27,-1.53,105.7,107.1,95.0,.221,.260,.521,.492,10.9,23.8,.160,.515,12.1,81.2,.197
Atlanta Hawks,27.9,39,36,34,41,-1.20,-0.37,-1.57,104.7,105.9,97.4,.298,.306,.540,.502,14.2,23.8,.216,.508,13.9,75.7,.177
Dallas Mavericks,27.8,31,43,31,43,-2.38,0.33,-2.05,105.8,108.4,92.1,.225,.359,.542,.505,11.5,18.1,.181,.529,14.5,77.7,.218
Sacramento Kings,28.1,29,46,28,47,-4.01,0.71,-3.30,107.0,111.2,94.6,.284,.296,.554,.514,13.6,20.9,.220,.529,13.1,76.4,.228
New York Knicks,27.4,28,47,29,46,-3.60,-0.26,-3.86,107.7,111.4,96.4,.239,.279,.535,.496,12.4,26.2,.189,.509,11.5,73.9,.214
Philadelphia 76ers,24.7,28,47,25,50,-5.19,-0.10,-5.28,102.9,108.2,98.6,.256,.346,.539,.502,15.0,22.1,.197,.507,13.4,75.4,.237
Phoenix Suns,25.2,22,54,25,51,-5.82,0.36,-5.46,106.0,111.8,100.2,.296,.256,.537,.492,13.5,25.5,.230,.525,13.3,76.7,.266
Orlando Magic,25.4,27,48,23,52,-6.11,0.09,-6.02,103.5,109.8,96.5,.247,.298,.522,.488,12.2,21.8,.182,.519,12.0,77.1,.202
Brooklyn Nets,26.1,16,59,21,54,-7.19,0.25,-6.94,104.0,111.1,101.2,.289,.371,.551,.507,14.8,19.7,.227,.514,11.5,76.1,.215
Los Angeles Lakers,25.2,21,54,21,54,-7.56,0.42,-7.14,106.0,113.7,98.6,.260,.300,.538,.501,13.5,24.8,.196,.541,12.7,75.4,.214
