Visitor,Home,Prediction,Result,Prediction_Outcome
Atlanta Hawks,Brooklyn Nets,,,
Indiana Pacers,Cleveland Cavaliers,,,
Washington Wizards,Golden State Warriors,,,
Memphis Grizzlies,Los Angeles Lakers,,,
Denver Nuggets,Miami Heat,,,
Dallas Mavericks,Milwaukee Bucks,,,
Chicago Bulls,New Orleans Pelicans,,,
Boston Celtics,New York Knicks,,,
Charlotte Hornets,Oklahoma City Thunder,,,
Houston Rockets,Phoenix Suns,,,
Utah Jazz,San Antonio Spurs,,,
Philadelphia 76ers,Toronto Raptors,,,
