team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,3120,.428,13.5,.696,.280,.134,.108,.173,.304,.472,.553,.418,.398,.431,.326,.477,.044,44,.233,126,.850,.222,.377
Boston Celtics,3360,.439,13.2,.699,.281,.167,.106,.145,.301,.482,.610,.379,.383,.420,.337,.506,.040,44,.248,168,.837,.211,.364
Brooklyn Nets,3120,.468,12.9,.691,.307,.148,.101,.136,.309,.516,.604,.440,.450,.447,.358,.513,.055,57,.274,181,.817,.254,.409
Chicago Bulls,3360,.443,12.9,.703,.279,.182,.100,.142,.297,.480,.612,.412,.388,.372,.356,.518,.044,49,.263,176,.875,.278,.320
Charlotte Hornets,3145,.436,14.0,.644,.295,.110,.086,.153,.356,.490,.576,.429,.408,.411,.339,.501,.036,36,.263,160,.870,.224,.286
Cleveland Cavaliers,2880,.436,13.5,.688,.276,.150,.113,.146,.312,.474,.622,.292,.463,.401,.350,.440,.033,30,.243,152,.872,.189,.365
Dallas Mavericks,3170,.455,13.9,.668,.265,.152,.078,.174,.332,.484,.626,.374,.405,.395,.396,.502,.046,44,.230,135,.754,.260,.386
Denver Nuggets,3170,.458,12.9,.737,.291,.154,.115,.178,.263,.508,.632,.489,.481,.335,.319,.503,.050,56,.245,164,.856,.197,.317
Detroit Pistons,3600,.431,13.2,.712,.263,.179,.108,.162,.288,.464,.621,.364,.355,.393,.350,.496,.035,37,.239,183,.836,.235,.360
Golden State Warriors,3360,.437,13.4,.704,.273,.167,.098,.165,.296,.477,.632,.370,.419,.365,.342,.488,.042,48,.249,180,.852,.201,.427
Houston Rockets,3360,.455,13.2,.703,.267,.183,.099,.153,.297,.490,.656,.392,.432,.352,.371,.440,.038,42,.240,175,.847,.255,.433
Indiana Pacers,3700,.451,13.9,.659,.284,.126,.093,.156,.341,.508,.590,.494,.415,.425,.340,.494,.046,55,.264,184,.864,.238,.389
Los Angeles Clippers,3600,.423,13.4,.717,.252,.165,.134,.166,.283,.448,.617,.389,.376,.307,.361,.485,.042,48,.228,153,.778,.249,.322
Los Angeles Lakers,3360,.475,12.7,.693,.323,.147,.087,.138,.307,.541,.699,.395,.362,.434,.327,.507,.060,68,.274,213,.893,.227,.357
Memphis Grizzlies,3410,.441,13.5,.670,.299,.146,.083,.144,.330,.494,.642,.387,.386,.359,.333,.476,.043,42,.270,168,.846,.251,.364
Miami Heat,3145,.424,12.6,.749,.257,.192,.138,.162,.251,.448,.527,.420,.414,.385,.354,.427,.024,22,.243,133,.888,.289,.400
Milwaukee Bucks,3145,.433,13.4,.663,.302,.143,.089,.130,.337,.497,.628,.342,.459,.396,.306,.558,.049,47,.251,160,.904,.288,.364
Minnesota Timberwolves,3120,.463,12.7,.683,.329,.140,.074,.140,.317,.523,.654,.414,.416,.379,.334,.457,.062,59,.275,166,.800,.207,.412
New Orleans Pelicans,3435,.440,13.3,.673,.288,.182,.091,.111,.327,.479,.650,.349,.348,.357,.359,.517,.046,52,.259,196,.885,.194,.388
New York Knicks,3120,.452,12.8,.692,.317,.154,.091,.130,.308,.491,.586,.441,.420,.368,.365,.445,.051,50,.275,157,.806,.241,.476
Oklahoma City Thunder,3410,.445,12.0,.708,.313,.188,.103,.103,.292,.487,.631,.358,.381,.397,.343,.442,.048,51,.275,193,.828,.261,.312
Orlando Magic,3360,.443,12.6,.732,.303,.157,.121,.151,.268,.481,.627,.400,.356,.377,.338,.479,.065,63,.241,169,.873,.215,.357
Philadelphia 76ers,3410,.462,12.9,.704,.300,.155,.094,.156,.296,.512,.650,.415,.436,.390,.341,.469,.049,55,.260,194,.841,.203,.427
Phoenix Suns,3675,.463,13.2,.709,.289,.135,.136,.150,.291,.495,.618,.376,.436,.416,.386,.496,.036,44,.254,192,.851,.193,.500
Portland Trail Blazers,3675,.447,12.9,.714,.296,.165,.109,.145,.286,.493,.581,.441,.429,.418,.332,.423,.046,54,.254,177,.773,.192,.311
Sacramento Kings,3410,.464,14.0,.672,.239,.181,.087,.167,.328,.517,.664,.488,.424,.381,.355,.546,.048,48,.219,153,.841,.280,.413
San Antonio Spurs,3360,.443,13.6,.678,.267,.167,.087,.157,.322,.495,.607,.418,.444,.410,.334,.476,.051,50,.240,151,.836,.279,.284
Toronto Raptors,3385,.456,13.0,.676,.307,.163,.082,.124,.324,.509,.627,.415,.379,.427,.345,.506,.059,59,.269,169,.829,.214,.400
Utah Jazz,3600,.438,12.8,.730,.300,.157,.104,.170,.270,.470,.578,.365,.362,.442,.350,.452,.042,44,.255,168,.784,.181,.417
Washington Wizards,3145,.461,13.8,.670,.275,.142,.107,.148,.330,.493,.625,.404,.470,.352,.395,.494,.040,41,.258,160,.832,.166,.483
