Visitor,Home,Prediction,Result,Prediction_Outcome
Miami Heat,Brooklyn Nets,,,
Los Angeles Clippers,Indiana Pacers,,,
Dallas Mavericks,Los Angeles Lakers,,,
Orlando Magic,Milwaukee Bucks,,,
Oklahoma City Thunder,New York Knicks,,,
Phoenix Suns,Philadelphia 76ers,,,
Sacramento Kings,Portland Trail Blazers,,,
Washington Wizards,Toronto Raptors,,,
