team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Los Angeles Clippers,29.8,14,3,12.29,-0.27,12.03,114.2,101.4,96.4,.363,.312,.577,.533,11.3,21.1,.273,.483,14.6,77.7,.215
Golden State Warriors,28.2,13,3,13.19,-1.91,11.28,117.7,104.6,100.7,.276,.368,.609,.573,13.1,21.8,.219,.480,12.7,74.3,.205
Cleveland Cavaliers,29.2,11,3,9.57,-1.09,8.49,115.1,105.3,97.3,.275,.399,.572,.535,11.6,24.3,.212,.495,11.4,77.0,.155
San Antonio Spurs,29.7,11,5,5.38,1.54,6.92,111.4,105.6,93.3,.288,.271,.565,.515,11.8,22.2,.243,.504,13.1,78.5,.193
Toronto Raptors,26.2,10,6,3.44,2.21,5.65,112.8,109.3,95.4,.302,.273,.558,.510,10.9,24.7,.245,.520,14.4,76.0,.240
Chicago Bulls,27.8,11,5,6.31,-1.71,4.60,110.7,104.1,95.1,.275,.240,.531,.484,11.7,30.1,.224,.492,12.2,76.4,.155
Utah Jazz,26.2,11,6,3.82,0.22,4.04,105.6,101.5,91.5,.277,.330,.547,.509,12.6,19.7,.211,.470,11.4,79.6,.190
Houston Rockets,27.2,10,6,3.56,-0.01,3.56,112.0,108.3,96.9,.250,.436,.575,.545,15.2,27.3,.188,.515,12.9,77.7,.209
Detroit Pistons,25.9,9,8,1.53,1.02,2.55,104.1,102.5,94.2,.220,.223,.514,.480,10.9,21.8,.168,.480,12.5,77.2,.195
Atlanta Hawks,28.2,10,6,3.63,-1.16,2.47,103.0,99.3,99.2,.286,.303,.542,.510,15.6,24.6,.201,.483,15.0,78.0,.166
Charlotte Hornets,26.9,9,6,2.27,-0.23,2.04,107.2,104.9,97.3,.292,.342,.540,.501,10.6,19.3,.217,.504,12.5,79.5,.161
Boston Celtics,25.7,8,8,0.63,0.04,0.66,108.1,107.5,96.2,.237,.358,.546,.512,11.9,22.1,.182,.490,12.8,73.3,.219
Oklahoma City Thunder,24.5,9,8,0.41,-0.03,0.38,105.5,105.1,99.5,.267,.292,.540,.503,14.0,24.5,.200,.505,13.3,77.8,.197
Memphis Grizzlies,28.9,8,8,0.56,-0.32,0.25,101.9,101.3,92.6,.287,.302,.518,.470,13.7,23.5,.227,.490,14.5,80.7,.260
Denver Nuggets,25.0,7,9,-2.38,1.63,-0.75,105.1,107.5,99.1,.318,.283,.527,.483,13.9,27.6,.236,.506,10.9,80.5,.205
Miami Heat,25.8,7,8,-1.73,0.75,-0.99,100.3,102.1,93.9,.247,.289,.496,.467,12.6,25.7,.165,.466,13.2,74.6,.210
Minnesota Timberwolves,23.6,8,7,0.40,-1.66,-1.26,107.7,107.3,95.8,.320,.278,.543,.498,13.6,27.3,.243,.516,14.7,77.8,.252
New York Knicks,27.6,6,9,-2.87,0.96,-1.91,106.8,109.7,96.2,.212,.278,.535,.503,13.1,26.8,.164,.506,12.6,74.3,.231
Sacramento Kings,29.0,6,10,-3.00,1.04,-1.96,107.4,110.5,94.2,.308,.285,.548,.501,13.2,22.2,.242,.524,12.8,77.0,.256
Milwaukee Bucks,25.4,6,8,-1.29,-0.98,-2.26,104.8,106.1,96.1,.242,.288,.535,.498,13.5,23.4,.188,.490,13.2,75.8,.236
Los Angeles Lakers,26.1,7,10,-3.71,1.29,-2.42,108.0,111.7,100.2,.262,.306,.558,.517,14.2,24.1,.210,.542,13.4,77.2,.213
New Orleans Pelicans,25.7,7,10,-2.76,0.24,-2.53,102.9,105.6,99.3,.276,.283,.538,.498,12.2,16.1,.212,.496,12.6,78.2,.193
Portland Trail Blazers,25.1,7,11,-3.39,0.85,-2.54,108.9,112.3,98.8,.265,.343,.557,.516,12.3,20.3,.211,.507,11.1,75.0,.246
Washington Wizards,26.2,6,8,-2.36,-0.52,-2.87,105.5,108.0,96.1,.250,.246,.528,.490,12.9,25.7,.192,.523,14.2,74.7,.199
Indiana Pacers,27.3,7,10,-2.94,-1.75,-4.69,103.5,106.5,98.3,.226,.262,.535,.501,13.5,20.8,.175,.506,14.6,73.6,.207
Phoenix Suns,25.6,5,12,-6.12,-0.61,-6.73,102.0,107.9,101.7,.298,.254,.525,.483,14.0,24.3,.223,.508,13.5,78.5,.257
Orlando Magic,25.4,4,12,-6.69,-1.48,-8.17,97.6,104.7,94.2,.243,.294,.490,.456,12.9,24.2,.173,.489,11.7,77.3,.171
Dallas Mavericks,27.6,3,12,-10.13,1.92,-8.21,97.2,108.0,92.9,.214,.352,.502,.465,12.7,19.7,.170,.533,15.4,79.0,.217
Brooklyn Nets,26.7,4,11,-8.60,-0.24,-8.84,102.8,111.2,102.0,.279,.398,.546,.503,15.1,20.0,.219,.530,12.8,75.3,.183
Philadelphia 76ers,25.1,3,13,-9.31,-0.07,-9.38,97.4,106.7,97.5,.237,.340,.526,.494,16.2,18.5,.173,.505,12.1,75.5,.180
