team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.472,12.9,.691,.326,.121,.099,.147,.309,.529,.656,.362,.440,.436,.343,.561,.059,65,.269,183,.903,.260,.415,1,0
Boston Celtics,.446,13.7,.646,.296,.144,.075,.131,.354,.495,.636,.310,.449,.410,.356,.543,.028,31,.283,202,.827,.207,.437,1,0
Brooklyn Nets,.441,13.4,.601,.307,.174,.063,.059,.399,.517,.601,.446,.486,.318,.325,.402,.034,34,.298,187,.890,.206,.326,1,0
Chicago Bulls,.443,12.5,.760,.281,.184,.100,.196,.240,.473,.559,.506,.364,.373,.346,.471,.041,45,.267,185,.845,.236,.400,2,0
Charlotte Hornets,.433,14.0,.646,.284,.130,.080,.153,.354,.479,.619,.386,.404,.333,.351,.578,.029,32,.260,166,.835,.149,.373,3,0
Cleveland Cavaliers,.445,14.7,.610,.272,.118,.093,.128,.390,.488,.614,.298,.505,.381,.377,.452,.056,51,.223,125,.838,.254,.423,2,0
Dallas Mavericks,.407,15.1,.645,.207,.137,.115,.187,.355,.460,.586,.415,.382,.403,.310,.404,.037,33,.182,99,.763,.186,.338,2,0
Denver Nuggets,.438,12.0,.723,.346,.169,.086,.122,.277,.470,.564,.415,.352,.362,.354,.466,.041,41,.311,198,.850,.183,.435,4,0
Detroit Pistons,.434,12.5,.777,.243,.219,.146,.170,.223,.465,.618,.374,.445,.378,.326,.485,.040,49,.206,153,.832,.223,.415,5,0
Golden State Warriors,.494,14.3,.634,.290,.115,.097,.135,.366,.566,.698,.421,.449,.485,.369,.669,.065,74,.236,182,.836,.217,.361,4,0
Houston Rockets,.462,13.7,.581,.321,.145,.053,.060,.419,.527,.661,.362,.397,.347,.371,.538,.064,68,.284,204,.763,.208,.356,2,0
Indiana Pacers,.452,12.9,.745,.270,.177,.093,.204,.255,.485,.598,.470,.339,.412,.355,.506,.031,38,.263,201,.851,.235,.363,4,0
Los Angeles Clippers,.469,13.6,.691,.306,.120,.082,.183,.309,.508,.668,.302,.353,.445,.384,.490,.066,70,.253,188,.776,.225,.395,3,0
Los Angeles Lakers,.471,13.3,.683,.266,.176,.118,.122,.317,.518,.674,.430,.386,.437,.370,.450,.069,82,.203,155,.829,.221,.374,4,0
Memphis Grizzlies,.427,13.3,.692,.286,.163,.094,.149,.308,.464,.561,.417,.417,.357,.343,.486,.027,26,.271,165,.777,.224,.481,4,0
Miami Heat,.424,12.0,.720,.342,.171,.077,.131,.280,.458,.582,.361,.333,.331,.338,.409,.053,53,.299,174,.953,.325,.388,1,0
Milwaukee Bucks,.446,11.8,.718,.352,.166,.089,.110,.282,.493,.643,.312,.320,.431,.326,.542,.067,70,.284,182,.961,.263,.337,2,0
Minnesota Timberwolves,.456,12.4,.714,.324,.159,.084,.149,.286,.488,.619,.409,.330,.373,.377,.495,.056,57,.271,160,.836,.237,.425,1,0
New Orleans Pelicans,.444,13.4,.719,.261,.178,.101,.178,.281,.494,.609,.448,.417,.414,.316,.551,.036,41,.234,174,.853,.226,.386,4,0
New York Knicks,.453,13.1,.723,.304,.120,.133,.167,.277,.493,.602,.401,.427,.410,.349,.459,.038,43,.267,179,.849,.188,.438,6,0
Oklahoma City Thunder,.451,11.9,.709,.343,.147,.126,.094,.291,.497,.609,.362,.440,.376,.338,.461,.065,76,.280,207,.824,.291,.425,4,0
Orlando Magic,.411,13.2,.704,.276,.180,.090,.159,.296,.448,.613,.357,.406,.287,.323,.493,.042,45,.241,155,.912,.189,.303,5,0
Philadelphia 76ers,.440,13.8,.660,.269,.143,.106,.141,.340,.483,.665,.345,.379,.364,.356,.500,.038,40,.228,168,.866,.180,.431,3,0
Phoenix Suns,.445,12.5,.753,.296,.163,.121,.173,.247,.487,.602,.434,.396,.404,.315,.404,.045,51,.257,197,.830,.292,.265,4,0
Portland Trail Blazers,.448,14.1,.654,.268,.139,.100,.147,.346,.497,.609,.402,.414,.439,.357,.448,.034,43,.237,191,.797,.234,.363,4,0
Sacramento Kings,.448,13.0,.725,.255,.205,.102,.162,.275,.485,.661,.396,.393,.378,.349,.498,.058,60,.241,158,.909,.289,.330,4,0
San Antonio Spurs,.457,13.5,.737,.233,.174,.113,.219,.263,.479,.596,.429,.419,.422,.395,.527,.038,32,.216,142,.898,.291,.460,2,0
Toronto Raptors,.459,13.0,.734,.255,.178,.130,.171,.266,.506,.634,.421,.481,.422,.331,.392,.037,42,.235,163,.811,.247,.354,1,0
Utah Jazz,.451,13.5,.676,.274,.145,.119,.138,.324,.503,.650,.450,.450,.313,.343,.416,.059,63,.224,153,.763,.230,.352,1,0
Washington Wizards,.447,12.8,.761,.269,.173,.134,.184,.239,.477,.574,.469,.428,.378,.354,.448,.022,20,.268,170,.823,.236,.297,3,0
