Visitor,Home,Prediction,Result,Prediction_Outcome
New York Knicks,Charlotte Hornets,,,
Philadelphia 76ers,Memphis Grizzlies,,,
Detroit Pistons,Milwaukee Bucks,,,
Washington Wizards,Portland Trail Blazers,,,
Brooklyn Nets,Utah Jazz,,,
