Visitor,Home,Prediction,Result,Prediction_Outcome
Denver Nuggets,Boston Celtics,,,
Milwaukee Bucks,Dallas Mavericks,,,
Phoenix Suns,Los Angeles Lakers,,,
Portland Trail Blazers,Memphis Grizzlies,,,
Utah Jazz,New York Knicks,,,
Sacramento Kings,Toronto Raptors,,,
