Visitor,Home,Prediction,Result,Prediction_Outcome
Dallas Mavericks,Atlanta Hawks,,,
Cleveland Cavaliers,Boston Celtics,,,
Houston Rockets,Los Angeles Clippers,,,
Philadelphia 76ers,Miami Heat,,,
Denver Nuggets,Milwaukee Bucks,,,
Detroit Pistons,New Orleans Pelicans,,,
New York Knicks,Orlando Magic,,,
Brooklyn Nets,Sacramento Kings,,,
Indiana Pacers,San Antonio Spurs,,,
Washington Wizards,Toronto Raptors,,,
Minnesota Timberwolves,Utah Jazz,,,
