Visitor,Home,Prediction,Result,Prediction_Outcome
Orlando Magic,Atlanta Hawks,,,
Detroit Pistons,Indiana Pacers,,,
Philadelphia 76ers,Miami Heat,,,
Memphis Grizzlies,Minnesota Timberwolves,,,
Cleveland Cavaliers,New York Knicks,,,
Milwaukee Bucks,Phoenix Suns,,,
Golden State Warriors,Sacramento Kings,,,
Denver Nuggets,San Antonio Spurs,,,
Charlotte Hornets,Utah Jazz,,,
New Orleans Pelicans,Washington Wizards,,,
