team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,43,8,12.84,-0.39,12.45,116.5,103.8,100.6,.267,.360,.604,.569,13.4,22.2,.211,.487,13.1,76.3,.199
San Antonio Spurs,29.6,38,13,8.25,-0.34,7.91,112.5,103.8,94.7,.279,.270,.573,.531,12.4,22.9,.224,.492,13.6,77.4,.200
Houston Rockets,27.4,38,17,6.16,-0.18,5.99,114.4,108.2,99.2,.288,.459,.585,.549,13.6,24.3,.219,.518,13.4,76.5,.200
Cleveland Cavaliers,29.0,33,17,5.14,-0.38,4.76,113.3,108.0,96.8,.290,.393,.572,.536,12.7,23.7,.217,.512,12.3,75.8,.171
Toronto Raptors,26.1,34,19,4.64,-0.33,4.32,113.8,109.0,95.4,.298,.292,.564,.518,11.1,25.1,.240,.514,14.0,75.2,.224
Utah Jazz,26.6,34,18,4.50,-0.33,4.17,109.2,104.3,91.3,.302,.334,.565,.526,13.3,22.2,.227,.485,11.8,78.3,.191
Los Angeles Clippers,30.1,32,20,3.33,-0.15,3.18,111.8,108.4,96.4,.308,.326,.569,.530,12.1,22.2,.231,.502,12.1,76.5,.219
Boston Celtics,25.9,30,21,2.67,0.05,2.72,111.9,109.2,96.2,.255,.386,.565,.524,11.6,21.5,.209,.506,12.7,74.5,.223
Memphis Grizzlies,29.2,29,25,1.22,0.60,1.82,106.8,105.5,92.7,.284,.309,.531,.486,11.9,24.5,.224,.496,13.9,77.8,.269
Washington Wizards,25.9,29,22,2.16,-0.63,1.53,110.2,108.0,96.9,.239,.275,.562,.528,13.0,24.0,.188,.518,14.2,75.7,.211
Charlotte Hornets,26.7,27,25,0.81,-0.06,0.74,108.1,107.3,96.7,.289,.320,.543,.496,10.9,20.4,.233,.511,11.6,79.8,.165
Oklahoma City Thunder,24.5,27,26,0.23,0.31,0.54,107.1,106.9,97.7,.296,.300,.538,.498,13.4,26.7,.220,.505,12.3,77.9,.209
Milwaukee Bucks,25.5,25,25,0.16,-0.14,0.02,109.4,109.2,95.6,.278,.277,.563,.526,13.3,23.0,.211,.513,13.3,75.2,.219
Chicago Bulls,27.5,27,25,0.52,-0.59,-0.07,107.7,107.1,94.9,.286,.233,.526,.479,12.1,28.6,.228,.509,12.3,76.8,.163
Detroit Pistons,25.4,25,27,-0.54,0.06,-0.48,106.6,107.2,94.7,.218,.263,.530,.500,11.3,23.2,.161,.513,12.1,80.4,.206
Denver Nuggets,25.3,24,27,-1.10,0.11,-0.98,111.6,112.7,98.1,.297,.308,.558,.518,13.5,28.7,.227,.530,10.9,79.0,.207
Indiana Pacers,27.1,26,25,0.20,-1.22,-1.02,107.4,107.2,97.3,.272,.267,.556,.512,12.9,19.7,.220,.505,14.1,74.8,.221
Atlanta Hawks,28.2,25,27,-0.50,-0.53,-1.03,105.5,106.0,97.2,.279,.305,.542,.508,13.9,23.7,.203,.509,13.8,76.1,.177
Miami Heat,26.4,23,29,-1.44,0.15,-1.29,105.1,106.6,95.2,.249,.302,.531,.505,12.4,23.0,.169,.496,12.3,76.8,.209
Minnesota Timberwolves,23.7,24,28,-1.37,0.01,-1.36,109.5,111.0,94.6,.282,.263,.551,.509,13.3,27.0,.222,.528,13.1,76.4,.219
Portland Trail Blazers,25.1,23,30,-2.26,0.70,-1.57,109.4,111.7,97.2,.269,.327,.554,.514,12.3,22.3,.212,.512,11.8,76.4,.252
Dallas Mavericks,27.8,21,31,-2.83,0.69,-2.13,106.0,109.1,91.6,.223,.366,.542,.506,11.5,18.5,.179,.531,14.7,77.3,.226
Sacramento Kings,28.9,21,31,-3.00,0.50,-2.50,108.1,111.2,94.3,.301,.307,.555,.511,13.4,22.1,.234,.531,13.6,76.3,.239
New Orleans Pelicans,25.5,21,31,-3.12,0.24,-2.87,103.9,107.0,98.1,.249,.303,.531,.497,11.6,18.6,.185,.506,12.1,77.6,.176
New York Knicks,27.5,21,32,-3.00,-0.32,-3.32,107.9,110.9,96.8,.242,.285,.532,.494,12.5,27.5,.188,.507,11.6,74.7,.221
Phoenix Suns,25.8,16,36,-6.02,0.76,-5.26,106.3,112.3,99.3,.298,.267,.539,.493,13.6,26.2,.234,.531,13.6,76.9,.261
Los Angeles Lakers,25.9,17,37,-5.85,0.50,-5.35,106.5,112.5,98.0,.267,.303,.537,.498,13.4,25.7,.205,.535,12.5,75.7,.208
Orlando Magic,25.7,16,38,-6.11,0.20,-5.92,103.3,109.7,96.0,.240,.303,.523,.491,12.2,21.5,.174,.519,12.1,77.1,.200
Philadelphia 76ers,24.9,15,36,-6.14,-0.15,-6.28,101.9,108.1,97.8,.258,.348,.536,.499,15.3,21.6,.196,.510,13.3,75.0,.222
Brooklyn Nets,26.3,13,39,-8.92,0.61,-8.32,103.0,111.7,101.7,.273,.379,.548,.505,15.0,19.1,.218,.518,11.3,75.7,.205
