team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Utah Jazz,35.8,82.2,8.2,22.8,27.6,59.4,15.7,20.6,.763,9.4,31.1,40.5,17.7,7.0,3.6,12.2,20.5,95.4
San Antonio Spurs,36.9,83.4,8.3,24.7,28.5,58.6,16.6,21.4,.780,9.9,31.6,41.5,21.3,7.6,4.2,14.6,20.1,98.7
Dallas Mavericks,36.6,78.0,9.6,24.6,27.0,53.4,17.7,22.9,.771,8.8,35.5,44.3,20.5,6.2,3.5,15.2,19.4,100.5
Milwaukee Bucks,38.0,84.5,10.7,29.7,27.3,54.8,18.5,23.8,.776,10.8,32.0,42.8,24.4,7.6,5.2,14.6,19.6,105.1
Cleveland Cavaliers,40.1,88.2,10.2,28.4,29.9,59.8,15.1,19.6,.770,10.9,32.9,43.8,24.2,7.6,4.9,13.6,21.5,105.4
Detroit Pistons,38.0,82.8,8.9,24.5,29.1,58.3,17.0,21.9,.777,8.3,34.0,42.3,23.1,7.0,4.3,12.7,17.2,101.9
Chicago Bulls,39.5,86.5,8.9,24.7,30.6,61.8,14.1,18.6,.761,10.3,32.4,42.7,23.9,7.3,4.9,13.2,19.5,102.1
Miami Heat,38.2,85.0,8.1,23.5,30.1,61.5,17.8,22.8,.782,10.1,34.2,44.3,20.4,6.8,5.1,13.3,18.7,102.2
Memphis Grizzlies,34.3,78.8,9.6,27.9,24.7,50.8,21.2,28.4,.745,9.3,33.4,42.6,19.6,6.7,5.1,14.8,21.1,99.3
Indiana Pacers,38.2,85.6,10.1,29.2,28.1,56.4,18.9,23.9,.791,11.2,34.3,45.5,22.7,8.2,5.3,15.7,20.3,105.3
Golden State Warriors,39.1,89.7,9.2,28.5,29.9,61.2,17.9,23.4,.764,11.2,31.9,43.1,22.4,8.8,3.8,15.0,20.1,105.3
Washington Wizards,38.8,84.5,10.0,27.5,28.8,57.0,17.9,23.9,.747,10.6,32.0,42.5,22.8,7.5,4.3,15.7,19.5,105.4
Boston Celtics,38.6,85.5,9.3,26.8,29.4,58.7,19.1,24.9,.765,11.0,34.0,45.0,22.8,7.3,5.2,14.1,19.7,105.6
Atlanta Hawks,39.2,87.3,10.3,28.9,28.9,58.3,15.5,20.1,.770,10.6,33.2,43.8,22.5,8.9,5.2,15.4,21.1,104.3
Charlotte Hornets,39.4,87.9,11.1,31.1,28.3,56.8,14.5,18.6,.779,9.1,35.5,44.7,23.8,6.9,6.1,12.6,20.3,104.4
Philadelphia 76ers,39.2,85.8,9.2,25.3,30.0,60.5,19.1,25.2,.758,11.1,34.3,45.4,22.3,8.5,5.0,14.9,20.2,106.5
Los Angeles Clippers,38.6,85.8,9.0,25.7,29.6,60.1,18.8,24.3,.774,10.4,32.9,43.3,22.7,7.3,3.3,13.3,22.3,105.0
Minnesota Timberwolves,38.9,82.8,9.5,26.3,29.4,56.5,18.2,23.5,.773,9.6,30.9,40.6,22.4,7.8,5.1,14.1,20.7,105.6
Sacramento Kings,37.8,81.6,11.0,29.5,26.8,52.1,19.5,25.1,.777,9.9,32.5,42.3,23.1,8.3,5.4,14.6,21.3,106.2
New Orleans Pelicans,40.1,89.6,10.5,29.8,29.5,59.8,15.8,20.4,.775,10.3,38.7,49.0,23.7,7.4,4.8,13.6,19.1,106.4
Toronto Raptors,37.9,83.5,10.0,27.6,27.9,55.9,18.7,24.0,.778,10.5,32.6,43.2,22.2,6.4,4.7,15.3,20.5,104.6
Oklahoma City Thunder,39.3,86.4,8.6,24.8,30.6,61.6,18.1,24.0,.754,9.8,31.8,41.6,21.5,8.4,5.3,13.6,21.0,105.3
Denver Nuggets,41.8,87.9,9.5,25.3,32.4,62.6,18.2,23.1,.787,9.1,31.0,40.0,24.1,8.4,5.3,12.0,21.2,111.3
Orlando Magic,39.6,85.5,9.5,26.0,30.2,59.5,17.1,22.4,.765,9.8,35.3,45.1,22.9,7.4,5.1,13.1,18.7,105.8
New York Knicks,39.8,88.2,9.7,27.8,30.2,60.4,19.5,24.9,.783,11.5,33.3,44.8,22.4,7.6,4.7,13.0,18.6,108.8
Portland Trail Blazers,39.1,86.1,10.1,26.4,29.0,59.8,21.7,27.3,.796,10.2,34.6,44.8,21.1,7.9,5.3,13.1,19.6,109.9
Phoenix Suns,40.3,85.2,9.8,25.4,30.5,59.8,22.2,28.2,.788,9.8,33.4,43.2,22.3,8.0,5.7,15.3,22.0,112.6
Brooklyn Nets,42.5,92.0,10.3,28.1,32.3,63.9,18.8,24.5,.769,11.3,36.4,47.8,23.2,9.8,6.1,13.2,19.9,114.1
Houston Rockets,40.4,87.5,9.9,28.1,30.5,59.4,17.5,22.6,.774,10.2,32.8,43.1,23.1,8.7,5.0,15.1,20.1,108.2
Los Angeles Lakers,41.1,86.3,10.1,27.6,31.0,58.8,18.0,23.7,.757,10.5,34.0,44.5,24.9,8.6,5.3,13.8,18.8,110.3
