team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,11670,.449,13.9,.674,.264,.134,.112,.164,.326,.492,.588,.421,.418,.444,.361,.484,.042,157,.225,496,.824,.235,.425
Boston Celtics,11595,.453,13.4,.691,.283,.162,.095,.150,.309,.500,.617,.411,.415,.423,.347,.512,.043,166,.248,566,.853,.206,.368
Brooklyn Nets,11570,.467,13.3,.690,.284,.151,.104,.152,.310,.510,.619,.429,.402,.460,.371,.467,.050,208,.252,608,.791,.234,.384
Chicago Bulls,11785,.458,12.7,.721,.311,.156,.098,.155,.279,.494,.602,.407,.407,.419,.364,.535,.048,187,.282,642,.860,.242,.411
Charlotte Hornets,11595,.446,14.0,.652,.290,.114,.094,.154,.348,.495,.575,.432,.446,.420,.355,.505,.033,122,.261,598,.869,.219,.386
Cleveland Cavaliers,11355,.454,13.3,.676,.294,.150,.102,.130,.324,.500,.631,.382,.412,.409,.358,.529,.045,160,.252,604,.825,.241,.356
Dallas Mavericks,11595,.469,13.7,.685,.261,.146,.108,.171,.315,.504,.669,.421,.406,.383,.395,.479,.042,146,.220,510,.792,.262,.430
Denver Nuggets,11115,.472,13.2,.714,.282,.151,.109,.173,.286,.513,.634,.468,.451,.395,.370,.493,.049,184,.240,564,.837,.207,.423
Detroit Pistons,11570,.458,13.4,.701,.263,.162,.117,.158,.299,.494,.636,.389,.440,.407,.372,.538,.035,125,.231,540,.855,.229,.365
Golden State Warriors,11595,.434,13.6,.681,.276,.157,.101,.147,.319,.486,.627,.379,.395,.400,.321,.484,.046,182,.240,593,.828,.210,.352
Houston Rockets,12315,.462,13.4,.678,.287,.169,.082,.139,.322,.512,.689,.410,.355,.363,.357,.485,.047,199,.256,725,.813,.238,.390
Indiana Pacers,11405,.450,14.2,.656,.264,.145,.091,.156,.344,.505,.630,.442,.436,.390,.347,.497,.047,170,.249,565,.876,.252,.377
Los Angeles Clippers,11570,.449,13.5,.705,.265,.153,.125,.163,.295,.490,.653,.438,.378,.362,.349,.511,.048,182,.233,561,.838,.220,.362
Los Angeles Lakers,12000,.479,13.3,.681,.292,.150,.094,.145,.319,.533,.687,.436,.406,.403,.363,.527,.064,249,.240,643,.851,.210,.394
Memphis Grizzlies,12200,.437,14.1,.640,.276,.145,.085,.134,.360,.491,.614,.413,.393,.386,.340,.470,.042,153,.249,539,.831,.234,.387
Miami Heat,11835,.449,12.7,.721,.292,.166,.118,.146,.279,.489,.586,.444,.448,.379,.345,.451,.040,154,.257,566,.840,.246,.360
Milwaukee Bucks,11355,.450,13.4,.647,.314,.135,.091,.108,.353,.500,.622,.412,.357,.375,.359,.549,.052,183,.265,593,.878,.296,.403
Minnesota Timberwolves,11595,.469,13.0,.684,.316,.139,.092,.136,.316,.522,.649,.430,.405,.401,.355,.483,.059,220,.267,608,.854,.211,.395
New Orleans Pelicans,11670,.445,13.6,.667,.286,.153,.096,.132,.333,.489,.641,.373,.363,.380,.357,.504,.050,204,.247,611,.840,.222,.371
New York Knicks,11935,.450,12.8,.685,.321,.147,.086,.132,.315,.496,.597,.419,.399,.400,.351,.482,.050,194,.279,647,.842,.223,.422
Oklahoma City Thunder,11620,.454,12.1,.710,.329,.177,.095,.109,.290,.496,.618,.394,.396,.385,.352,.468,.053,196,.281,661,.847,.227,.372
Orlando Magic,12075,.463,12.9,.700,.312,.148,.104,.136,.300,.506,.622,.451,.384,.394,.362,.491,.061,222,.257,627,.835,.215,.415
Philadelphia 76ers,11380,.454,13.0,.702,.294,.154,.106,.148,.298,.493,.631,.360,.442,.391,.363,.487,.050,184,.255,584,.832,.215,.420
Phoenix Suns,11645,.470,13.2,.699,.298,.141,.110,.150,.301,.505,.639,.377,.438,.409,.389,.468,.047,175,.258,613,.818,.214,.462
Portland Trail Blazers,11910,.455,13.4,.695,.273,.166,.104,.152,.305,.487,.577,.434,.442,.412,.380,.451,.041,150,.236,519,.816,.194,.360
Sacramento Kings,11645,.465,14.2,.643,.250,.168,.080,.146,.357,.515,.653,.442,.433,.405,.376,.521,.051,177,.223,511,.844,.246,.434
San Antonio Spurs,11330,.447,13.0,.702,.293,.160,.100,.150,.298,.493,.611,.373,.429,.430,.340,.496,.050,179,.257,551,.838,.255,.334
Toronto Raptors,11570,.456,13.3,.672,.283,.174,.094,.121,.328,.502,.656,.393,.388,.387,.363,.499,.054,199,.255,569,.838,.228,.367
Utah Jazz,11785,.435,12.7,.726,.296,.169,.114,.147,.274,.465,.589,.369,.357,.406,.357,.407,.047,163,.251,542,.783,.197,.388
Washington Wizards,11355,.460,13.7,.676,.285,.144,.098,.149,.324,.506,.637,.391,.448,.406,.364,.507,.048,176,.245,556,.842,.219,.391
