team_name,W_PCT,HOME_RECORD,ROAD_RECORD,L10,CurrentStreak
New York Knicks,0.5,0.42857142857142855,0.5555555555555556,0.6,-2
Los Angeles Lakers,0.14285714285714285,0.16666666666666666,0.125,0.2,-4
Memphis Grizzlies,0.5625,0.7142857142857143,0.4444444444444444,0.6,2
Philadelphia 76ers,0.0,0.0,0.0,0.0,-16
San Antonio Spurs,0.8,1.0,0.5714285714285714,0.9,3
Houston Rockets,0.3333333333333333,0.3,0.4,0.3,-3
Detroit Pistons,0.5333333333333333,0.6666666666666666,0.4444444444444444,0.4,1
Boston Celtics,0.5333333333333333,0.5555555555555556,0.5,0.6,1
Miami Heat,0.6428571428571429,0.8,0.25,0.7,-1
Orlando Magic,0.4666666666666667,0.625,0.2857142857142857,0.6,1
Portland Trail Blazers,0.375,0.42857142857142855,0.3333333333333333,0.2,-1
Golden State Warriors,1.0,1.0,1.0,1.0,16
Chicago Bulls,0.6923076923076923,0.8333333333333334,0.5714285714285714,0.7,1
Washington Wizards,0.5,0.5,0.5,0.4,-2
Dallas Mavericks,0.5625,0.6666666666666666,0.5,0.6,-3
Minnesota Timberwolves,0.4666666666666667,0.25,0.7142857142857143,0.4,2
Oklahoma City Thunder,0.625,0.7,0.5,0.7,3
Charlotte Hornets,0.6,0.875,0.2857142857142857,0.7,4
Milwaukee Bucks,0.4,0.5,0.2857142857142857,0.4,-1
Los Angeles Clippers,0.4666666666666667,0.5555555555555556,0.3333333333333333,0.3,-1
Toronto Raptors,0.625,0.8,0.5454545454545454,0.5,3
Utah Jazz,0.5,0.5,0.5,0.5,1
Phoenix Suns,0.4666666666666667,0.5555555555555556,0.3333333333333333,0.4,-3
Sacramento Kings,0.375,0.4444444444444444,0.2857142857142857,0.5,1
New Orleans Pelicans,0.26666666666666666,0.42857142857142855,0.125,0.4,3
Cleveland Cavaliers,0.7333333333333333,1.0,0.42857142857142855,0.7,-1
Atlanta Hawks,0.5882352941176471,0.6666666666666666,0.5,0.4,-1
Brooklyn Nets,0.2,0.4,0.1,0.3,-1
Indiana Pacers,0.6428571428571429,0.7142857142857143,0.5714285714285714,0.8,3
Denver Nuggets,0.4,0.375,0.42857142857142855,0.4,-4
