team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.455,13.0,.698,.321,.125,.099,.153,.302,.505,.635,.344,.399,.427,.339,.538,.054,161,.278,506,.897,.236,.404,5,0
Boston Celtics,.453,14.1,.627,.291,.141,.072,.123,.373,.502,.621,.381,.436,.404,.370,.550,.028,86,.277,536,.848,.211,.470,10,0
Brooklyn Nets,.439,13.3,.617,.304,.179,.067,.068,.383,.504,.593,.452,.401,.344,.334,.430,.031,89,.302,548,.863,.213,.346,4,0
Chicago Bulls,.432,12.4,.764,.288,.176,.126,.175,.236,.469,.569,.460,.388,.370,.315,.496,.037,114,.265,486,.860,.250,.395,5,0
Charlotte Hornets,.442,13.4,.685,.291,.146,.096,.151,.315,.483,.609,.393,.393,.381,.355,.565,.032,102,.267,505,.781,.145,.366,6,0
Cleveland Cavaliers,.453,14.2,.613,.283,.122,.099,.109,.387,.496,.643,.316,.414,.387,.384,.427,.052,152,.239,441,.821,.284,.417,4,0
Dallas Mavericks,.432,15.3,.632,.203,.124,.122,.182,.368,.480,.631,.415,.445,.382,.351,.445,.036,104,.170,308,.829,.193,.368,5,0
Denver Nuggets,.454,12.6,.690,.323,.164,.083,.120,.310,.496,.603,.426,.367,.393,.361,.493,.048,144,.281,508,.885,.205,.382,8,0
Detroit Pistons,.452,13.0,.736,.245,.196,.139,.156,.264,.492,.644,.398,.450,.408,.340,.460,.042,140,.206,430,.844,.218,.395,17,0
Golden State Warriors,.499,14.2,.647,.295,.106,.114,.134,.353,.563,.696,.449,.446,.458,.382,.662,.069,232,.234,500,.857,.203,.380,15,0
Houston Rockets,.469,14.5,.540,.308,.132,.041,.058,.460,.549,.676,.386,.361,.389,.375,.546,.069,220,.263,578,.780,.200,.408,9,0
Indiana Pacers,.460,13.4,.735,.239,.189,.112,.194,.265,.493,.616,.469,.405,.414,.368,.496,.030,95,.237,458,.853,.244,.396,11,1
Los Angeles Clippers,.465,14.2,.675,.272,.121,.086,.196,.325,.508,.642,.369,.425,.444,.376,.498,.064,192,.226,439,.779,.216,.402,8,0
Los Angeles Lakers,.446,12.9,.700,.279,.184,.113,.123,.300,.486,.649,.359,.392,.395,.354,.450,.054,181,.232,499,.810,.213,.382,8,1
Memphis Grizzlies,.425,13.4,.695,.281,.164,.098,.153,.305,.459,.556,.424,.386,.362,.347,.484,.029,88,.265,477,.834,.196,.435,14,0
Miami Heat,.437,12.9,.705,.291,.169,.093,.152,.295,.480,.610,.378,.388,.398,.337,.450,.050,156,.244,454,.915,.312,.382,7,0
Milwaukee Bucks,.476,11.6,.716,.370,.165,.072,.108,.284,.518,.643,.386,.348,.409,.368,.542,.080,223,.288,505,.920,.278,.365,6,0
Minnesota Timberwolves,.457,12.8,.724,.299,.156,.094,.177,.276,.497,.621,.428,.401,.399,.352,.525,.055,170,.247,446,.849,.253,.412,4,0
New Orleans Pelicans,.438,13.4,.701,.272,.164,.107,.156,.299,.474,.599,.406,.392,.382,.353,.526,.041,129,.242,461,.813,.197,.371,5,0
New York Knicks,.446,13.2,.718,.293,.122,.137,.166,.282,.479,.598,.354,.422,.403,.361,.454,.042,139,.256,491,.846,.218,.450,16,0
Oklahoma City Thunder,.461,12.1,.698,.349,.144,.107,.099,.302,.518,.632,.416,.410,.379,.329,.471,.062,191,.289,571,.819,.277,.365,11,1
Orlando Magic,.437,13.6,.696,.253,.175,.112,.157,.304,.483,.620,.403,.455,.365,.334,.492,.038,118,.224,437,.889,.175,.315,12,0
Philadelphia 76ers,.432,13.8,.650,.276,.149,.105,.120,.350,.477,.620,.366,.370,.384,.349,.520,.035,98,.250,433,.861,.158,.414,5,0
Phoenix Suns,.446,12.7,.732,.311,.145,.119,.158,.268,.482,.619,.394,.372,.374,.347,.375,.049,151,.268,521,.818,.295,.328,13,0
Portland Trail Blazers,.461,13.8,.666,.276,.150,.092,.148,.334,.510,.617,.415,.440,.451,.363,.477,.047,153,.233,458,.820,.215,.375,10,0
Sacramento Kings,.450,12.9,.699,.280,.189,.080,.149,.301,.490,.636,.417,.386,.365,.358,.490,.047,130,.270,489,.882,.245,.390,10,0
San Antonio Spurs,.480,13.4,.726,.251,.166,.108,.203,.274,.504,.636,.418,.402,.463,.414,.530,.047,132,.214,396,.890,.285,.462,7,0
Toronto Raptors,.468,13.4,.713,.243,.184,.123,.163,.287,.501,.624,.456,.447,.407,.388,.381,.044,128,.214,385,.800,.256,.391,7,1
Utah Jazz,.463,13.6,.661,.282,.149,.098,.133,.339,.512,.652,.432,.419,.372,.369,.435,.060,172,.227,407,.795,.240,.363,7,0
Washington Wizards,.471,13.1,.733,.285,.147,.117,.183,.267,.511,.627,.446,.436,.430,.360,.500,.035,103,.260,504,.838,.255,.332,5,0
