team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.2,33,7,12.05,-0.64,11.41,116.0,104.1,100.6,.270,.353,.602,.566,13.4,21.9,.214,.486,13.0,75.7,.201
San Antonio Spurs,29.8,30,9,9.03,-0.09,8.93,113.6,104.0,93.7,.268,.274,.578,.536,12.5,23.6,.221,.495,13.3,78.0,.193
Houston Rockets,27.4,29,12,7.12,-0.05,7.07,115.5,108.3,98.5,.278,.460,.589,.556,13.8,25.4,.210,.513,13.0,76.3,.202
Toronto Raptors,26.1,26,12,6.24,0.56,6.79,115.4,108.9,95.4,.310,.287,.572,.524,11.2,25.5,.252,.514,14.4,73.9,.216
Cleveland Cavaliers,29.0,26,12,5.71,-0.27,5.44,112.9,107.0,96.4,.298,.387,.566,.527,12.6,24.3,.227,.508,12.5,75.6,.167
Los Angeles Clippers,30.1,28,13,5.54,-0.66,4.88,111.3,105.6,96.4,.313,.325,.566,.526,12.3,22.1,.236,.492,12.5,76.8,.218
Utah Jazz,26.5,25,15,3.45,-0.05,3.40,108.2,104.4,90.9,.294,.339,.564,.526,13.8,21.9,.222,.478,11.6,76.7,.188
Boston Celtics,26.0,22,17,2.28,-0.14,2.15,111.2,108.9,96.0,.249,.373,.561,.522,11.7,21.5,.202,.504,12.9,73.7,.222
Oklahoma City Thunder,24.6,23,17,2.05,-0.16,1.89,108.5,106.4,97.4,.297,.302,.548,.511,13.2,26.1,.218,.502,12.3,77.9,.204
Milwaukee Bucks,25.6,21,16,2.05,-0.19,1.87,109.6,107.5,95.3,.267,.284,.563,.528,12.8,22.1,.203,.503,13.1,75.7,.208
Charlotte Hornets,26.7,21,18,1.49,-0.37,1.12,108.3,106.8,96.6,.298,.315,.543,.498,10.9,20.6,.233,.506,11.3,79.4,.165
Memphis Grizzlies,28.7,21,20,0.49,0.41,0.90,104.8,104.3,92.8,.279,.305,.522,.478,12.0,23.8,.217,.495,14.3,78.4,.266
Detroit Pistons,25.5,20,21,-0.63,0.37,-0.26,106.0,106.6,94.2,.218,.264,.527,.497,11.2,22.5,.162,.511,12.2,80.4,.202
Atlanta Hawks,28.2,19,19,0.08,-0.63,-0.55,104.7,104.7,97.5,.273,.302,.539,.506,14.1,24.3,.195,.505,14.0,76.7,.171
Chicago Bulls,27.6,20,20,-0.28,-0.48,-0.76,107.0,107.3,94.3,.278,.236,.519,.470,12.2,29.8,.225,.507,12.3,75.9,.165
Minnesota Timberwolves,23.7,18,21,-1.10,0.19,-0.91,109.2,110.3,94.3,.283,.276,.549,.506,13.6,28.0,.222,.528,13.4,77.3,.221
Washington Wizards,26.1,18,20,-0.71,-0.26,-0.97,108.0,108.8,96.8,.240,.267,.554,.519,13.3,23.8,.186,.529,14.4,76.4,.211
Portland Trail Blazers,25.1,18,23,-2.24,0.92,-1.32,109.7,112.0,97.3,.276,.334,.561,.522,12.5,21.6,.215,.512,11.7,76.0,.253
Denver Nuggets,25.2,16,22,-2.37,0.25,-2.12,110.0,112.4,98.1,.292,.310,.550,.510,13.6,28.2,.221,.526,10.8,79.2,.216
Sacramento Kings,28.9,16,22,-2.47,0.28,-2.20,107.4,110.0,94.4,.295,.301,.548,.504,13.0,21.8,.229,.528,13.9,76.2,.230
New Orleans Pelicans,25.6,16,24,-2.68,0.38,-2.30,103.2,105.8,97.8,.259,.299,.528,.490,11.7,18.3,.196,.499,12.0,77.5,.172
Indiana Pacers,27.1,18,21,-1.10,-1.28,-2.38,107.2,108.3,97.8,.266,.265,.553,.509,12.8,20.0,.218,.508,13.5,74.5,.211
New York Knicks,27.6,16,24,-2.88,-0.21,-3.09,107.6,110.6,97.0,.234,.282,.534,.497,12.6,26.6,.184,.505,11.9,74.3,.227
Miami Heat,26.2,14,26,-4.40,0.50,-3.90,102.6,107.2,94.8,.247,.295,.514,.487,12.2,23.7,.166,.497,12.0,76.6,.205
Dallas Mavericks,27.8,13,26,-5.26,1.14,-4.11,104.0,109.7,91.5,.214,.368,.532,.497,12.1,19.0,.171,.539,15.0,77.8,.230
Los Angeles Lakers,26.0,14,29,-5.63,0.57,-5.06,106.8,112.6,98.0,.277,.300,.539,.499,13.5,25.5,.212,.537,12.8,75.4,.211
Phoenix Suns,25.9,12,27,-6.00,0.60,-5.40,104.8,110.8,99.8,.286,.268,.534,.492,14.0,26.4,.219,.525,14.0,77.2,.257
Orlando Magic,25.6,13,27,-4.90,-0.52,-5.42,103.1,108.2,95.4,.231,.304,.518,.488,11.9,22.0,.164,.511,12.1,76.7,.191
Philadelphia 76ers,25.1,11,25,-6.42,-0.67,-7.09,101.0,107.6,97.0,.241,.350,.529,.493,15.1,21.8,.183,.508,13.0,76.0,.218
Brooklyn Nets,26.4,9,29,-8.97,0.36,-8.61,102.3,111.1,102.0,.281,.383,.545,.503,15.2,20.0,.219,.516,11.8,75.7,.206
