team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Golden State Warriors,28.1,28,5,12.82,-0.60,12.22,116.1,103.4,100.4,.270,.355,.601,.565,13.5,22.4,.214,.480,13.0,75.1,.205
Toronto Raptors,26.1,23,8,8.39,0.57,8.95,116.6,107.8,95.3,.298,.289,.574,.529,10.7,25.7,.241,.512,14.5,73.8,.208
Cleveland Cavaliers,29.1,22,8,7.17,0.40,7.56,113.8,106.4,96.4,.292,.390,.572,.535,12.4,23.9,.222,.502,12.3,75.5,.168
San Antonio Spurs,29.8,23,9,7.09,-0.09,7.00,111.8,104.3,93.9,.275,.267,.571,.527,12.7,23.6,.226,.498,13.7,77.8,.193
Houston Rockets,27.3,24,9,7.33,-0.52,6.81,115.0,107.6,98.0,.267,.451,.586,.554,14.2,26.7,.201,.509,13.2,76.4,.208
Los Angeles Clippers,30.0,24,10,6.71,-0.75,5.96,111.9,105.0,96.2,.308,.324,.567,.527,12.0,22.3,.233,.494,13.0,76.8,.213
Utah Jazz,26.4,20,12,3.81,0.01,3.82,108.9,104.7,91.1,.296,.345,.569,.529,13.6,21.2,.227,.478,11.2,77.1,.191
Milwaukee Bucks,25.5,18,12,2.57,0.05,2.62,108.6,106.0,95.9,.262,.289,.556,.520,12.8,22.5,.200,.494,13.1,76.4,.215
Boston Celtics,25.9,18,14,2.09,-0.05,2.05,109.5,107.4,96.0,.247,.363,.549,.511,11.4,21.7,.197,.496,13.1,73.9,.228
Charlotte Hornets,26.7,19,13,2.56,-0.91,1.65,107.9,105.3,96.5,.296,.316,.541,.497,10.9,20.9,.228,.505,11.7,79.8,.151
Oklahoma City Thunder,24.7,18,14,2.16,-0.69,1.46,108.0,105.8,97.8,.293,.294,.546,.510,13.5,26.4,.212,.503,12.6,77.8,.197
Detroit Pistons,25.6,17,17,0.03,0.64,0.67,105.1,105.0,93.8,.219,.257,.523,.493,11.2,22.0,.162,.501,12.1,80.3,.197
Chicago Bulls,27.8,17,15,0.84,-0.90,-0.06,106.6,105.7,94.4,.274,.225,.518,.470,12.3,29.9,.220,.499,12.1,75.7,.153
Memphis Grizzlies,28.4,16,18,-0.44,0.22,-0.22,103.0,103.4,92.9,.288,.301,.515,.468,12.3,23.9,.225,.492,14.3,79.0,.258
Washington Wizards,26.1,14,17,-1.23,-0.08,-1.30,107.9,109.2,96.5,.263,.261,.550,.512,13.1,24.3,.203,.529,14.4,75.4,.211
Denver Nuggets,25.2,14,18,-1.81,-0.05,-1.86,108.7,110.5,97.8,.300,.305,.545,.504,13.9,28.3,.224,.518,10.9,79.5,.217
Minnesota Timberwolves,23.6,14,18,-2.06,0.16,-1.90,108.9,111.1,94.6,.290,.278,.545,.501,13.4,28.1,.227,.528,13.4,76.3,.228
Atlanta Hawks,28.3,14,18,-2.03,-0.15,-2.18,103.8,105.8,97.8,.267,.307,.537,.504,14.5,24.6,.192,.511,14.0,76.6,.173
New York Knicks,27.5,13,18,-2.39,0.12,-2.27,107.7,110.1,96.9,.243,.281,.533,.494,12.6,26.7,.192,.500,11.8,73.8,.230
Sacramento Kings,28.8,14,18,-2.16,-0.22,-2.38,106.6,108.8,94.7,.293,.294,.541,.499,12.9,22.2,.225,.521,14.1,75.9,.240
Portland Trail Blazers,25.1,13,21,-3.50,0.79,-2.71,109.8,113.3,97.5,.279,.338,.559,.518,12.5,22.1,.219,.515,11.6,75.5,.262
Miami Heat,26.1,13,19,-3.13,0.33,-2.80,103.3,106.5,94.4,.252,.288,.513,.487,12.1,25.0,.167,.491,12.0,76.1,.204
Indiana Pacers,27.2,14,19,-2.09,-0.78,-2.87,105.0,107.1,97.7,.263,.267,.543,.499,13.0,19.8,.213,.503,13.9,74.4,.219
New Orleans Pelicans,25.5,13,21,-3.53,0.39,-3.14,103.4,106.9,97.7,.269,.292,.529,.490,11.6,18.4,.202,.506,12.0,77.7,.176
Dallas Mavericks,27.5,10,22,-5.94,1.58,-4.35,103.3,109.7,91.2,.220,.365,.527,.490,11.9,19.4,.174,.541,15.2,78.0,.231
Orlando Magic,25.6,12,22,-4.24,-0.58,-4.82,103.3,107.7,95.1,.241,.302,.520,.489,11.8,21.3,.171,.504,11.7,76.7,.191
Los Angeles Lakers,26.1,11,24,-5.94,0.70,-5.24,106.1,112.1,98.4,.267,.295,.538,.497,14.2,26.1,.207,.536,12.9,75.0,.201
Phoenix Suns,26.0,9,23,-7.28,0.19,-7.09,104.3,111.4,101.0,.295,.275,.535,.492,14.0,25.4,.225,.527,13.9,77.4,.267
Brooklyn Nets,26.5,8,23,-7.97,0.75,-7.22,103.7,111.5,101.9,.295,.387,.549,.505,15.1,20.5,.230,.517,12.0,74.7,.203
Philadelphia 76ers,25.2,8,22,-7.50,-0.46,-7.96,100.5,108.1,96.9,.233,.355,.532,.500,15.6,21.1,.173,.506,12.6,75.4,.217
