Visitor,Home,Prediction,Result,Prediction_Outcome
Boston Celtics,Brooklyn Nets,,,
Toronto Raptors,Detroit Pistons,,,
Milwaukee Bucks,Los Angeles Lakers,,,
Minnesota Timberwolves,Miami Heat,,,
Houston Rockets,New Orleans Pelicans,,,
Dallas Mavericks,Philadelphia 76ers,,,
Orlando Magic,Phoenix Suns,,,
Chicago Bulls,Washington Wizards,,,
