team_name,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
Los Angeles Clippers,29.7,11,2,14.23,-0.58,13.66,112.7,98.1,97.2,.354,.304,.566,.523,10.9,21.6,.262,.468,15.3,77.9,.217
Atlanta Hawks,28.3,9,3,8.50,-0.75,7.75,106.8,98.3,100.0,.309,.311,.564,.533,15.9,25.5,.216,.472,15.0,77.0,.176
San Antonio Spurs,29.7,9,4,5.38,1.93,7.32,110.3,104.5,93.4,.288,.262,.559,.508,11.5,21.7,.243,.495,13.0,79.3,.209
Cleveland Cavaliers,29.2,9,3,7.00,-0.49,6.52,111.8,104.6,97.2,.272,.390,.555,.518,11.7,24.3,.207,.490,11.5,76.9,.157
Golden State Warriors,28.2,9,3,8.67,-2.15,6.52,115.9,107.3,100.3,.257,.360,.604,.569,13.6,21.2,.207,.494,12.9,73.2,.218
Charlotte Hornets,26.9,7,4,5.55,0.30,5.84,107.4,101.7,97.8,.289,.339,.540,.498,10.1,18.8,.221,.491,13.0,79.5,.156
Chicago Bulls,27.8,9,3,7.25,-2.04,5.21,110.6,103.0,94.9,.275,.233,.528,.477,11.6,30.7,.228,.491,12.2,76.8,.143
Toronto Raptors,26.1,8,4,3.92,1.23,5.14,112.2,108.1,95.6,.307,.267,.552,.504,10.4,24.4,.245,.506,13.8,75.0,.242
Houston Rockets,27.2,7,5,3.75,-0.44,3.31,112.1,108.2,97.2,.255,.428,.574,.544,15.1,27.9,.188,.509,12.6,77.7,.215
Oklahoma City Thunder,24.5,7,6,1.92,1.33,3.26,104.4,102.5,99.6,.268,.285,.534,.497,14.5,25.4,.199,.493,13.0,78.7,.195
Utah Jazz,26.2,8,5,2.77,0.27,3.04,105.8,102.8,90.6,.276,.323,.546,.507,12.4,19.9,.211,.478,12.2,79.5,.202
Minnesota Timberwolves,23.6,7,4,3.82,-0.89,2.93,113.1,109.1,95.6,.318,.282,.562,.521,12.9,29.4,.239,.526,14.7,77.7,.257
Miami Heat,25.5,5,6,-0.73,2.74,2.02,99.1,99.8,94.5,.227,.270,.492,.466,12.6,24.3,.151,.456,13.1,75.2,.207
Los Angeles Lakers,25.8,7,6,0.77,0.15,0.92,109.9,109.1,99.9,.273,.315,.569,.527,14.7,25.5,.222,.522,13.3,77.6,.222
Detroit Pistons,25.9,6,7,-0.23,-0.11,-0.34,102.4,102.6,95.0,.223,.224,.508,.471,10.9,20.9,.172,.480,12.3,76.3,.179
Boston Celtics,25.6,6,6,-0.92,-0.36,-1.27,108.1,109.1,96.9,.272,.344,.548,.511,12.3,22.9,.206,.495,12.6,73.2,.229
Memphis Grizzlies,28.8,5,7,-2.00,0.30,-1.70,102.6,104.7,93.1,.283,.313,.526,.480,14.4,23.5,.222,.502,14.2,80.1,.279
Washington Wizards,26.2,4,7,-3.45,0.76,-2.69,104.9,108.5,96.1,.251,.226,.529,.488,13.5,26.1,.198,.524,13.5,77.2,.210
Sacramento Kings,28.9,5,8,-4.08,1.33,-2.75,106.5,110.8,93.7,.323,.271,.543,.494,13.5,23.5,.251,.528,12.9,76.8,.252
Denver Nuggets,25.0,5,7,-2.25,-0.57,-2.82,104.7,106.9,99.6,.332,.284,.535,.484,15.2,27.9,.258,.506,11.2,80.3,.201
Milwaukee Bucks,25.3,5,6,-1.18,-1.78,-2.96,103.6,104.9,96.3,.246,.283,.529,.488,14.0,24.4,.196,.483,12.9,77.0,.236
Indiana Pacers,27.4,6,7,-2.08,-2.27,-4.34,105.3,107.3,97.8,.234,.259,.544,.509,13.0,19.9,.181,.510,14.3,74.0,.208
New York Knicks,27.7,4,8,-4.92,0.38,-4.54,106.6,111.7,96.0,.235,.273,.532,.497,13.1,27.3,.179,.514,12.7,73.7,.234
Brooklyn Nets,26.7,4,8,-5.75,1.04,-4.72,103.8,109.4,102.3,.275,.401,.554,.510,15.3,20.1,.222,.512,12.7,75.3,.198
Portland Trail Blazers,25.1,5,9,-5.71,0.64,-5.07,106.1,111.8,98.4,.275,.347,.545,.502,12.6,19.2,.218,.498,11.2,73.1,.258
Phoenix Suns,25.8,4,9,-5.85,-0.09,-5.93,104.1,109.7,101.9,.305,.245,.530,.486,12.9,24.2,.231,.516,13.7,78.5,.273
New Orleans Pelicans,25.7,4,9,-5.85,-1.01,-6.86,100.9,106.7,98.6,.281,.273,.522,.479,12.2,17.5,.215,.500,12.5,77.2,.197
Dallas Mavericks,27.7,3,8,-7.36,-0.25,-7.62,97.0,104.9,92.1,.206,.353,.497,.460,12.1,19.6,.165,.524,16.1,79.1,.203
Orlando Magic,25.2,3,9,-8.58,-0.40,-8.99,98.7,107.8,93.6,.233,.296,.489,.456,11.5,23.4,.165,.496,11.1,74.5,.164
Philadelphia 76ers,25.1,2,10,-12.50,1.67,-10.83,97.0,109.6,97.2,.231,.335,.518,.487,15.7,18.8,.167,.524,12.0,75.7,.170
