team_name,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
Portland Trail Blazers,38.4,87.4,10.8,30.3,27.6,57.1,19.1,24.0,.795,8.9,33.4,42.2,21.4,6.9,4.6,14.1,23.0,106.7
Los Angeles Lakers,40.5,86.1,9.6,27.2,30.9,58.9,19.1,23.5,.813,10.8,33.5,44.4,21.6,8.5,3.8,16.6,22.0,109.8
Los Angeles Clippers,39.0,83.8,9.7,25.5,29.3,58.3,21.9,29.6,.740,9.2,35.0,44.2,21.8,10.3,5.3,11.8,20.2,109.6
Phoenix Suns,40.5,90.4,6.8,22.2,33.6,68.2,20.8,27.5,.757,11.5,34.6,46.2,19.2,9.3,3.5,15.2,26.7,108.6
Golden State Warriors,43.4,86.4,11.5,31.1,31.9,55.3,17.9,22.3,.805,8.7,33.7,42.3,30.9,10.0,5.9,15.2,19.7,116.3
Indiana Pacers,40.8,87.9,8.0,22.8,32.8,65.2,15.9,20.5,.775,8.8,32.9,41.7,23.9,9.3,6.9,14.5,20.4,105.5
Oklahoma City Thunder,39.5,87.8,8.5,25.0,31.0,62.8,17.5,23.5,.742,10.8,35.5,46.4,20.6,7.5,5.2,16.6,21.5,104.8
San Antonio Spurs,37.3,81.8,8.5,21.5,28.8,60.4,19.9,23.5,.846,9.2,33.5,42.7,22.6,8.0,6.1,11.9,18.8,103.0
Sacramento Kings,36.6,81.8,7.6,22.2,29.0,59.6,20.5,26.4,.778,9.8,31.6,41.4,21.2,7.0,3.7,14.5,22.2,101.4
New Orleans Pelicans,37.8,86.2,7.0,23.5,30.8,62.7,18.5,24.2,.765,8.1,35.1,43.2,23.0,8.2,6.9,13.5,19.8,101.1
Houston Rockets,39.6,85.3,13.7,36.5,25.9,48.8,16.1,21.8,.739,11.8,33.2,45.0,24.1,7.3,4.8,16.9,20.4,108.9
Cleveland Cavaliers,38.8,87.3,12.8,34.1,26.0,53.3,18.1,23.8,.761,10.6,35.8,46.3,22.5,6.9,5.3,12.9,18.4,108.6
Toronto Raptors,39.8,86.4,7.4,23.1,32.4,63.3,21.2,26.5,.799,10.9,32.8,43.7,18.8,9.0,4.1,11.4,22.8,108.3
Atlanta Hawks,39.9,83.3,9.0,25.9,30.9,57.4,18.0,25.8,.699,10.5,34.8,45.3,26.1,10.1,5.3,17.8,17.7,106.8
Brooklyn Nets,38.0,85.5,11.3,34.3,26.8,51.3,19.0,23.5,.809,9.2,35.0,44.2,20.6,8.3,4.3,17.3,20.8,106.3
Denver Nuggets,37.6,86.5,8.5,24.6,29.1,61.9,22.3,28.8,.777,12.2,37.4,49.6,19.9,6.9,4.3,17.8,21.1,106.0
Detroit Pistons,38.0,87.2,6.2,19.5,31.8,67.7,15.0,19.5,.771,9.5,34.6,44.2,20.5,7.3,4.2,11.8,16.5,97.2
Chicago Bulls,38.8,88.8,7.3,20.7,31.5,68.1,20.3,24.4,.829,14.1,35.1,49.2,20.9,7.6,4.8,13.1,17.0,105.0
Boston Celtics,38.3,85.3,10.5,29.3,27.8,56.0,17.6,23.3,.756,10.2,32.6,42.8,24.1,7.4,4.7,13.4,21.8,104.8
Utah Jazz,35.4,78.3,8.6,25.3,26.8,53.0,16.5,21.6,.765,8.1,33.6,41.7,17.7,6.6,5.1,12.5,20.0,95.9
New York Knicks,39.2,87.2,8.3,23.8,30.8,63.3,15.6,20.5,.760,12.1,32.4,44.5,21.3,7.1,5.3,14.5,21.3,102.3
Minnesota Timberwolves,39.2,84.4,9.5,23.8,29.6,60.5,20.2,26.8,.753,12.8,30.4,43.2,22.2,8.1,4.9,14.3,22.1,108.1
Memphis Grizzlies,35.0,82.2,8.9,25.8,26.1,56.4,18.3,23.3,.785,10.0,32.3,42.3,19.6,8.3,4.5,15.5,25.2,97.2
Charlotte Hornets,37.7,86.3,10.5,29.3,27.3,57.0,19.1,24.9,.766,8.5,36.4,44.9,24.3,7.9,5.0,10.9,17.8,105.0
Philadelphia 76ers,36.2,84.1,9.5,28.2,26.7,55.9,14.1,19.4,.725,8.3,33.8,42.0,21.3,8.2,5.3,17.3,20.8,95.9
Washington Wizards,38.9,86.7,6.8,19.6,32.1,67.1,17.2,21.7,.791,11.5,32.3,43.8,19.7,8.0,4.4,15.1,21.9,101.8
Orlando Magic,35.0,85.7,8.2,25.3,26.8,60.3,14.2,20.0,.708,11.0,32.8,43.8,20.8,5.7,5.4,12.3,17.3,92.3
Milwaukee Bucks,38.1,85.9,7.7,24.3,30.4,61.6,16.8,21.1,.797,10.9,34.7,45.6,23.8,8.7,5.3,15.5,22.0,100.7
Miami Heat,36.7,87.4,7.9,23.5,28.8,63.8,13.2,19.8,.665,11.5,34.3,45.7,19.7,7.7,6.4,13.8,20.7,94.5
Dallas Mavericks,34.2,83.9,8.8,29.6,25.4,54.3,13.8,17.3,.800,9.1,31.7,40.8,17.3,8.1,4.2,12.5,18.8,91.0
