team_name,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_fg2,opp_fg2a,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
Milwaukee Bucks,37.2,84.9,10.1,29.1,27.1,55.7,17.9,23.1,.773,10.6,32.4,42.9,23.9,7.4,4.9,14.0,19.1,102.4
Philadelphia 76ers,38.9,85.8,9.2,25.9,29.6,59.9,19.1,25.5,.747,10.8,34.6,45.5,22.2,8.6,5.1,14.1,19.5,106.1
Cleveland Cavaliers,39.1,87.4,10.1,28.0,29.1,59.4,14.7,19.2,.767,10.9,32.3,43.1,23.7,7.2,4.8,13.4,21.6,103.1
San Antonio Spurs,36.8,82.7,8.4,24.7,28.4,58.0,15.9,20.8,.767,9.5,31.0,40.5,21.1,7.8,4.0,13.9,19.7,97.9
Utah Jazz,35.8,83.1,8.1,22.5,27.7,60.6,15.6,20.4,.765,10.2,30.7,40.9,17.5,7.1,3.6,11.7,20.2,95.3
Washington Wizards,39.1,83.4,10.1,26.8,29.0,56.6,17.9,24.2,.737,9.9,32.5,42.3,23.4,7.5,4.5,16.0,20.0,106.2
Toronto Raptors,37.9,83.4,9.9,27.6,28.0,55.8,17.4,22.8,.764,11.2,32.3,43.5,22.4,6.3,4.5,15.9,20.8,103.1
Chicago Bulls,39.1,86.0,8.5,23.4,30.6,62.7,14.1,18.8,.751,10.9,32.0,42.9,23.9,7.4,5.1,13.1,19.0,100.7
Dallas Mavericks,36.5,77.3,10.2,25.4,26.3,51.9,17.5,22.4,.779,8.4,35.6,43.9,21.1,6.5,3.6,15.3,19.1,100.8
Boston Celtics,38.0,84.7,9.2,26.7,28.8,58.1,19.0,25.0,.761,11.3,34.3,45.5,22.5,7.4,5.2,14.4,19.5,104.3
Sacramento Kings,37.3,81.1,11.0,29.0,26.3,52.1,19.1,24.5,.782,9.9,33.1,43.0,22.9,7.8,5.8,15.0,21.5,104.6
Minnesota Timberwolves,38.5,82.0,9.4,26.5,29.1,55.5,18.6,24.1,.771,9.4,31.2,40.7,21.7,8.1,5.2,14.4,20.7,105.0
Atlanta Hawks,39.1,87.0,10.1,27.8,29.1,59.3,15.0,19.4,.773,10.3,32.8,43.1,22.3,9.2,5.1,15.6,20.6,103.3
Memphis Grizzlies,34.0,78.6,9.7,27.9,24.3,50.6,20.8,28.2,.736,8.9,33.8,42.7,19.6,6.6,5.4,15.1,21.2,98.6
Miami Heat,38.1,85.1,8.1,23.1,30.0,62.1,17.4,22.2,.784,10.3,34.3,44.6,20.2,6.5,5.6,13.2,18.8,101.8
Golden State Warriors,38.8,90.1,9.3,28.5,29.5,61.6,18.3,23.9,.764,12.1,31.9,44.0,21.8,8.9,3.7,14.9,20.2,105.1
Detroit Pistons,37.1,82.1,8.6,23.9,28.6,58.3,16.8,21.4,.785,8.3,34.3,42.6,22.8,6.9,4.3,12.3,17.3,99.7
New York Knicks,39.3,87.5,9.8,27.9,29.5,59.6,19.9,25.8,.771,11.6,33.5,45.1,22.3,7.7,4.7,13.2,18.6,108.4
Charlotte Hornets,39.4,88.6,10.5,30.0,28.9,58.6,14.2,18.4,.774,9.5,35.5,44.9,23.8,6.6,5.7,12.5,20.8,103.6
Orlando Magic,39.3,85.8,8.6,23.7,30.7,62.0,16.5,21.4,.770,10.1,35.3,45.4,21.9,7.0,5.5,12.8,18.6,103.6
Brooklyn Nets,42.7,92.1,10.4,28.6,32.4,63.6,18.4,23.6,.782,11.6,36.2,47.9,23.8,10.3,5.9,13.8,20.7,114.2
Oklahoma City Thunder,39.3,86.2,8.9,25.5,30.4,60.8,17.8,23.8,.748,9.6,31.3,40.9,21.8,8.0,5.1,13.9,20.9,105.3
New Orleans Pelicans,39.6,89.7,10.5,30.1,29.1,59.6,15.7,20.4,.769,10.4,38.8,49.2,23.9,7.3,4.5,13.5,19.4,105.3
Los Angeles Clippers,37.8,84.9,8.6,24.7,29.1,60.2,18.8,24.7,.764,10.5,32.7,43.2,21.8,7.5,3.4,13.9,22.9,103.0
Indiana Pacers,38.8,87.1,10.1,30.0,28.7,57.1,18.4,23.4,.786,11.6,35.1,46.7,22.7,8.0,5.4,15.2,20.2,106.1
Houston Rockets,39.6,87.7,9.9,27.6,29.8,60.2,17.8,22.8,.780,10.5,31.7,42.3,21.6,8.6,5.0,14.4,19.6,106.9
Denver Nuggets,41.3,87.4,9.4,25.2,31.8,62.3,19.0,24.2,.785,9.1,31.5,40.6,23.6,8.3,5.2,11.6,21.3,110.9
Phoenix Suns,39.8,85.6,9.6,25.3,30.2,60.3,22.4,28.6,.784,9.8,34.1,43.8,22.3,8.0,5.7,16.0,22.2,111.7
Portland Trail Blazers,39.4,86.1,9.9,26.3,29.5,59.8,22.4,28.2,.796,10.5,34.3,44.8,21.1,8.1,5.2,13.2,19.8,111.2
Los Angeles Lakers,41.1,85.7,10.2,27.9,30.9,57.7,17.9,23.8,.753,10.4,33.6,44.0,25.3,9.0,5.2,14.3,18.9,110.4
