team_name,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,pct_fg2_layup,fg2_layup,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave
Atlanta Hawks,.455,12.9,.697,.326,.125,.096,.150,.303,.507,.630,.349,.414,.428,.337,.538,.053,151,.281,486,.904,.233,.401,4,0
Boston Celtics,.453,14.0,.632,.293,.143,.071,.124,.368,.507,.622,.379,.439,.426,.361,.560,.028,80,.278,485,.852,.209,.446,9,0
Brooklyn Nets,.440,13.4,.614,.302,.177,.067,.070,.386,.504,.591,.449,.399,.361,.338,.425,.030,78,.300,485,.862,.212,.346,3,0
Chicago Bulls,.436,12.3,.767,.290,.174,.127,.176,.233,.474,.566,.474,.403,.373,.312,.496,.037,103,.267,439,.859,.239,.385,5,0
Charlotte Hornets,.442,13.3,.689,.296,.145,.097,.150,.311,.482,.610,.393,.390,.375,.355,.562,.032,99,.270,486,.786,.145,.382,6,0
Cleveland Cavaliers,.457,14.3,.613,.283,.118,.102,.110,.387,.498,.646,.325,.412,.384,.391,.435,.053,137,.238,397,.836,.280,.438,4,0
Dallas Mavericks,.431,15.2,.634,.205,.127,.118,.183,.366,.479,.630,.420,.441,.377,.349,.439,.038,99,.171,285,.825,.193,.373,5,0
Denver Nuggets,.452,12.7,.689,.323,.162,.084,.121,.311,.495,.597,.429,.369,.398,.358,.491,.047,132,.281,473,.891,.206,.383,8,0
Detroit Pistons,.449,12.9,.738,.252,.195,.137,.155,.262,.487,.637,.392,.434,.411,.342,.472,.043,132,.212,402,.854,.221,.411,16,0
Golden State Warriors,.499,14.1,.645,.298,.106,.112,.130,.355,.563,.699,.446,.435,.455,.382,.663,.071,214,.234,456,.859,.210,.380,14,0
Houston Rockets,.469,14.4,.544,.312,.134,.041,.057,.456,.546,.675,.362,.366,.408,.379,.547,.073,211,.263,514,.780,.198,.409,8,0
Indiana Pacers,.458,13.4,.736,.244,.186,.111,.195,.264,.492,.618,.468,.393,.415,.364,.497,.030,91,.239,435,.852,.243,.384,10,1
Los Angeles Clippers,.465,14.2,.677,.273,.121,.087,.196,.323,.507,.642,.361,.428,.443,.378,.492,.062,174,.228,410,.763,.216,.396,7,0
Los Angeles Lakers,.446,13.0,.699,.278,.181,.115,.125,.301,.484,.651,.343,.396,.400,.357,.446,.054,163,.230,452,.815,.213,.384,8,1
Memphis Grizzlies,.423,13.4,.694,.283,.160,.096,.155,.306,.457,.551,.422,.383,.363,.346,.488,.031,85,.265,434,.834,.194,.434,11,0
Miami Heat,.440,12.9,.708,.292,.172,.090,.153,.292,.479,.602,.379,.397,.403,.346,.452,.049,140,.247,420,.916,.313,.393,6,0
Milwaukee Bucks,.474,11.6,.714,.369,.164,.072,.109,.286,.520,.648,.388,.348,.402,.359,.537,.080,207,.287,468,.921,.279,.344,5,0
Minnesota Timberwolves,.452,12.8,.721,.302,.156,.094,.170,.279,.492,.609,.422,.395,.399,.351,.513,.055,150,.252,401,.848,.246,.399,3,0
New Orleans Pelicans,.436,13.4,.704,.271,.166,.109,.156,.296,.471,.602,.404,.382,.379,.352,.530,.042,121,.241,427,.830,.197,.372,5,0
New York Knicks,.443,13.2,.720,.294,.120,.139,.167,.280,.475,.598,.355,.420,.385,.360,.450,.040,116,.258,436,.858,.220,.443,15,0
Oklahoma City Thunder,.458,12.0,.701,.350,.144,.107,.100,.299,.512,.628,.406,.404,.376,.330,.467,.062,177,.290,527,.816,.283,.363,11,1
Orlando Magic,.440,13.7,.693,.252,.172,.113,.157,.307,.485,.620,.409,.453,.369,.338,.491,.036,103,.224,403,.894,.178,.322,11,0
Philadelphia 76ers,.434,13.9,.646,.274,.146,.107,.119,.354,.478,.623,.370,.369,.378,.354,.510,.033,83,.248,398,.854,.163,.404,5,0
Phoenix Suns,.443,12.8,.733,.306,.145,.120,.162,.267,.479,.615,.404,.366,.372,.343,.375,.048,141,.264,485,.823,.292,.329,12,0
Portland Trail Blazers,.459,13.8,.665,.275,.151,.091,.147,.335,.507,.620,.410,.438,.440,.363,.465,.047,142,.233,426,.815,.214,.365,7,0
Sacramento Kings,.451,12.8,.703,.288,.188,.078,.148,.297,.491,.634,.424,.390,.357,.354,.492,.049,124,.276,463,.872,.253,.390,9,0
San Antonio Spurs,.479,13.5,.731,.251,.163,.110,.208,.269,.502,.640,.414,.388,.464,.414,.529,.047,122,.214,366,.885,.282,.462,7,0
Toronto Raptors,.467,13.4,.715,.243,.183,.127,.163,.285,.499,.627,.454,.433,.407,.389,.383,.044,118,.216,360,.798,.256,.390,5,1
Utah Jazz,.466,13.5,.662,.283,.151,.097,.131,.338,.516,.655,.432,.434,.372,.368,.433,.059,156,.230,386,.787,.238,.352,7,0
Washington Wizards,.468,13.0,.736,.283,.152,.118,.182,.264,.509,.624,.444,.438,.430,.352,.496,.035,90,.260,446,.835,.250,.326,4,0
