team_name,opp_mp,opp_fg_pct,opp_avg_dist,opp_fg2a_pct_fga,opp_pct_fga_00_03,opp_pct_fga_03_10,opp_pct_fga_10_16,opp_pct_fga_16_xx,opp_fg3a_pct_fga,opp_fg2_pct,opp_fg_pct_00_03,opp_fg_pct_03_10,opp_fg_pct_10_16,opp_fg_pct_16_xx,opp_fg3_pct,opp_fg2_pct_ast,opp_pct_fg2_dunk,opp_fg2_dunk,opp_pct_fg2_layup,opp_fg2_layup,opp_fg3_pct_ast,opp_pct_fg3a_corner,opp_fg3_pct_corner
Atlanta Hawks,14095,.447,14.0,.660,.263,.132,.108,.157,.340,.491,.587,.431,.425,.426,.360,.486,.043,195,.224,597,.833,.240,.405
Boston Celtics,14235,.453,13.6,.686,.273,.165,.095,.151,.314,.504,.617,.431,.415,.434,.342,.500,.043,201,.240,678,.854,.219,.364
Brooklyn Nets,13995,.463,13.2,.699,.290,.155,.103,.152,.301,.505,.621,.423,.394,.440,.367,.475,.051,255,.257,751,.790,.220,.373
Chicago Bulls,14235,.462,12.8,.710,.306,.155,.097,.152,.290,.503,.617,.413,.416,.420,.363,.531,.052,247,.275,765,.850,.245,.404
Charlotte Hornets,14285,.446,14.1,.643,.289,.116,.091,.147,.357,.495,.583,.425,.436,.412,.359,.502,.037,169,.256,725,.865,.222,.383
Cleveland Cavaliers,13780,.455,13.3,.681,.289,.148,.108,.136,.319,.498,.626,.389,.420,.409,.364,.529,.045,201,.249,717,.831,.246,.375
Dallas Mavericks,14020,.468,13.7,.687,.262,.148,.108,.169,.313,.505,.667,.420,.415,.387,.385,.484,.045,187,.219,615,.784,.253,.409
Denver Nuggets,14235,.480,13.2,.708,.289,.147,.105,.168,.292,.524,.646,.477,.449,.404,.373,.505,.051,249,.245,742,.835,.221,.431
Detroit Pistons,14235,.457,13.3,.703,.263,.169,.116,.155,.297,.499,.645,.385,.447,.416,.358,.530,.036,160,.230,677,.854,.227,.370
Golden State Warriors,14020,.435,13.5,.683,.284,.158,.098,.143,.317,.486,.627,.373,.379,.405,.326,.502,.049,233,.244,723,.829,.206,.368
Houston Rockets,14500,.462,13.3,.680,.287,.169,.083,.140,.320,.515,.693,.406,.368,.367,.349,.498,.048,241,.257,862,.823,.241,.379
Indiana Pacers,14285,.451,14.2,.657,.257,.149,.097,.154,.343,.499,.632,.427,.427,.391,.358,.488,.048,216,.244,686,.880,.262,.395
Los Angeles Clippers,14235,.449,13.7,.695,.260,.152,.123,.160,.305,.492,.646,.437,.397,.366,.350,.515,.050,233,.225,657,.820,.219,.382
Los Angeles Lakers,14400,.480,13.2,.687,.299,.150,.093,.145,.313,.532,.680,.436,.396,.413,.365,.535,.067,314,.242,773,.857,.214,.386
Memphis Grizzlies,14600,.437,14.0,.645,.276,.148,.085,.136,.355,.488,.620,.417,.369,.375,.344,.480,.042,182,.248,658,.824,.240,.390
Miami Heat,14235,.447,12.6,.726,.301,.163,.117,.145,.274,.485,.581,.432,.453,.372,.346,.455,.042,192,.265,690,.839,.246,.374
Milwaukee Bucks,13755,.454,13.2,.652,.314,.141,.091,.106,.348,.503,.621,.429,.365,.369,.363,.547,.054,234,.265,705,.872,.310,.405
Minnesota Timberwolves,14235,.471,13.2,.671,.310,.136,.089,.135,.329,.525,.653,.432,.413,.398,.361,.483,.059,275,.260,736,.859,.212,.413
New Orleans Pelicans,14575,.449,13.6,.665,.284,.155,.096,.130,.335,.498,.651,.372,.383,.396,.351,.497,.054,265,.242,756,.835,.226,.365
New York Knicks,14335,.454,12.7,.684,.329,.144,.084,.127,.316,.502,.601,.423,.395,.406,.350,.469,.054,250,.283,800,.841,.228,.407
Oklahoma City Thunder,14260,.457,12.1,.712,.325,.175,.099,.113,.288,.498,.620,.395,.414,.385,.355,.461,.053,233,.278,805,.838,.236,.383
Orlando Magic,14475,.463,13.0,.696,.311,.147,.100,.138,.304,.506,.625,.443,.375,.397,.365,.494,.061,266,.257,750,.840,.219,.401
Philadelphia 76ers,14020,.458,12.9,.706,.297,.155,.108,.147,.294,.497,.632,.376,.439,.393,.364,.484,.050,231,.255,715,.830,.217,.416
Phoenix Suns,14310,.472,13.2,.701,.298,.142,.107,.154,.299,.507,.642,.385,.440,.409,.389,.472,.051,234,.256,744,.825,.219,.457
Portland Trail Blazers,14095,.454,13.3,.695,.275,.164,.107,.150,.305,.487,.573,.446,.440,.406,.380,.441,.040,176,.238,610,.811,.197,.347
Sacramento Kings,14310,.462,14.4,.633,.236,.174,.081,.143,.367,.513,.662,.438,.429,.406,.372,.520,.052,225,.215,604,.837,.238,.429
San Antonio Spurs,13970,.442,12.9,.708,.292,.167,.101,.148,.292,.485,.602,.367,.429,.422,.340,.494,.051,224,.255,658,.835,.239,.335
Toronto Raptors,14235,.454,13.4,.668,.272,.181,.091,.124,.332,.500,.655,.389,.392,.399,.361,.491,.053,241,.247,672,.830,.237,.371
Utah Jazz,14210,.438,12.8,.722,.295,.166,.111,.150,.278,.470,.596,.376,.367,.402,.357,.411,.048,205,.246,637,.775,.190,.384
Washington Wizards,13805,.458,13.6,.677,.287,.146,.099,.145,.323,.508,.631,.400,.456,.409,.354,.504,.049,220,.245,669,.830,.216,.383
